player,round,hole,strokes,par,yds,score,tourney
"Rayatkah, Parshan",1,5,3,3,100,0,us open
"Rayatkah, Parshan",1,6,6,5,246,1,us open
"Rayatkah, Parshan",1,7,8,4,200,4,us open
"Rayatkah, Parshan",1,8,4,3,135,1,us open
"Rayatkah, Parshan",1,9,6,4,267,2,us open
"Rayatkah, Parshan",1,10,7,4,225,3,us open
"Rayatkah, Parshan",1,11,5,5,259,0,us open
"Rayatkah, Parshan",1,12,4,3,96,1,us open
"Rayatkah, Parshan",1,13,3,4,162,-1,us open
"Rayatkah, Parshan",1,14,5,5,250,0,us open
"Rayatkah, Parshan",1,15,5,4,230,1,us open
"Rayatkah, Parshan",1,16,5,4,144,1,us open
"Rayatkah, Parshan",1,17,3,4,235,-1,us open
"Rayatkah, Parshan",1,18,3,3,95,0,us open
"Facioni, Damian",1,1,6,4,235,2,us open
"Facioni, Damian",1,2,5,4,215,1,us open
"Facioni, Damian",1,3,4,4,289,0,us open
"Facioni, Damian",1,4,5,5,301,0,us open
"Facioni, Damian",1,5,4,3,100,1,us open
"Facioni, Damian",1,6,6,5,246,1,us open
"Facioni, Damian",1,7,5,4,200,1,us open
"Facioni, Damian",1,8,3,3,135,0,us open
"Facioni, Damian",1,9,4,4,267,0,us open
"Facioni, Damian",1,10,4,4,225,0,us open
"Facioni, Damian",1,11,5,5,259,0,us open
"Facioni, Damian",1,12,4,3,96,1,us open
"Facioni, Damian",1,13,5,4,162,1,us open
"Facioni, Damian",1,14,4,5,250,-1,us open
"Facioni, Damian",1,15,4,4,230,0,us open
"Facioni, Damian",1,16,4,4,144,0,us open
"Facioni, Damian",1,17,4,4,235,0,us open
"Facioni, Damian",1,18,3,3,95,0,us open
"Hernandez, Frank",1,1,5,4,235,1,us open
"Hernandez, Frank",1,2,5,4,215,1,us open
"Hernandez, Frank",1,3,2,4,289,-2,us open
"Hernandez, Frank",1,4,6,5,301,1,us open
"Hernandez, Frank",1,5,4,3,100,1,us open
"Hernandez, Frank",1,6,5,5,246,0,us open
"Hernandez, Frank",1,7,5,4,200,1,us open
"Hernandez, Frank",1,8,4,3,135,1,us open
"Hernandez, Frank",1,9,5,4,267,1,us open
"Hernandez, Frank",1,10,5,4,225,1,us open
"Hernandez, Frank",1,11,6,5,259,1,us open
"Hernandez, Frank",1,12,3,3,96,0,us open
"Hernandez, Frank",1,13,4,4,162,0,us open
"Hernandez, Frank",1,14,4,5,250,-1,us open
"Hernandez, Frank",1,15,4,4,230,0,us open
"Hernandez, Frank",1,16,4,4,144,0,us open
"Hernandez, Frank",1,17,4,4,235,0,us open
"Hernandez, Frank",1,18,3,3,95,0,us open
"Salazar, Lizandro",1,1,5,4,235,1,us open
"Salazar, Lizandro",1,2,7,4,215,3,us open
"Salazar, Lizandro",1,3,4,4,289,0,us open
"Salazar, Lizandro",1,4,9,5,301,4,us open
"Salazar, Lizandro",1,5,5,3,100,2,us open
"Salazar, Lizandro",1,6,7,5,246,2,us open
"Salazar, Lizandro",1,7,5,4,200,1,us open
"Salazar, Lizandro",1,8,4,3,135,1,us open
"Salazar, Lizandro",1,9,8,4,267,4,us open
"Salazar, Lizandro",1,10,4,4,225,0,us open
"Salazar, Lizandro",1,11,5,5,259,0,us open
"Salazar, Lizandro",1,12,3,3,96,0,us open
"Salazar, Lizandro",1,13,5,4,162,1,us open
"Salazar, Lizandro",1,14,5,5,250,0,us open
"Salazar, Lizandro",1,15,4,4,230,0,us open
"Salazar, Lizandro",1,16,5,4,144,1,us open
"Salazar, Lizandro",1,17,4,4,235,0,us open
"Salazar, Lizandro",1,18,3,3,95,0,us open
"Hittle, William",1,1,5,4,235,1,us open
"Hittle, William",1,2,4,4,215,0,us open
"Hittle, William",1,3,3,4,289,-1,us open
"Hittle, William",1,4,7,5,301,2,us open
"Hittle, William",1,5,3,3,100,0,us open
"Hittle, William",1,6,7,5,246,2,us open
"Hittle, William",1,7,6,4,200,2,us open
"Hittle, William",1,8,4,3,135,1,us open
"Hittle, William",1,9,5,4,267,1,us open
"Hittle, William",1,10,4,4,225,0,us open
"Hittle, William",1,11,6,5,259,1,us open
"Hittle, William",1,12,3,3,96,0,us open
"Hittle, William",1,13,3,4,162,-1,us open
"Hittle, William",1,14,6,5,250,1,us open
"Hittle, William",1,15,4,4,230,0,us open
"Hittle, William",1,16,3,4,144,-1,us open
"Hittle, William",1,17,5,4,235,1,us open
"Hittle, William",1,18,5,3,95,2,us open
"Khatib, Ramzey",1,1,6,4,235,2,us open
"Khatib, Ramzey",1,2,4,4,215,0,us open
"Khatib, Ramzey",1,3,4,4,289,0,us open
"Khatib, Ramzey",1,4,8,5,301,3,us open
"Khatib, Ramzey",1,5,3,3,100,0,us open
"Khatib, Ramzey",1,6,6,5,246,1,us open
"Khatib, Ramzey",1,7,4,4,200,0,us open
"Khatib, Ramzey",1,8,3,3,135,0,us open
"Khatib, Ramzey",1,9,5,4,267,1,us open
"Khatib, Ramzey",1,10,4,4,225,0,us open
"Khatib, Ramzey",1,11,5,5,259,0,us open
"Khatib, Ramzey",1,12,4,3,96,1,us open
"Khatib, Ramzey",1,13,4,4,162,0,us open
"Khatib, Ramzey",1,14,5,5,250,0,us open
"Khatib, Ramzey",1,15,3,4,230,-1,us open
"Khatib, Ramzey",1,16,5,4,144,1,us open
"Khatib, Ramzey",1,17,4,4,235,0,us open
"Khatib, Ramzey",1,18,3,3,95,0,us open
"Ortiz, Adam",1,1,4,4,235,0,us open
"Ortiz, Adam",1,2,4,4,215,0,us open
"Ortiz, Adam",1,3,3,4,289,-1,us open
"Ortiz, Adam",1,4,5,5,301,0,us open
"Ortiz, Adam",1,5,3,3,100,0,us open
"Ortiz, Adam",1,6,5,5,246,0,us open
"Ortiz, Adam",1,7,5,4,200,1,us open
"Ortiz, Adam",1,8,4,3,135,1,us open
"Ortiz, Adam",1,9,6,4,267,2,us open
"Ortiz, Adam",1,10,4,4,225,0,us open
"Ortiz, Adam",1,11,5,5,259,0,us open
"Ortiz, Adam",1,12,3,3,96,0,us open
"Ortiz, Adam",1,13,4,4,162,0,us open
"Ortiz, Adam",1,14,5,5,250,0,us open
"Ortiz, Adam",1,15,5,4,230,1,us open
"Ortiz, Adam",1,16,4,4,144,0,us open
"Ortiz, Adam",1,17,5,4,235,1,us open
"Ortiz, Adam",1,18,3,3,95,0,us open
"Herz, Greg",1,1,4,4,235,0,us open
"Herz, Greg",1,2,6,4,215,2,us open
"Herz, Greg",1,3,3,4,289,-1,us open
"Herz, Greg",1,4,9,5,301,4,us open
"Herz, Greg",1,5,3,3,100,0,us open
"Herz, Greg",1,6,6,5,246,1,us open
"Herz, Greg",1,7,5,4,200,1,us open
"Herz, Greg",1,8,4,3,135,1,us open
"Herz, Greg",1,9,6,4,267,2,us open
"Herz, Greg",1,10,7,4,225,3,us open
"Herz, Greg",1,11,5,5,259,0,us open
"Herz, Greg",1,12,3,3,96,0,us open
"Herz, Greg",1,13,4,4,162,0,us open
"Herz, Greg",1,14,5,5,250,0,us open
"Herz, Greg",1,15,4,4,230,0,us open
"Herz, Greg",1,16,4,4,144,0,us open
"Herz, Greg",1,17,4,4,235,0,us open
"Herz, Greg",1,18,2,3,95,-1,us open
"Aron, Jon",1,1,5,4,235,1,us open
"Aron, Jon",1,2,5,4,215,1,us open
"Aron, Jon",1,3,3,4,289,-1,us open
"Aron, Jon",1,4,8,5,301,3,us open
"Aron, Jon",1,5,3,3,100,0,us open
"Aron, Jon",1,6,6,5,246,1,us open
"Aron, Jon",1,7,4,4,200,0,us open
"Aron, Jon",1,8,3,3,135,0,us open
"Aron, Jon",1,9,5,4,267,1,us open
"Aron, Jon",1,10,6,4,225,2,us open
"Aron, Jon",1,11,5,5,259,0,us open
"Aron, Jon",1,12,4,3,96,1,us open
"Aron, Jon",1,13,7,4,162,3,us open
"Aron, Jon",1,14,5,5,250,0,us open
"Aron, Jon",1,15,4,4,230,0,us open
"Aron, Jon",1,16,3,4,144,-1,us open
"Aron, Jon",1,17,5,4,235,1,us open
"Aron, Jon",1,18,4,3,95,1,us open
"Bicerne, Eduardo",1,1,6,4,235,2,us open
"Bicerne, Eduardo",1,2,6,4,215,2,us open
"Bicerne, Eduardo",1,3,4,4,289,0,us open
"Bicerne, Eduardo",1,4,5,5,301,0,us open
"Bicerne, Eduardo",1,5,3,3,100,0,us open
"Bicerne, Eduardo",1,6,7,5,246,2,us open
"Bicerne, Eduardo",1,7,5,4,200,1,us open
"Bicerne, Eduardo",1,8,3,3,135,0,us open
"Bicerne, Eduardo",1,9,5,4,267,1,us open
"Bicerne, Eduardo",1,10,5,4,225,1,us open
"Bicerne, Eduardo",1,11,6,5,259,1,us open
"Bicerne, Eduardo",1,12,4,3,96,1,us open
"Bicerne, Eduardo",1,13,3,4,162,-1,us open
"Bicerne, Eduardo",1,14,4,5,250,-1,us open
"Bicerne, Eduardo",1,15,4,4,230,0,us open
"Bicerne, Eduardo",1,16,4,4,144,0,us open
"Bicerne, Eduardo",1,17,5,4,235,1,us open
"Bicerne, Eduardo",1,18,3,3,95,0,us open
"Di Maggio, Antonino",1,1,5,4,235,1,us open
"Di Maggio, Antonino",1,2,4,4,215,0,us open
"Di Maggio, Antonino",1,3,3,4,289,-1,us open
"Di Maggio, Antonino",1,4,7,5,301,2,us open
"Di Maggio, Antonino",1,5,3,3,100,0,us open
"Di Maggio, Antonino",1,6,7,5,246,2,us open
"Di Maggio, Antonino",1,7,8,4,200,4,us open
"Di Maggio, Antonino",1,8,4,3,135,1,us open
"Di Maggio, Antonino",1,9,6,4,267,2,us open
"Di Maggio, Antonino",1,10,5,4,225,1,us open
"Di Maggio, Antonino",1,11,6,5,259,1,us open
"Di Maggio, Antonino",1,12,4,3,96,1,us open
"Di Maggio, Antonino",1,13,4,4,162,0,us open
"Di Maggio, Antonino",1,14,4,5,250,-1,us open
"Di Maggio, Antonino",1,15,3,4,230,-1,us open
"Di Maggio, Antonino",1,16,3,4,144,-1,us open
"Di Maggio, Antonino",1,17,4,4,235,0,us open
"Di Maggio, Antonino",1,18,3,3,95,0,us open
"Garza Acuna, Julio",1,1,5,4,235,1,us open
"Garza Acuna, Julio",1,2,4,4,215,0,us open
"Garza Acuna, Julio",1,3,3,4,289,-1,us open
"Garza Acuna, Julio",1,4,6,5,301,1,us open
"Garza Acuna, Julio",1,5,3,3,100,0,us open
"Garza Acuna, Julio",1,6,5,5,246,0,us open
"Garza Acuna, Julio",1,7,6,4,200,2,us open
"Garza Acuna, Julio",1,8,4,3,135,1,us open
"Garza Acuna, Julio",1,9,4,4,267,0,us open
"Garza Acuna, Julio",1,10,5,4,225,1,us open
"Garza Acuna, Julio",1,11,5,5,259,0,us open
"Garza Acuna, Julio",1,12,3,3,96,0,us open
"Garza Acuna, Julio",1,13,4,4,162,0,us open
"Garza Acuna, Julio",1,14,5,5,250,0,us open
"Garza Acuna, Julio",1,15,4,4,230,0,us open
"Garza Acuna, Julio",1,16,4,4,144,0,us open
"Garza Acuna, Julio",1,17,4,4,235,0,us open
"Garza Acuna, Julio",1,18,3,3,95,0,us open
"David, Aerts",1,1,6,4,235,2,us open
"David, Aerts",1,2,5,4,215,1,us open
"David, Aerts",1,3,3,4,289,-1,us open
"David, Aerts",1,4,7,5,301,2,us open
"David, Aerts",1,5,5,3,100,2,us open
"David, Aerts",1,6,7,5,246,2,us open
"David, Aerts",1,7,6,4,200,2,us open
"David, Aerts",1,8,4,3,135,1,us open
"David, Aerts",1,9,5,4,267,1,us open
"David, Aerts",1,10,6,4,225,2,us open
"David, Aerts",1,11,5,5,259,0,us open
"David, Aerts",1,12,3,3,96,0,us open
"David, Aerts",1,13,5,4,162,1,us open
"David, Aerts",1,14,5,5,250,0,us open
"David, Aerts",1,15,4,4,230,0,us open
"David, Aerts",1,16,6,4,144,2,us open
"David, Aerts",1,17,4,4,235,0,us open
"David, Aerts",1,18,3,3,95,0,us open
"Peters, Lloyd",1,1,5,4,235,1,us open
"Peters, Lloyd",1,2,5,4,215,1,us open
"Peters, Lloyd",1,3,4,4,289,0,us open
"Peters, Lloyd",1,4,6,5,301,1,us open
"Peters, Lloyd",1,5,3,3,100,0,us open
"Peters, Lloyd",1,6,6,5,246,1,us open
"Peters, Lloyd",1,7,5,4,200,1,us open
"Peters, Lloyd",1,8,4,3,135,1,us open
"Peters, Lloyd",1,9,6,4,267,2,us open
"Peters, Lloyd",1,10,4,4,225,0,us open
"Peters, Lloyd",1,11,6,5,259,1,us open
"Peters, Lloyd",1,12,5,3,96,2,us open
"Peters, Lloyd",1,13,4,4,162,0,us open
"Peters, Lloyd",1,14,5,5,250,0,us open
"Peters, Lloyd",1,15,6,4,230,2,us open
"Peters, Lloyd",1,16,5,4,144,1,us open
"Peters, Lloyd",1,17,4,4,235,0,us open
"Peters, Lloyd",1,18,3,3,95,0,us open
"Budny, Mike",1,1,9,4,235,5,us open
"Budny, Mike",1,2,5,4,215,1,us open
"Budny, Mike",1,3,3,4,289,-1,us open
"Budny, Mike",1,4,6,5,301,1,us open
"Budny, Mike",1,5,3,3,100,0,us open
"Budny, Mike",1,6,7,5,246,2,us open
"Budny, Mike",1,7,6,4,200,2,us open
"Budny, Mike",1,8,4,3,135,1,us open
"Budny, Mike",1,9,5,4,267,1,us open
"Budny, Mike",1,10,4,4,225,0,us open
"Budny, Mike",1,11,5,5,259,0,us open
"Budny, Mike",1,12,5,3,96,2,us open
"Budny, Mike",1,13,4,4,162,0,us open
"Budny, Mike",1,14,6,5,250,1,us open
"Budny, Mike",1,15,5,4,230,1,us open
"Budny, Mike",1,16,4,4,144,0,us open
"Budny, Mike",1,17,4,4,235,0,us open
"Budny, Mike",1,18,3,3,95,0,us open
"Yasutake, Justin",1,1,5,4,235,1,us open
"Yasutake, Justin",1,2,4,4,215,0,us open
"Yasutake, Justin",1,3,6,4,289,2,us open
"Yasutake, Justin",1,4,6,5,301,1,us open
"Yasutake, Justin",1,5,3,3,100,0,us open
"Yasutake, Justin",1,6,5,5,246,0,us open
"Yasutake, Justin",1,7,6,4,200,2,us open
"Yasutake, Justin",1,8,5,3,135,2,us open
"Yasutake, Justin",1,9,4,4,267,0,us open
"Yasutake, Justin",1,10,5,4,225,1,us open
"Yasutake, Justin",1,11,6,5,259,1,us open
"Yasutake, Justin",1,12,4,3,96,1,us open
"Yasutake, Justin",1,13,6,4,162,2,us open
"Yasutake, Justin",1,14,7,5,250,2,us open
"Yasutake, Justin",1,15,5,4,230,1,us open
"Yasutake, Justin",1,16,5,4,144,1,us open
"Yasutake, Justin",1,17,5,4,235,1,us open
"Yasutake, Justin",1,18,3,3,95,0,us open
"Dadsetan, Sep",1,1,4,4,235,0,us open
"Dadsetan, Sep",1,2,4,4,215,0,us open
"Dadsetan, Sep",1,3,3,4,289,-1,us open
"Dadsetan, Sep",1,4,7,5,301,2,us open
"Dadsetan, Sep",1,5,4,3,100,1,us open
"Dadsetan, Sep",1,6,6,5,246,1,us open
"Dadsetan, Sep",1,7,5,4,200,1,us open
"Dadsetan, Sep",1,8,4,3,135,1,us open
"Dadsetan, Sep",1,9,6,4,267,2,us open
"Dadsetan, Sep",1,10,6,4,225,2,us open
"Dadsetan, Sep",1,11,4,5,259,-1,us open
"Dadsetan, Sep",1,12,3,3,96,0,us open
"Dadsetan, Sep",1,13,3,4,162,-1,us open
"Dadsetan, Sep",1,14,5,5,250,0,us open
"Dadsetan, Sep",1,15,4,4,230,0,us open
"Dadsetan, Sep",1,16,4,4,144,0,us open
"Dadsetan, Sep",1,17,6,4,235,2,us open
"Dadsetan, Sep",1,18,3,3,95,0,us open
"Moorefield, Sebastian",1,1,5,4,235,1,us open
"Moorefield, Sebastian",1,2,5,4,215,1,us open
"Moorefield, Sebastian",1,3,2,4,289,-2,us open
"Moorefield, Sebastian",1,4,5,5,301,0,us open
"Moorefield, Sebastian",1,5,4,3,100,1,us open
"Moorefield, Sebastian",1,6,6,5,246,1,us open
"Moorefield, Sebastian",1,7,5,4,200,1,us open
"Moorefield, Sebastian",1,8,4,3,135,1,us open
"Moorefield, Sebastian",1,9,5,4,267,1,us open
"Moorefield, Sebastian",1,10,5,4,225,1,us open
"Moorefield, Sebastian",1,11,6,5,259,1,us open
"Moorefield, Sebastian",1,12,4,3,96,1,us open
"Moorefield, Sebastian",1,13,5,4,162,1,us open
"Moorefield, Sebastian",1,14,5,5,250,0,us open
"Moorefield, Sebastian",1,15,4,4,230,0,us open
"Moorefield, Sebastian",1,16,6,4,144,2,us open
"Moorefield, Sebastian",1,17,5,4,235,1,us open
"Moorefield, Sebastian",1,18,3,3,95,0,us open
"Aron, Kyle",1,1,5,4,235,1,us open
"Aron, Kyle",1,2,6,4,215,2,us open
"Aron, Kyle",1,3,3,4,289,-1,us open
"Aron, Kyle",1,4,6,5,301,1,us open
"Aron, Kyle",1,5,4,3,100,1,us open
"Aron, Kyle",1,6,6,5,246,1,us open
"Aron, Kyle",1,7,8,4,200,4,us open
"Aron, Kyle",1,8,3,3,135,0,us open
"Aron, Kyle",1,9,6,4,267,2,us open
"Aron, Kyle",1,10,4,4,225,0,us open
"Aron, Kyle",1,11,4,5,259,-1,us open
"Aron, Kyle",1,12,3,3,96,0,us open
"Aron, Kyle",1,13,5,4,162,1,us open
"Aron, Kyle",1,14,6,5,250,1,us open
"Aron, Kyle",1,15,4,4,230,0,us open
"Aron, Kyle",1,16,3,4,144,-1,us open
"Aron, Kyle",1,17,5,4,235,1,us open
"Aron, Kyle",1,18,4,3,95,1,us open
"Perri, James",1,1,5,4,235,1,us open
"Perri, James",1,2,5,4,215,1,us open
"Perri, James",1,3,3,4,289,-1,us open
"Perri, James",1,4,6,5,301,1,us open
"Perri, James",1,5,3,3,100,0,us open
"Perri, James",1,6,7,5,246,2,us open
"Perri, James",1,7,6,4,200,2,us open
"Perri, James",1,8,4,3,135,1,us open
"Perri, James",1,9,6,4,267,2,us open
"Perri, James",1,10,5,4,225,1,us open
"Perri, James",1,11,5,5,259,0,us open
"Perri, James",1,12,4,3,96,1,us open
"Perri, James",1,13,4,4,162,0,us open
"Perri, James",1,14,5,5,250,0,us open
"Perri, James",1,15,6,4,230,2,us open
"Perri, James",1,16,4,4,144,0,us open
"Perri, James",1,17,5,4,235,1,us open
"Perri, James",1,18,4,3,95,1,us open
"Pugh, Chandler",1,1,5,4,235,1,us open
"Pugh, Chandler",1,2,6,4,215,2,us open
"Pugh, Chandler",1,3,3,4,289,-1,us open
"Pugh, Chandler",1,4,6,5,301,1,us open
"Pugh, Chandler",1,5,4,3,100,1,us open
"Pugh, Chandler",1,6,5,5,246,0,us open
"Pugh, Chandler",1,7,6,4,200,2,us open
"Pugh, Chandler",1,8,5,3,135,2,us open
"Pugh, Chandler",1,9,4,4,267,0,us open
"Pugh, Chandler",1,10,5,4,225,1,us open
"Pugh, Chandler",1,11,7,5,259,2,us open
"Pugh, Chandler",1,12,3,3,96,0,us open
"Pugh, Chandler",1,13,4,4,162,0,us open
"Pugh, Chandler",1,14,4,5,250,-1,us open
"Pugh, Chandler",1,15,4,4,230,0,us open
"Pugh, Chandler",1,16,4,4,144,0,us open
"Pugh, Chandler",1,17,4,4,235,0,us open
"Pugh, Chandler",1,18,3,3,95,0,us open
"Joya Gonzalez, Carlos Manuel",1,1,6,4,235,2,us open
"Joya Gonzalez, Carlos Manuel",1,2,6,4,215,2,us open
"Joya Gonzalez, Carlos Manuel",1,3,5,4,289,1,us open
"Joya Gonzalez, Carlos Manuel",1,4,7,5,301,2,us open
"Joya Gonzalez, Carlos Manuel",1,5,3,3,100,0,us open
"Joya Gonzalez, Carlos Manuel",1,6,6,5,246,1,us open
"Joya Gonzalez, Carlos Manuel",1,7,5,4,200,1,us open
"Joya Gonzalez, Carlos Manuel",1,8,5,3,135,2,us open
"Joya Gonzalez, Carlos Manuel",1,9,6,4,267,2,us open
"Joya Gonzalez, Carlos Manuel",1,10,5,4,225,1,us open
"Joya Gonzalez, Carlos Manuel",1,11,4,5,259,-1,us open
"Joya Gonzalez, Carlos Manuel",1,12,5,3,96,2,us open
"Joya Gonzalez, Carlos Manuel",1,13,4,4,162,0,us open
"Joya Gonzalez, Carlos Manuel",1,14,6,5,250,1,us open
"Joya Gonzalez, Carlos Manuel",1,15,4,4,230,0,us open
"Joya Gonzalez, Carlos Manuel",1,16,4,4,144,0,us open
"Joya Gonzalez, Carlos Manuel",1,17,6,4,235,2,us open
"Joya Gonzalez, Carlos Manuel",1,18,3,3,95,0,us open
"van Rookhuizen, Thijs",1,1,4,4,173,0,capital cup
"van Rookhuizen, Thijs",1,2,4,4,211,0,capital cup
"van Rookhuizen, Thijs",1,3,3,3,114,0,capital cup
"van Rookhuizen, Thijs",1,4,3,4,185,-1,capital cup
"van Rookhuizen, Thijs",1,5,4,4,159,0,capital cup
"van Rookhuizen, Thijs",1,6,4,5,284,-1,capital cup
"van Rookhuizen, Thijs",1,7,4,3,146,1,capital cup
"van Rookhuizen, Thijs",1,8,4,5,242,-1,capital cup
"van Rookhuizen, Thijs",1,9,3,4,168,-1,capital cup
"van Rookhuizen, Thijs",1,10,5,5,183,0,capital cup
"van Rookhuizen, Thijs",1,11,4,4,177,0,capital cup
"van Rookhuizen, Thijs",1,12,4,4,193,0,capital cup
"van Rookhuizen, Thijs",1,13,4,4,129,0,capital cup
"van Rookhuizen, Thijs",1,14,2,3,104,-1,capital cup
"van Rookhuizen, Thijs",1,15,4,4,209,0,capital cup
"van Rookhuizen, Thijs",1,16,2,3,77,-1,capital cup
"van Rookhuizen, Thijs",1,17,3,4,188,-1,capital cup
"van Rookhuizen, Thijs",1,18,5,5,240,0,capital cup
"Huber, Vincent",1,1,4,4,173,0,capital cup
"Huber, Vincent",1,2,3,4,211,-1,capital cup
"Huber, Vincent",1,3,3,3,114,0,capital cup
"Huber, Vincent",1,4,4,4,185,0,capital cup
"Huber, Vincent",1,5,3,4,159,-1,capital cup
"Huber, Vincent",1,6,4,5,284,-1,capital cup
"Huber, Vincent",1,7,4,3,146,1,capital cup
"Huber, Vincent",1,8,3,5,242,-2,capital cup
"Huber, Vincent",1,9,3,4,168,-1,capital cup
"Huber, Vincent",1,10,4,5,183,-1,capital cup
"Huber, Vincent",1,11,4,4,177,0,capital cup
"Huber, Vincent",1,12,4,4,193,0,capital cup
"Huber, Vincent",1,13,3,4,129,-1,capital cup
"Huber, Vincent",1,14,3,3,104,0,capital cup
"Huber, Vincent",1,15,4,4,209,0,capital cup
"Huber, Vincent",1,16,3,3,77,0,capital cup
"Huber, Vincent",1,17,3,4,188,-1,capital cup
"Huber, Vincent",1,18,5,5,240,0,capital cup
"van Bracht, Sam",1,1,4,4,173,0,capital cup
"van Bracht, Sam",1,2,4,4,211,0,capital cup
"van Bracht, Sam",1,3,3,3,114,0,capital cup
"van Bracht, Sam",1,4,4,4,185,0,capital cup
"van Bracht, Sam",1,5,3,4,159,-1,capital cup
"van Bracht, Sam",1,6,4,5,284,-1,capital cup
"van Bracht, Sam",1,7,4,3,146,1,capital cup
"van Bracht, Sam",1,8,4,5,242,-1,capital cup
"van Bracht, Sam",1,9,3,4,168,-1,capital cup
"van Bracht, Sam",1,10,4,5,183,-1,capital cup
"van Bracht, Sam",1,11,4,4,177,0,capital cup
"van Bracht, Sam",1,12,5,4,193,1,capital cup
"van Bracht, Sam",1,13,3,4,129,-1,capital cup
"van Bracht, Sam",1,14,2,3,104,-1,capital cup
"van Bracht, Sam",1,15,4,4,209,0,capital cup
"van Bracht, Sam",1,16,3,3,77,0,capital cup
"van Bracht, Sam",1,17,2,4,188,-2,capital cup
"van Bracht, Sam",1,18,5,5,240,0,capital cup
"Bartko, Tomas",1,1,4,4,173,0,capital cup
"Bartko, Tomas",1,2,3,4,211,-1,capital cup
"Bartko, Tomas",1,3,2,3,114,-1,capital cup
"Bartko, Tomas",1,4,4,4,185,0,capital cup
"Bartko, Tomas",1,5,4,4,159,0,capital cup
"Bartko, Tomas",1,6,5,5,284,0,capital cup
"Bartko, Tomas",1,7,3,3,146,0,capital cup
"Bartko, Tomas",1,8,3,5,242,-2,capital cup
"Bartko, Tomas",1,9,3,4,168,-1,capital cup
"Bartko, Tomas",1,10,4,5,183,-1,capital cup
"Bartko, Tomas",1,11,4,4,177,0,capital cup
"Bartko, Tomas",1,12,4,4,193,0,capital cup
"Bartko, Tomas",1,13,3,4,129,-1,capital cup
"Bartko, Tomas",1,14,2,3,104,-1,capital cup
"Bartko, Tomas",1,15,4,4,209,0,capital cup
"Bartko, Tomas",1,16,3,3,77,0,capital cup
"Bartko, Tomas",1,17,3,4,188,-1,capital cup
"Bartko, Tomas",1,18,5,5,240,0,capital cup
"Antonio, Balestra",1,1,4,4,173,0,capital cup
"Antonio, Balestra",1,2,4,4,211,0,capital cup
"Antonio, Balestra",1,3,3,3,114,0,capital cup
"Antonio, Balestra",1,4,4,4,185,0,capital cup
"Antonio, Balestra",1,5,4,4,159,0,capital cup
"Antonio, Balestra",1,6,5,5,284,0,capital cup
"Antonio, Balestra",1,7,4,3,146,1,capital cup
"Antonio, Balestra",1,8,4,5,242,-1,capital cup
"Antonio, Balestra",1,9,2,4,168,-2,capital cup
"Antonio, Balestra",1,10,4,5,183,-1,capital cup
"Antonio, Balestra",1,11,4,4,177,0,capital cup
"Antonio, Balestra",1,12,4,4,193,0,capital cup
"Antonio, Balestra",1,13,3,4,129,-1,capital cup
"Antonio, Balestra",1,14,2,3,104,-1,capital cup
"Antonio, Balestra",1,15,4,4,209,0,capital cup
"Antonio, Balestra",1,16,2,3,77,-1,capital cup
"Antonio, Balestra",1,17,3,4,188,-1,capital cup
"Antonio, Balestra",1,18,5,5,240,0,capital cup
"Mazzer, Fabio",1,1,4,4,173,0,capital cup
"Mazzer, Fabio",1,2,3,4,211,-1,capital cup
"Mazzer, Fabio",1,3,3,3,114,0,capital cup
"Mazzer, Fabio",1,4,4,4,185,0,capital cup
"Mazzer, Fabio",1,5,4,4,159,0,capital cup
"Mazzer, Fabio",1,6,5,5,284,0,capital cup
"Mazzer, Fabio",1,7,4,3,146,1,capital cup
"Mazzer, Fabio",1,8,4,5,242,-1,capital cup
"Mazzer, Fabio",1,9,3,4,168,-1,capital cup
"Mazzer, Fabio",1,10,4,5,183,-1,capital cup
"Mazzer, Fabio",1,11,4,4,177,0,capital cup
"Mazzer, Fabio",1,12,4,4,193,0,capital cup
"Mazzer, Fabio",1,13,3,4,129,-1,capital cup
"Mazzer, Fabio",1,14,3,3,104,0,capital cup
"Mazzer, Fabio",1,15,4,4,209,0,capital cup
"Mazzer, Fabio",1,16,2,3,77,-1,capital cup
"Mazzer, Fabio",1,17,3,4,188,-1,capital cup
"Mazzer, Fabio",1,18,5,5,240,0,capital cup
"Tammaro, Daniel",1,1,4,4,173,0,capital cup
"Tammaro, Daniel",1,2,3,4,211,-1,capital cup
"Tammaro, Daniel",1,3,3,3,114,0,capital cup
"Tammaro, Daniel",1,4,4,4,185,0,capital cup
"Tammaro, Daniel",1,5,3,4,159,-1,capital cup
"Tammaro, Daniel",1,6,4,5,284,-1,capital cup
"Tammaro, Daniel",1,7,4,3,146,1,capital cup
"Tammaro, Daniel",1,8,4,5,242,-1,capital cup
"Tammaro, Daniel",1,9,3,4,168,-1,capital cup
"Tammaro, Daniel",1,10,4,5,183,-1,capital cup
"Tammaro, Daniel",1,11,4,4,177,0,capital cup
"Tammaro, Daniel",1,12,4,4,193,0,capital cup
"Tammaro, Daniel",1,13,3,4,129,-1,capital cup
"Tammaro, Daniel",1,14,2,3,104,-1,capital cup
"Tammaro, Daniel",1,15,4,4,209,0,capital cup
"Tammaro, Daniel",1,16,3,3,77,0,capital cup
"Tammaro, Daniel",1,17,3,4,188,-1,capital cup
"Tammaro, Daniel",1,18,6,5,240,1,capital cup
