player,round,hole,strokes,par,yds,score,tourney
"Yohann, DEWILDE",1,6,4,4,137,0,french open
"Yohann, DEWILDE",1,7,2,3,89,-1,french open
"Yohann, DEWILDE",1,8,3,3,76,0,french open
"Yohann, DEWILDE",1,9,5,5,167,0,french open
"Yohann, DEWILDE",1,10,3,4,198,-1,french open
"Yohann, DEWILDE",1,11,4,4,178,0,french open
"Yohann, DEWILDE",1,12,5,5,216,0,french open
"Yohann, DEWILDE",1,13,5,4,273,1,french open
"Yohann, DEWILDE",1,14,5,4,193,1,french open
"Yohann, DEWILDE",1,15,3,4,181,-1,french open
"Yohann, DEWILDE",1,16,4,4,165,0,french open
"Yohann, DEWILDE",1,17,5,4,175,1,french open
"Yohann, DEWILDE",1,18,4,3,64,1,french open
"Christopher, POU",1,1,3,5,153,-2,french open
"Christopher, POU",1,2,2,4,164,-2,french open
"Christopher, POU",1,3,5,4,202,1,french open
"Christopher, POU",1,4,5,4,174,1,french open
"Christopher, POU",1,5,4,3,99,1,french open
"Christopher, POU",1,6,3,4,137,-1,french open
"Christopher, POU",1,7,5,3,89,2,french open
"Christopher, POU",1,8,4,3,76,1,french open
"Christopher, POU",1,9,2,5,167,-3,french open
"Christopher, POU",1,10,5,4,198,1,french open
"Christopher, POU",1,11,2,4,178,-2,french open
"Christopher, POU",1,12,6,5,216,1,french open
"Christopher, POU",1,13,3,4,273,-1,french open
"Christopher, POU",1,14,4,4,193,0,french open
"Christopher, POU",1,15,2,4,181,-2,french open
"Christopher, POU",1,16,5,4,165,1,french open
"Christopher, POU",1,17,2,4,175,-2,french open
"Christopher, POU",1,18,5,3,64,2,french open
"Clément, RIGAUD",1,1,6,5,153,1,french open
"Clément, RIGAUD",1,2,4,4,164,0,french open
"Clément, RIGAUD",1,3,6,4,202,2,french open
"Clément, RIGAUD",1,4,5,4,174,1,french open
"Clément, RIGAUD",1,5,3,3,99,0,french open
"Clément, RIGAUD",1,6,4,4,137,0,french open
"Clément, RIGAUD",1,7,3,3,89,0,french open
"Clément, RIGAUD",1,8,4,3,76,1,french open
"Clément, RIGAUD",1,9,2,5,167,-3,french open
"Clément, RIGAUD",1,10,6,4,198,2,french open
"Clément, RIGAUD",1,11,1,4,178,-3,french open
"Clément, RIGAUD",1,12,7,5,216,2,french open
"Clément, RIGAUD",1,13,3,4,273,-1,french open
"Clément, RIGAUD",1,14,4,4,193,0,french open
"Clément, RIGAUD",1,15,2,4,181,-2,french open
"Clément, RIGAUD",1,16,4,4,165,0,french open
"Clément, RIGAUD",1,17,2,4,175,-2,french open
"Clément, RIGAUD",1,18,6,3,64,3,french open
"Nicolas, CAILLE",1,1,4,5,153,-1,french open
"Nicolas, CAILLE",1,2,4,4,164,0,french open
"Nicolas, CAILLE",1,3,5,4,202,1,french open
"Nicolas, CAILLE",1,4,4,4,174,0,french open
"Nicolas, CAILLE",1,5,3,3,99,0,french open
"Nicolas, CAILLE",1,6,4,4,137,0,french open
"Nicolas, CAILLE",1,7,3,3,89,0,french open
"Nicolas, CAILLE",1,8,4,3,76,1,french open
"Nicolas, CAILLE",1,9,3,5,167,-2,french open
"Nicolas, CAILLE",1,10,6,4,198,2,french open
"Nicolas, CAILLE",1,11,2,4,178,-2,french open
"Nicolas, CAILLE",1,12,5,5,216,0,french open
"Nicolas, CAILLE",1,13,6,4,273,2,french open
"Nicolas, CAILLE",1,14,4,4,193,0,french open
"Nicolas, CAILLE",1,15,3,4,181,-1,french open
"Nicolas, CAILLE",1,16,4,4,165,0,french open
"Nicolas, CAILLE",1,17,2,4,175,-2,french open
"Nicolas, CAILLE",1,18,6,3,64,3,french open
"Franck, MORGE",1,1,4,5,153,-1,french open
"Franck, MORGE",1,2,4,4,164,0,french open
"Franck, MORGE",1,3,3,4,202,-1,french open
"Franck, MORGE",1,4,5,4,174,1,french open
"Franck, MORGE",1,5,3,3,99,0,french open
"Franck, MORGE",1,6,3,4,137,-1,french open
"Franck, MORGE",1,7,3,3,89,0,french open
"Franck, MORGE",1,8,4,3,76,1,french open
"Franck, MORGE",1,9,2,5,167,-3,french open
"Franck, MORGE",1,10,4,4,198,0,french open
"Franck, MORGE",1,11,3,4,178,-1,french open
"Franck, MORGE",1,12,6,5,216,1,french open
"Franck, MORGE",1,13,4,4,273,0,french open
"Franck, MORGE",1,14,5,4,193,1,french open
"Franck, MORGE",1,15,2,4,181,-2,french open
"Franck, MORGE",1,16,4,4,165,0,french open
"Franck, MORGE",1,17,3,4,175,-1,french open
"Franck, MORGE",1,18,6,3,64,3,french open
"Tammaro, Daniel",1,1,5,5,153,0,french open
"Tammaro, Daniel",1,2,4,4,164,0,french open
"Tammaro, Daniel",1,3,6,4,202,2,french open
"Tammaro, Daniel",1,4,7,4,174,3,french open
"Tammaro, Daniel",1,5,3,3,99,0,french open
"Tammaro, Daniel",1,6,3,4,137,-1,french open
"Tammaro, Daniel",1,7,3,3,89,0,french open
"Tammaro, Daniel",1,8,4,3,76,1,french open
"Tammaro, Daniel",1,9,2,5,167,-3,french open
"Tammaro, Daniel",1,10,7,4,198,3,french open
"Tammaro, Daniel",1,11,1,4,178,-3,french open
"Tammaro, Daniel",1,12,6,5,216,1,french open
"Tammaro, Daniel",1,13,4,4,273,0,french open
"Tammaro, Daniel",1,14,4,4,193,0,french open
"Tammaro, Daniel",1,15,2,4,181,-2,french open
"Tammaro, Daniel",1,16,5,4,165,1,french open
"Tammaro, Daniel",1,17,3,4,175,-1,french open
"Tammaro, Daniel",1,18,5,3,64,2,french open
"van Rookhuizen, Thijs",1,1,4,5,153,-1,french open
"van Rookhuizen, Thijs",1,2,4,4,164,0,french open
"van Rookhuizen, Thijs",1,3,4,4,202,0,french open
"van Rookhuizen, Thijs",1,4,4,4,174,0,french open
"van Rookhuizen, Thijs",1,5,3,3,99,0,french open
"van Rookhuizen, Thijs",1,6,3,4,137,-1,french open
"van Rookhuizen, Thijs",1,7,5,3,89,2,french open
"van Rookhuizen, Thijs",1,8,3,3,76,0,french open
"van Rookhuizen, Thijs",1,9,4,5,167,-1,french open
"van Rookhuizen, Thijs",1,10,3,4,198,-1,french open
"van Rookhuizen, Thijs",1,11,3,4,178,-1,french open
"van Rookhuizen, Thijs",1,12,5,5,216,0,french open
"van Rookhuizen, Thijs",1,13,4,4,273,0,french open
"van Rookhuizen, Thijs",1,14,7,4,193,3,french open
"van Rookhuizen, Thijs",1,15,3,4,181,-1,french open
"van Rookhuizen, Thijs",1,16,4,4,165,0,french open
"van Rookhuizen, Thijs",1,17,4,4,175,0,french open
"van Rookhuizen, Thijs",1,18,7,3,64,4,french open
"van Bracht, Sam",1,1,4,5,153,-1,french open
"van Bracht, Sam",1,2,4,4,164,0,french open
"van Bracht, Sam",1,3,7,4,202,3,french open
"van Bracht, Sam",1,4,5,4,174,1,french open
"van Bracht, Sam",1,5,3,3,99,0,french open
"van Bracht, Sam",1,6,3,4,137,-1,french open
"van Bracht, Sam",1,7,4,3,89,1,french open
"van Bracht, Sam",1,8,4,3,76,1,french open
"van Bracht, Sam",1,9,4,5,167,-1,french open
"van Bracht, Sam",1,10,5,4,198,1,french open
"van Bracht, Sam",1,11,2,4,178,-2,french open
"van Bracht, Sam",1,12,6,5,216,1,french open
"van Bracht, Sam",1,13,4,4,273,0,french open
"van Bracht, Sam",1,14,3,4,193,-1,french open
"van Bracht, Sam",1,15,3,4,181,-1,french open
"van Bracht, Sam",1,16,4,4,165,0,french open
"van Bracht, Sam",1,17,3,4,175,-1,french open
"van Bracht, Sam",1,18,4,3,64,1,french open
"Scotchford, Mark",1,1,5,5,153,0,french open
"Scotchford, Mark",1,2,4,4,164,0,french open
"Scotchford, Mark",1,3,7,4,202,3,french open
"Scotchford, Mark",1,4,4,4,174,0,french open
"Scotchford, Mark",1,5,3,3,99,0,french open
"Scotchford, Mark",1,6,4,4,137,0,french open
"Scotchford, Mark",1,7,4,3,89,1,french open
"Scotchford, Mark",1,8,3,3,76,0,french open
"Scotchford, Mark",1,9,4,5,167,-1,french open
"Scotchford, Mark",1,10,4,4,198,0,french open
"Scotchford, Mark",1,11,4,4,178,0,french open
"Scotchford, Mark",1,12,5,5,216,0,french open
"Scotchford, Mark",1,13,4,4,273,0,french open
"Scotchford, Mark",1,14,4,4,193,0,french open
"Scotchford, Mark",1,15,5,4,181,1,french open
"Scotchford, Mark",1,16,4,4,165,0,french open
"Scotchford, Mark",1,17,5,4,175,1,french open
"Scotchford, Mark",1,18,3,3,64,0,french open
"Sandoval, Guillermo",1,1,5,5,153,0,french open
"Sandoval, Guillermo",1,2,4,4,164,0,french open
"Sandoval, Guillermo",1,3,4,4,202,0,french open
"Sandoval, Guillermo",1,4,7,4,174,3,french open
"Sandoval, Guillermo",1,5,3,3,99,0,french open
"Sandoval, Guillermo",1,6,4,4,137,0,french open
"Sandoval, Guillermo",1,7,4,3,89,1,french open
"Sandoval, Guillermo",1,8,4,3,76,1,french open
"Sandoval, Guillermo",1,9,2,5,167,-3,french open
"Sandoval, Guillermo",1,10,6,4,198,2,french open
"Sandoval, Guillermo",1,11,2,4,178,-2,french open
"Sandoval, Guillermo",1,12,6,5,216,1,french open
"Sandoval, Guillermo",1,13,3,4,273,-1,french open
"Sandoval, Guillermo",1,14,4,4,193,0,french open
"Sandoval, Guillermo",1,15,2,4,181,-2,french open
"Sandoval, Guillermo",1,16,5,4,165,1,french open
"Sandoval, Guillermo",1,17,2,4,175,-2,french open
"Sandoval, Guillermo",1,18,7,3,64,4,french open
"Alexandre, DODET",1,1,5,5,153,0,french open
"Alexandre, DODET",1,2,5,4,164,1,french open
"Alexandre, DODET",1,3,4,4,202,0,french open
"Alexandre, DODET",1,4,4,4,174,0,french open
"Alexandre, DODET",1,5,3,3,99,0,french open
"Alexandre, DODET",1,6,4,4,137,0,french open
"Alexandre, DODET",1,7,3,3,89,0,french open
"Alexandre, DODET",1,8,3,3,76,0,french open
"Alexandre, DODET",1,9,4,5,167,-1,french open
"Alexandre, DODET",1,10,5,4,198,1,french open
"Alexandre, DODET",1,11,3,4,178,-1,french open
"Alexandre, DODET",1,12,5,5,216,0,french open
"Alexandre, DODET",1,13,4,4,273,0,french open
"Alexandre, DODET",1,14,6,4,193,2,french open
"Alexandre, DODET",1,15,3,4,181,-1,french open
"Alexandre, DODET",1,16,3,4,165,-1,french open
"Alexandre, DODET",1,17,4,4,175,0,french open
"Alexandre, DODET",1,18,3,3,64,0,french open
"Tamburini, Juri",1,1,4,5,153,-1,french open
"Tamburini, Juri",1,2,6,4,164,2,french open
"Tamburini, Juri",1,3,5,4,202,1,french open
"Tamburini, Juri",1,4,5,4,174,1,french open
"Tamburini, Juri",1,5,3,3,99,0,french open
"Tamburini, Juri",1,6,4,4,137,0,french open
"Tamburini, Juri",1,7,4,3,89,1,french open
"Tamburini, Juri",1,8,4,3,76,1,french open
"Tamburini, Juri",1,9,1,5,167,-4,french open
"Tamburini, Juri",1,10,4,4,198,0,french open
"Tamburini, Juri",1,11,2,4,178,-2,french open
"Tamburini, Juri",1,12,6,5,216,1,french open
"Tamburini, Juri",1,13,3,4,273,-1,french open
"Tamburini, Juri",1,14,4,4,193,0,french open
"Tamburini, Juri",1,15,2,4,181,-2,french open
"Tamburini, Juri",1,16,4,4,165,0,french open
"Tamburini, Juri",1,17,3,4,175,-1,french open
"Tamburini, Juri",1,18,7,3,64,4,french open
"DUMOULIN, Guillaume",1,1,5,5,153,0,french open
"DUMOULIN, Guillaume",1,2,4,4,164,0,french open
"DUMOULIN, Guillaume",1,3,5,4,202,1,french open
"DUMOULIN, Guillaume",1,4,4,4,174,0,french open
"DUMOULIN, Guillaume",1,5,3,3,99,0,french open
"DUMOULIN, Guillaume",1,6,3,4,137,-1,french open
"DUMOULIN, Guillaume",1,7,4,3,89,1,french open
"DUMOULIN, Guillaume",1,8,3,3,76,0,french open
"DUMOULIN, Guillaume",1,9,4,5,167,-1,french open
"DUMOULIN, Guillaume",1,10,4,4,198,0,french open
"DUMOULIN, Guillaume",1,11,3,4,178,-1,french open
"DUMOULIN, Guillaume",1,12,5,5,216,0,french open
"DUMOULIN, Guillaume",1,13,3,4,273,-1,french open
"DUMOULIN, Guillaume",1,14,4,4,193,0,french open
"DUMOULIN, Guillaume",1,15,4,4,181,0,french open
"DUMOULIN, Guillaume",1,16,4,4,165,0,french open
"DUMOULIN, Guillaume",1,17,4,4,175,0,french open
"DUMOULIN, Guillaume",1,18,3,3,64,0,french open
"Mendive, Alejo",1,1,6,5,153,1,french open
"Mendive, Alejo",1,2,4,4,164,0,french open
"Mendive, Alejo",1,3,4,4,202,0,french open
"Mendive, Alejo",1,4,4,4,174,0,french open
"Mendive, Alejo",1,5,3,3,99,0,french open
"Mendive, Alejo",1,6,3,4,137,-1,french open
"Mendive, Alejo",1,7,4,3,89,1,french open
"Mendive, Alejo",1,8,3,3,76,0,french open
"Mendive, Alejo",1,9,4,5,167,-1,french open
"Mendive, Alejo",1,10,5,4,198,1,french open
"Mendive, Alejo",1,11,2,4,178,-2,french open
"Mendive, Alejo",1,12,5,5,216,0,french open
"Mendive, Alejo",1,13,5,4,273,1,french open
"Mendive, Alejo",1,14,3,4,193,-1,french open
"Mendive, Alejo",1,15,3,4,181,-1,french open
"Mendive, Alejo",1,16,5,4,165,1,french open
"Mendive, Alejo",1,17,4,4,175,0,french open
"Mendive, Alejo",1,18,3,3,64,0,french open
"Badre, HARMACH",1,1,4,5,153,-1,french open
"Badre, HARMACH",1,2,4,4,164,0,french open
"Badre, HARMACH",1,3,5,4,202,1,french open
"Badre, HARMACH",1,4,6,4,174,2,french open
"Badre, HARMACH",1,5,3,3,99,0,french open
"Badre, HARMACH",1,6,4,4,137,0,french open
"Badre, HARMACH",1,7,4,3,89,1,french open
"Badre, HARMACH",1,8,4,3,76,1,french open
"Badre, HARMACH",1,9,2,5,167,-3,french open
"Badre, HARMACH",1,10,4,4,198,0,french open
"Badre, HARMACH",1,11,2,4,178,-2,french open
"Badre, HARMACH",1,12,6,5,216,1,french open
"Badre, HARMACH",1,13,4,4,273,0,french open
"Badre, HARMACH",1,14,3,4,193,-1,french open
"Badre, HARMACH",1,15,4,4,181,0,french open
"Badre, HARMACH",1,16,4,4,165,0,french open
"Badre, HARMACH",1,17,3,4,175,-1,french open
"Badre, HARMACH",1,18,5,3,64,2,french open
"Christophe, DELISSUS",1,1,4,5,153,-1,french open
"Christophe, DELISSUS",1,2,4,4,164,0,french open
"Christophe, DELISSUS",1,3,5,4,202,1,french open
"Christophe, DELISSUS",1,4,5,4,174,1,french open
"Christophe, DELISSUS",1,5,3,3,99,0,french open
"Christophe, DELISSUS",1,6,3,4,137,-1,french open
"Christophe, DELISSUS",1,7,3,3,89,0,french open
"Christophe, DELISSUS",1,8,4,3,76,1,french open
"Christophe, DELISSUS",1,9,1,5,167,-4,french open
"Christophe, DELISSUS",1,10,4,4,198,0,french open
"Christophe, DELISSUS",1,11,3,4,178,-1,french open
"Christophe, DELISSUS",1,12,4,5,216,-1,french open
"Christophe, DELISSUS",1,13,3,4,273,-1,french open
"Christophe, DELISSUS",1,14,4,4,193,0,french open
"Christophe, DELISSUS",1,15,4,4,181,0,french open
"Christophe, DELISSUS",1,16,3,4,165,-1,french open
"Christophe, DELISSUS",1,17,3,4,175,-1,french open
"Christophe, DELISSUS",1,18,3,3,64,0,french open
"Vangel, Dusan",1,1,4,5,153,-1,french open
"Vangel, Dusan",1,2,4,4,164,0,french open
"Vangel, Dusan",1,3,5,4,202,1,french open
"Vangel, Dusan",1,4,6,4,174,2,french open
"Vangel, Dusan",1,5,2,3,99,-1,french open
"Vangel, Dusan",1,6,4,4,137,0,french open
"Vangel, Dusan",1,7,4,3,89,1,french open
"Vangel, Dusan",1,8,4,3,76,1,french open
"Vangel, Dusan",1,9,2,5,167,-3,french open
"Vangel, Dusan",1,10,6,4,198,2,french open
"Vangel, Dusan",1,11,3,4,178,-1,french open
"Vangel, Dusan",1,12,6,5,216,1,french open
"Vangel, Dusan",1,13,4,4,273,0,french open
"Vangel, Dusan",1,14,3,4,193,-1,french open
"Vangel, Dusan",1,15,3,4,181,-1,french open
"Vangel, Dusan",1,16,5,4,165,1,french open
"Vangel, Dusan",1,17,4,4,175,0,french open
"Vangel, Dusan",1,18,5,3,64,2,french open
"THOMAS, Alexandre",1,1,6,5,153,1,french open
"THOMAS, Alexandre",1,2,4,4,164,0,french open
"THOMAS, Alexandre",1,3,5,4,202,1,french open
"THOMAS, Alexandre",1,4,4,4,174,0,french open
"THOMAS, Alexandre",1,5,3,3,99,0,french open
"THOMAS, Alexandre",1,6,4,4,137,0,french open
"THOMAS, Alexandre",1,7,4,3,89,1,french open
"THOMAS, Alexandre",1,8,3,3,76,0,french open
"THOMAS, Alexandre",1,9,5,5,167,0,french open
"THOMAS, Alexandre",1,10,5,4,198,1,french open
"THOMAS, Alexandre",1,11,4,4,178,0,french open
"THOMAS, Alexandre",1,12,5,5,216,0,french open
"THOMAS, Alexandre",1,13,4,4,273,0,french open
"THOMAS, Alexandre",1,14,4,4,193,0,french open
"THOMAS, Alexandre",1,15,4,4,181,0,french open
"THOMAS, Alexandre",1,16,4,4,165,0,french open
"THOMAS, Alexandre",1,17,4,4,175,0,french open
"THOMAS, Alexandre",1,18,4,3,64,1,french open
"VIVES, Andy",1,1,4,5,153,-1,french open
"VIVES, Andy",1,2,5,4,164,1,french open
"VIVES, Andy",1,3,5,4,202,1,french open
"VIVES, Andy",1,4,6,4,174,2,french open
"VIVES, Andy",1,5,3,3,99,0,french open
"VIVES, Andy",1,6,5,4,137,1,french open
"VIVES, Andy",1,7,3,3,89,0,french open
"VIVES, Andy",1,8,4,3,76,1,french open
"VIVES, Andy",1,9,2,5,167,-3,french open
"VIVES, Andy",1,10,6,4,198,2,french open
"VIVES, Andy",1,11,3,4,178,-1,french open
"VIVES, Andy",1,12,6,5,216,1,french open
"VIVES, Andy",1,13,4,4,273,0,french open
"VIVES, Andy",1,14,3,4,193,-1,french open
"VIVES, Andy",1,15,2,4,181,-2,french open
"VIVES, Andy",1,16,4,4,165,0,french open
"VIVES, Andy",1,17,3,4,175,-1,french open
"VIVES, Andy",1,18,4,3,64,1,french open
"GUYOMAR, Antoine",1,1,4,5,153,-1,french open
"GUYOMAR, Antoine",1,2,6,4,164,2,french open
"GUYOMAR, Antoine",1,3,4,4,202,0,french open
"GUYOMAR, Antoine",1,4,4,4,174,0,french open
"GUYOMAR, Antoine",1,5,3,3,99,0,french open
"GUYOMAR, Antoine",1,6,4,4,137,0,french open
"GUYOMAR, Antoine",1,7,3,3,89,0,french open
"GUYOMAR, Antoine",1,8,4,3,76,1,french open
"GUYOMAR, Antoine",1,9,2,5,167,-3,french open
"GUYOMAR, Antoine",1,10,6,4,198,2,french open
"GUYOMAR, Antoine",1,11,1,4,178,-3,french open
"GUYOMAR, Antoine",1,12,5,5,216,0,french open
"GUYOMAR, Antoine",1,13,3,4,273,-1,french open
"GUYOMAR, Antoine",1,14,3,4,193,-1,french open
"GUYOMAR, Antoine",1,15,3,4,181,-1,french open
"GUYOMAR, Antoine",1,16,4,4,165,0,french open
"GUYOMAR, Antoine",1,17,3,4,175,-1,french open
"GUYOMAR, Antoine",1,18,6,3,64,3,french open
"Stoffer, Germon",1,1,5,5,153,0,french open
"Stoffer, Germon",1,2,5,4,164,1,french open
"Stoffer, Germon",1,3,4,4,202,0,french open
"Stoffer, Germon",1,4,4,4,174,0,french open
"Stoffer, Germon",1,5,3,3,99,0,french open
"Stoffer, Germon",1,6,3,4,137,-1,french open
"Stoffer, Germon",1,7,2,3,89,-1,french open
"Stoffer, Germon",1,8,3,3,76,0,french open
"Stoffer, Germon",1,9,4,5,167,-1,french open
"Stoffer, Germon",1,10,4,4,198,0,french open
"Stoffer, Germon",1,11,3,4,178,-1,french open
"Stoffer, Germon",1,12,5,5,216,0,french open
"Stoffer, Germon",1,13,4,4,273,0,french open
"Stoffer, Germon",1,14,5,4,193,1,french open
"Stoffer, Germon",1,15,4,4,181,0,french open
"Stoffer, Germon",1,16,4,4,165,0,french open
"Stoffer, Germon",1,17,5,4,175,1,french open
"Stoffer, Germon",1,18,4,3,64,1,french open
"Alexandre, POLFLIET",1,1,4,5,153,-1,french open
"Alexandre, POLFLIET",1,2,5,4,164,1,french open
"Alexandre, POLFLIET",1,3,5,4,202,1,french open
"Alexandre, POLFLIET",1,4,4,4,174,0,french open
"Alexandre, POLFLIET",1,5,3,3,99,0,french open
"Alexandre, POLFLIET",1,6,4,4,137,0,french open
"Alexandre, POLFLIET",1,7,3,3,89,0,french open
"Alexandre, POLFLIET",1,8,4,3,76,1,french open
"Alexandre, POLFLIET",1,9,2,5,167,-3,french open
"Alexandre, POLFLIET",1,10,5,4,198,1,french open
"Alexandre, POLFLIET",1,11,2,4,178,-2,french open
"Alexandre, POLFLIET",1,12,5,5,216,0,french open
"Alexandre, POLFLIET",1,13,4,4,273,0,french open
"Alexandre, POLFLIET",1,14,4,4,193,0,french open
"Alexandre, POLFLIET",1,15,3,4,181,-1,french open
"Alexandre, POLFLIET",1,16,4,4,165,0,french open
"Alexandre, POLFLIET",1,17,3,4,175,-1,french open
"Alexandre, POLFLIET",1,18,6,3,64,3,french open
"David, Aerts",1,1,5,5,153,0,french open
"David, Aerts",1,2,4,4,164,0,french open
"David, Aerts",1,3,4,4,202,0,french open
"David, Aerts",1,4,4,4,174,0,french open
"David, Aerts",1,5,3,3,99,0,french open
"David, Aerts",1,6,3,4,137,-1,french open
"David, Aerts",1,7,2,3,89,-1,french open
"David, Aerts",1,8,3,3,76,0,french open
"David, Aerts",1,9,4,5,167,-1,french open
"David, Aerts",1,10,2,4,198,-2,french open
"David, Aerts",1,11,3,4,178,-1,french open
"David, Aerts",1,12,5,5,216,0,french open
"David, Aerts",1,13,5,4,273,1,french open
"David, Aerts",1,14,4,4,193,0,french open
"David, Aerts",1,15,5,4,181,1,french open
"David, Aerts",1,16,4,4,165,0,french open
"David, Aerts",1,17,5,4,175,1,french open
"David, Aerts",1,18,4,3,64,1,french open
"Thomas, RENON",1,1,4,5,153,-1,french open
"Thomas, RENON",1,2,5,4,164,1,french open
"Thomas, RENON",1,3,4,4,202,0,french open
"Thomas, RENON",1,4,4,4,174,0,french open
"Thomas, RENON",1,5,3,3,99,0,french open
"Thomas, RENON",1,6,5,4,137,1,french open
"Thomas, RENON",1,7,4,3,89,1,french open
"Thomas, RENON",1,8,3,3,76,0,french open
"Thomas, RENON",1,9,4,5,167,-1,french open
"Thomas, RENON",1,10,4,4,198,0,french open
"Thomas, RENON",1,11,3,4,178,-1,french open
"Thomas, RENON",1,12,5,5,216,0,french open
"Thomas, RENON",1,13,4,4,273,0,french open
"Thomas, RENON",1,14,4,4,193,0,french open
"Thomas, RENON",1,15,3,4,181,-1,french open
"Thomas, RENON",1,16,6,4,165,2,french open
"Thomas, RENON",1,17,6,4,175,2,french open
"Thomas, RENON",1,18,4,3,64,1,french open
"Pelliccioni, Sebastian",1,1,4,5,153,-1,french open
"Pelliccioni, Sebastian",1,2,4,4,164,0,french open
"Pelliccioni, Sebastian",1,3,6,4,202,2,french open
"Pelliccioni, Sebastian",1,4,3,4,174,-1,french open
"Pelliccioni, Sebastian",1,5,3,3,99,0,french open
"Pelliccioni, Sebastian",1,6,3,4,137,-1,french open
"Pelliccioni, Sebastian",1,7,3,3,89,0,french open
"Pelliccioni, Sebastian",1,8,4,3,76,1,french open
"Pelliccioni, Sebastian",1,9,2,5,167,-3,french open
"Pelliccioni, Sebastian",1,10,7,4,198,3,french open
"Pelliccioni, Sebastian",1,11,2,4,178,-2,french open
"Pelliccioni, Sebastian",1,12,5,5,216,0,french open
"Pelliccioni, Sebastian",1,13,3,4,273,-1,french open
"Pelliccioni, Sebastian",1,14,4,4,193,0,french open
"Pelliccioni, Sebastian",1,15,4,4,181,0,french open
"Pelliccioni, Sebastian",1,16,4,4,165,0,french open
"Pelliccioni, Sebastian",1,17,3,4,175,-1,french open
"Pelliccioni, Sebastian",1,18,4,3,64,1,french open
"Remy, HETRU",1,1,5,5,153,0,french open
"Remy, HETRU",1,2,4,4,164,0,french open
"Remy, HETRU",1,3,5,4,202,1,french open
"Remy, HETRU",1,4,4,4,174,0,french open
"Remy, HETRU",1,5,3,3,99,0,french open
"Remy, HETRU",1,6,4,4,137,0,french open
"Remy, HETRU",1,7,3,3,89,0,french open
"Remy, HETRU",1,8,3,3,76,0,french open
"Remy, HETRU",1,9,5,5,167,0,french open
"Remy, HETRU",1,10,5,4,198,1,french open
"Remy, HETRU",1,11,3,4,178,-1,french open
"Remy, HETRU",1,12,5,5,216,0,french open
"Remy, HETRU",1,13,4,4,273,0,french open
"Remy, HETRU",1,14,5,4,193,1,french open
"Remy, HETRU",1,15,4,4,181,0,french open
"Remy, HETRU",1,16,4,4,165,0,french open
"Remy, HETRU",1,17,5,4,175,1,french open
"Remy, HETRU",1,18,6,3,64,3,french open
"FORGEARD, Cédric",1,1,4,5,153,-1,french open
"FORGEARD, Cédric",1,2,4,4,164,0,french open
"FORGEARD, Cédric",1,3,5,4,202,1,french open
"FORGEARD, Cédric",1,4,6,4,174,2,french open
"FORGEARD, Cédric",1,5,3,3,99,0,french open
"FORGEARD, Cédric",1,6,4,4,137,0,french open
"FORGEARD, Cédric",1,7,3,3,89,0,french open
"FORGEARD, Cédric",1,8,4,3,76,1,french open
"FORGEARD, Cédric",1,9,3,5,167,-2,french open
"FORGEARD, Cédric",1,10,4,4,198,0,french open
"FORGEARD, Cédric",1,11,2,4,178,-2,french open
"FORGEARD, Cédric",1,12,6,5,216,1,french open
"FORGEARD, Cédric",1,13,4,4,273,0,french open
"FORGEARD, Cédric",1,14,6,4,193,2,french open
"FORGEARD, Cédric",1,15,2,4,181,-2,french open
"FORGEARD, Cédric",1,16,5,4,165,1,french open
"FORGEARD, Cédric",1,17,3,4,175,-1,french open
"FORGEARD, Cédric",1,18,5,3,64,2,french open
"Brian, THOMASSIAN",1,1,5,5,153,0,french open
"Brian, THOMASSIAN",1,2,6,4,164,2,french open
"Brian, THOMASSIAN",1,3,4,4,202,0,french open
"Brian, THOMASSIAN",1,4,6,4,174,2,french open
"Brian, THOMASSIAN",1,5,4,3,99,1,french open
"Brian, THOMASSIAN",1,6,5,4,137,1,french open
"Brian, THOMASSIAN",1,7,3,3,89,0,french open
"Brian, THOMASSIAN",1,8,4,3,76,1,french open
"Brian, THOMASSIAN",1,9,3,5,167,-2,french open
"Brian, THOMASSIAN",1,10,5,4,198,1,french open
"Brian, THOMASSIAN",1,11,2,4,178,-2,french open
"Brian, THOMASSIAN",1,12,5,5,216,0,french open
"Brian, THOMASSIAN",1,13,4,4,273,0,french open
"Brian, THOMASSIAN",1,14,4,4,193,0,french open
"Brian, THOMASSIAN",1,15,2,4,181,-2,french open
"Brian, THOMASSIAN",1,16,4,4,165,0,french open
"Brian, THOMASSIAN",1,17,3,4,175,-1,french open
"Brian, THOMASSIAN",1,18,5,3,64,2,french open
"Julien, GRUNWALD",1,1,4,5,153,-1,french open
"Julien, GRUNWALD",1,2,3,4,164,-1,french open
"Julien, GRUNWALD",1,3,4,4,202,0,french open
"Julien, GRUNWALD",1,4,4,4,174,0,french open
"Julien, GRUNWALD",1,5,2,3,99,-1,french open
"Julien, GRUNWALD",1,6,6,4,137,2,french open
"Julien, GRUNWALD",1,7,2,3,89,-1,french open
"Julien, GRUNWALD",1,8,3,3,76,0,french open
"Julien, GRUNWALD",1,9,5,5,167,0,french open
"Julien, GRUNWALD",1,10,3,4,198,-1,french open
"Julien, GRUNWALD",1,11,5,4,178,1,french open
"Julien, GRUNWALD",1,12,5,5,216,0,french open
"Julien, GRUNWALD",1,13,4,4,273,0,french open
"Julien, GRUNWALD",1,14,4,4,193,0,french open
