player,round,hole,strokes,par,yds,score,time
"Kuwata, Hiroyuki",1,5,3,3,100,0,12:15:00
"Kuwata, Hiroyuki",1,6,5,5,246,0,12:30:00
"Kuwata, Hiroyuki",1,7,4,4,200,0,12:45:00
"Kuwata, Hiroyuki",1,8,3,3,135,0,13:00:00
"Kuwata, Hiroyuki",1,9,5,4,267,1,13:15:00
"Kuwata, Hiroyuki",1,10,6,4,225,2,09:00:00
"Kuwata, Hiroyuki",1,11,5,5,259,0,09:15:00
"Kuwata, Hiroyuki",1,12,3,3,96,0,09:30:00
"Kuwata, Hiroyuki",1,13,3,4,162,-1,09:45:00
"Kuwata, Hiroyuki",1,14,4,5,250,-1,10:00:00
"Kuwata, Hiroyuki",1,15,3,4,230,-1,10:15:00
"Kuwata, Hiroyuki",1,16,4,4,144,0,10:30:00
"Kuwata, Hiroyuki",1,17,4,4,235,0,10:45:00
"Kuwata, Hiroyuki",1,18,3,3,95,0,11:00:00
"Damien, Dyrdol",1,1,6,4,235,2,10:45:00
"Damien, Dyrdol",1,2,4,4,215,0,11:00:00
"Damien, Dyrdol",1,3,3,4,289,-1,11:15:00
"Damien, Dyrdol",1,4,5,5,301,0,11:30:00
"Damien, Dyrdol",1,5,3,3,100,0,11:45:00
"Damien, Dyrdol",1,6,6,5,246,1,12:00:00
"Damien, Dyrdol",1,7,5,4,200,1,12:15:00
"Damien, Dyrdol",1,8,4,3,135,1,12:30:00
"Damien, Dyrdol",1,9,5,4,267,1,12:45:00
"Damien, Dyrdol",1,10,5,4,225,1,13:00:00
"Damien, Dyrdol",1,11,4,5,259,-1,13:15:00
"Damien, Dyrdol",1,12,3,3,96,0,09:00:00
"Damien, Dyrdol",1,13,3,4,162,-1,09:15:00
"Damien, Dyrdol",1,14,5,5,250,0,09:30:00
"Damien, Dyrdol",1,15,4,4,230,0,09:45:00
"Damien, Dyrdol",1,16,3,4,144,-1,10:00:00
"Damien, Dyrdol",1,17,5,4,235,1,10:15:00
"Damien, Dyrdol",1,18,3,3,95,0,10:30:00
"Yepez, Julio",1,1,5,4,235,1,11:25:00
"Yepez, Julio",1,2,4,4,215,0,11:40:00
"Yepez, Julio",1,3,3,4,289,-1,11:55:00
"Yepez, Julio",1,4,6,5,301,1,12:10:00
"Yepez, Julio",1,5,3,3,100,0,12:25:00
"Yepez, Julio",1,6,5,5,246,0,12:40:00
"Yepez, Julio",1,7,4,4,200,0,12:55:00
"Yepez, Julio",1,8,4,3,135,1,13:10:00
"Yepez, Julio",1,9,5,4,267,1,13:25:00
"Yepez, Julio",1,10,5,4,225,1,09:10:00
"Yepez, Julio",1,11,5,5,259,0,09:25:00
"Yepez, Julio",1,12,3,3,96,0,09:40:00
"Yepez, Julio",1,13,3,4,162,-1,09:55:00
"Yepez, Julio",1,14,4,5,250,-1,10:10:00
"Yepez, Julio",1,15,3,4,230,-1,10:25:00
"Yepez, Julio",1,16,5,4,144,1,10:40:00
"Yepez, Julio",1,17,5,4,235,1,10:55:00
"Yepez, Julio",1,18,3,3,95,0,11:10:00
"Myers, Chris",1,1,5,4,235,1,12:15:00
"Myers, Chris",1,2,4,4,215,0,12:30:00
"Myers, Chris",1,3,3,4,289,-1,12:45:00
"Myers, Chris",1,4,5,5,301,0,13:00:00
"Myers, Chris",1,5,2,3,100,-1,13:15:00
"Myers, Chris",1,6,6,5,246,1,09:00:00
"Myers, Chris",1,7,4,4,200,0,09:15:00
"Myers, Chris",1,8,4,3,135,1,09:30:00
"Myers, Chris",1,9,4,4,267,0,09:45:00
"Myers, Chris",1,10,4,4,225,0,10:00:00
"Myers, Chris",1,11,5,5,259,0,10:15:00
"Myers, Chris",1,12,4,3,96,1,10:30:00
"Myers, Chris",1,13,5,4,162,1,10:45:00
"Myers, Chris",1,14,4,5,250,-1,11:00:00
"Myers, Chris",1,15,4,4,230,0,11:15:00
"Myers, Chris",1,16,4,4,144,0,11:30:00
"Myers, Chris",1,17,5,4,235,1,11:45:00
"Myers, Chris",1,18,2,3,95,-1,12:00:00
"Fabien, Helbois",1,1,5,4,235,1,12:10:00
"Fabien, Helbois",1,2,4,4,215,0,12:25:00
"Fabien, Helbois",1,3,4,4,289,0,12:40:00
"Fabien, Helbois",1,4,6,5,301,1,12:55:00
"Fabien, Helbois",1,5,3,3,100,0,13:10:00
"Fabien, Helbois",1,6,4,5,246,-1,13:25:00
"Fabien, Helbois",1,7,4,4,200,0,09:10:00
"Fabien, Helbois",1,8,4,3,135,1,09:25:00
"Fabien, Helbois",1,9,5,4,267,1,09:40:00
"Fabien, Helbois",1,10,4,4,225,0,09:55:00
"Fabien, Helbois",1,11,5,5,259,0,10:10:00
"Fabien, Helbois",1,12,4,3,96,1,10:25:00
"Fabien, Helbois",1,13,3,4,162,-1,10:40:00
"Fabien, Helbois",1,14,4,5,250,-1,10:55:00
"Fabien, Helbois",1,15,4,4,230,0,11:10:00
"Fabien, Helbois",1,16,5,4,144,1,11:25:00
"Fabien, Helbois",1,17,3,4,235,-1,11:40:00
"Fabien, Helbois",1,18,3,3,95,0,11:55:00
"Jonathan, Chautard",1,1,5,4,235,1,12:00:00
"Jonathan, Chautard",1,2,5,4,215,1,12:15:00
"Jonathan, Chautard",1,3,2,4,289,-2,12:30:00
"Jonathan, Chautard",1,4,6,5,301,1,12:45:00
"Jonathan, Chautard",1,5,3,3,100,0,13:00:00
"Jonathan, Chautard",1,6,5,5,246,0,13:15:00
"Jonathan, Chautard",1,7,4,4,200,0,09:00:00
"Jonathan, Chautard",1,8,5,3,135,2,09:15:00
"Jonathan, Chautard",1,9,4,4,267,0,09:30:00
"Jonathan, Chautard",1,10,4,4,225,0,09:45:00
"Jonathan, Chautard",1,11,5,5,259,0,10:00:00
"Jonathan, Chautard",1,12,5,3,96,2,10:15:00
"Jonathan, Chautard",1,13,3,4,162,-1,10:30:00
"Jonathan, Chautard",1,14,5,5,250,0,10:45:00
"Jonathan, Chautard",1,15,3,4,230,-1,11:00:00
"Jonathan, Chautard",1,16,4,4,144,0,11:15:00
"Jonathan, Chautard",1,17,4,4,235,0,11:30:00
"Jonathan, Chautard",1,18,3,3,95,0,11:45:00
"Dassis, Luciano",1,1,6,4,235,2,09:00:00
"Dassis, Luciano",1,2,5,4,215,1,09:15:00
"Dassis, Luciano",1,3,3,4,289,-1,09:30:00
"Dassis, Luciano",1,4,5,5,301,0,09:45:00
"Dassis, Luciano",1,5,3,3,100,0,10:00:00
"Dassis, Luciano",1,6,5,5,246,0,10:15:00
"Dassis, Luciano",1,7,5,4,200,1,10:30:00
"Dassis, Luciano",1,8,3,3,135,0,10:45:00
"Dassis, Luciano",1,9,6,4,267,2,11:00:00
"Dassis, Luciano",1,10,4,4,225,0,11:15:00
"Dassis, Luciano",1,11,5,5,259,0,11:30:00
"Dassis, Luciano",1,12,3,3,96,0,11:45:00
"Dassis, Luciano",1,13,4,4,162,0,12:00:00
"Dassis, Luciano",1,14,4,5,250,-1,12:15:00
"Dassis, Luciano",1,15,5,4,230,1,12:30:00
"Dassis, Luciano",1,16,4,4,144,0,12:45:00
"Dassis, Luciano",1,17,4,4,235,0,13:00:00
"Dassis, Luciano",1,18,3,3,95,0,13:15:00
"Copello, Mariano",1,1,4,4,235,0,12:00:00
"Copello, Mariano",1,2,4,4,215,0,12:15:00
"Copello, Mariano",1,3,4,4,289,0,12:30:00
"Copello, Mariano",1,4,6,5,301,1,12:45:00
"Copello, Mariano",1,5,3,3,100,0,13:00:00
"Copello, Mariano",1,6,6,5,246,1,13:15:00
"Copello, Mariano",1,7,5,4,200,1,09:00:00
"Copello, Mariano",1,8,3,3,135,0,09:15:00
"Copello, Mariano",1,9,4,4,267,0,09:30:00
"Copello, Mariano",1,10,6,4,225,2,09:45:00
"Copello, Mariano",1,11,5,5,259,0,10:00:00
"Copello, Mariano",1,12,3,3,96,0,10:15:00
"Copello, Mariano",1,13,3,4,162,-1,10:30:00
"Copello, Mariano",1,14,4,5,250,-1,10:45:00
"Copello, Mariano",1,15,3,4,230,-1,11:00:00
"Copello, Mariano",1,16,4,4,144,0,11:15:00
"Copello, Mariano",1,17,3,4,235,-1,11:30:00
"Copello, Mariano",1,18,3,3,95,0,11:45:00
"Nuno, Alejandro",1,1,5,4,235,1,12:45:00
"Nuno, Alejandro",1,2,4,4,215,0,13:00:00
"Nuno, Alejandro",1,3,2,4,289,-2,13:15:00
"Nuno, Alejandro",1,4,6,5,301,1,09:00:00
"Nuno, Alejandro",1,5,3,3,100,0,09:15:00
"Nuno, Alejandro",1,6,4,5,246,-1,09:30:00
"Nuno, Alejandro",1,7,5,4,200,1,09:45:00
"Nuno, Alejandro",1,8,4,3,135,1,10:00:00
"Nuno, Alejandro",1,9,6,4,267,2,10:15:00
"Nuno, Alejandro",1,10,4,4,225,0,10:30:00
"Nuno, Alejandro",1,11,4,5,259,-1,10:45:00
"Nuno, Alejandro",1,12,3,3,96,0,11:00:00
"Nuno, Alejandro",1,13,4,4,162,0,11:15:00
"Nuno, Alejandro",1,14,4,5,250,-1,11:30:00
"Nuno, Alejandro",1,15,5,4,230,1,11:45:00
"Nuno, Alejandro",1,16,5,4,144,1,12:00:00
"Nuno, Alejandro",1,17,5,4,235,1,12:15:00
"Nuno, Alejandro",1,18,2,3,95,-1,12:30:00
"van den Broek, Wesley",1,1,5,4,235,1,11:55:00
"van den Broek, Wesley",1,2,5,4,215,1,12:10:00
"van den Broek, Wesley",1,3,4,4,289,0,12:25:00
"van den Broek, Wesley",1,4,4,5,301,-1,12:40:00
"van den Broek, Wesley",1,5,5,3,100,2,12:55:00
"van den Broek, Wesley",1,6,3,5,246,-2,13:10:00
"van den Broek, Wesley",1,7,6,4,200,2,13:25:00
"van den Broek, Wesley",1,8,5,3,135,2,09:10:00
"van den Broek, Wesley",1,9,4,4,267,0,09:25:00
"van den Broek, Wesley",1,10,4,4,225,0,09:40:00
"van den Broek, Wesley",1,11,4,5,259,-1,09:55:00
"van den Broek, Wesley",1,12,5,3,96,2,10:10:00
"van den Broek, Wesley",1,13,3,4,162,-1,10:25:00
"van den Broek, Wesley",1,14,3,5,250,-2,10:40:00
"van den Broek, Wesley",1,15,5,4,230,1,10:55:00
"van den Broek, Wesley",1,16,5,4,144,1,11:10:00
"van den Broek, Wesley",1,17,4,4,235,0,11:25:00
"van den Broek, Wesley",1,18,6,3,95,3,11:40:00
"u'despine, Julien",1,1,5,4,235,1,"NA"
"u'despine, Julien",1,2,4,4,215,0,"NA"
"u'despine, Julien",1,3,2,4,289,-2,"NA"
"u'despine, Julien",1,4,6,5,301,1,"NA"
"u'despine, Julien",1,5,3,3,100,0,"NA"
"u'despine, Julien",1,6,5,5,246,0,"NA"
"u'despine, Julien",1,7,5,4,200,1,"NA"
"u'despine, Julien",1,8,3,3,135,0,"NA"
"u'despine, Julien",1,9,5,4,267,1,"NA"
"u'despine, Julien",1,10,4,4,225,0,"NA"
"u'despine, Julien",1,11,4,5,259,-1,"NA"
"u'despine, Julien",1,12,3,3,96,0,"NA"
"u'despine, Julien",1,13,4,4,162,0,"NA"
"u'despine, Julien",1,14,4,5,250,-1,"NA"
"u'despine, Julien",1,15,5,4,230,1,"NA"
"u'despine, Julien",1,16,5,4,144,1,"NA"
"u'despine, Julien",1,17,3,4,235,-1,"NA"
"u'despine, Julien",1,18,3,3,95,0,"NA"
"Bilancieri, Andres",1,1,10,4,235,6,13:15:00
"Bilancieri, Andres",1,2,4,4,215,0,09:00:00
"Bilancieri, Andres",1,3,2,4,289,-2,09:15:00
"Bilancieri, Andres",1,4,6,5,301,1,09:30:00
"Bilancieri, Andres",1,5,3,3,100,0,09:45:00
"Bilancieri, Andres",1,6,6,5,246,1,10:00:00
"Bilancieri, Andres",1,7,4,4,200,0,10:15:00
"Bilancieri, Andres",1,8,4,3,135,1,10:30:00
"Bilancieri, Andres",1,9,4,4,267,0,10:45:00
"Bilancieri, Andres",1,10,4,4,225,0,11:00:00
"Bilancieri, Andres",1,11,6,5,259,1,11:15:00
"Bilancieri, Andres",1,12,3,3,96,0,11:30:00
"Bilancieri, Andres",1,13,4,4,162,0,11:45:00
"Bilancieri, Andres",1,14,5,5,250,0,12:00:00
"Bilancieri, Andres",1,15,4,4,230,0,12:15:00
"Bilancieri, Andres",1,16,3,4,144,-1,12:30:00
"Bilancieri, Andres",1,17,4,4,235,0,12:45:00
"Bilancieri, Andres",1,18,3,3,95,0,13:00:00
"Bhasin, Gurmukh",1,1,5,4,235,1,10:10:00
"Bhasin, Gurmukh",1,2,4,4,215,0,10:25:00
"Bhasin, Gurmukh",1,3,2,4,289,-2,10:40:00
"Bhasin, Gurmukh",1,4,7,5,301,2,10:55:00
"Bhasin, Gurmukh",1,5,2,3,100,-1,11:10:00
"Bhasin, Gurmukh",1,6,6,5,246,1,11:25:00
"Bhasin, Gurmukh",1,7,7,4,200,3,11:40:00
"Bhasin, Gurmukh",1,8,4,3,135,1,11:55:00
"Bhasin, Gurmukh",1,9,4,4,267,0,12:10:00
"Bhasin, Gurmukh",1,10,6,4,225,2,12:25:00
"Bhasin, Gurmukh",1,11,4,5,259,-1,12:40:00
"Bhasin, Gurmukh",1,12,3,3,96,0,12:55:00
"Bhasin, Gurmukh",1,13,4,4,162,0,13:10:00
"Bhasin, Gurmukh",1,14,5,5,250,0,13:25:00
"Bhasin, Gurmukh",1,15,4,4,230,0,09:10:00
"Bhasin, Gurmukh",1,16,4,4,144,0,09:25:00
"Bhasin, Gurmukh",1,17,4,4,235,0,09:40:00
"Bhasin, Gurmukh",1,18,3,3,95,0,09:55:00
"Jimmy, Hue",1,1,7,4,235,3,09:30:00
"Jimmy, Hue",1,2,5,4,215,1,09:45:00
"Jimmy, Hue",1,3,3,4,289,-1,10:00:00
"Jimmy, Hue",1,4,6,5,301,1,10:15:00
"Jimmy, Hue",1,5,3,3,100,0,10:30:00
"Jimmy, Hue",1,6,4,5,246,-1,10:45:00
"Jimmy, Hue",1,7,5,4,200,1,11:00:00
"Jimmy, Hue",1,8,3,3,135,0,11:15:00
"Jimmy, Hue",1,9,5,4,267,1,11:30:00
"Jimmy, Hue",1,10,5,4,225,1,11:45:00
"Jimmy, Hue",1,11,3,5,259,-2,12:00:00
"Jimmy, Hue",1,12,3,3,96,0,12:15:00
"Jimmy, Hue",1,13,6,4,162,2,12:30:00
"Jimmy, Hue",1,14,6,5,250,1,12:45:00
"Jimmy, Hue",1,15,4,4,230,0,13:00:00
"Jimmy, Hue",1,16,5,4,144,1,13:15:00
"Jimmy, Hue",1,17,5,4,235,1,09:00:00
"Jimmy, Hue",1,18,4,3,95,1,09:15:00
"Gaytan, Pablo",1,1,4,4,235,0,11:10:00
"Gaytan, Pablo",1,2,4,4,215,0,11:25:00
"Gaytan, Pablo",1,3,2,4,289,-2,11:40:00
"Gaytan, Pablo",1,4,8,5,301,3,11:55:00
"Gaytan, Pablo",1,5,4,3,100,1,12:10:00
"Gaytan, Pablo",1,6,4,5,246,-1,12:25:00
"Gaytan, Pablo",1,7,5,4,200,1,12:40:00
"Gaytan, Pablo",1,8,4,3,135,1,12:55:00
"Gaytan, Pablo",1,9,5,4,267,1,13:10:00
"Gaytan, Pablo",1,10,4,4,225,0,13:25:00
"Gaytan, Pablo",1,11,5,5,259,0,09:10:00
"Gaytan, Pablo",1,12,3,3,96,0,09:25:00
"Gaytan, Pablo",1,13,3,4,162,-1,09:40:00
"Gaytan, Pablo",1,14,5,5,250,0,09:55:00
"Gaytan, Pablo",1,15,4,4,230,0,10:10:00
"Gaytan, Pablo",1,16,4,4,144,0,10:25:00
"Gaytan, Pablo",1,17,5,4,235,1,10:40:00
"Gaytan, Pablo",1,18,3,3,95,0,10:55:00
"DeTranquilli, Nikko",1,1,4,4,235,0,11:45:00
"DeTranquilli, Nikko",1,2,5,4,215,1,12:00:00
"DeTranquilli, Nikko",1,3,3,4,289,-1,12:15:00
"DeTranquilli, Nikko",1,4,5,5,301,0,12:30:00
"DeTranquilli, Nikko",1,5,4,3,100,1,12:45:00
"DeTranquilli, Nikko",1,6,5,5,246,0,13:00:00
"DeTranquilli, Nikko",1,7,6,4,200,2,13:15:00
"DeTranquilli, Nikko",1,8,4,3,135,1,09:00:00
"DeTranquilli, Nikko",1,9,7,4,267,3,09:15:00
"DeTranquilli, Nikko",1,10,4,4,225,0,09:30:00
"DeTranquilli, Nikko",1,11,5,5,259,0,09:45:00
"DeTranquilli, Nikko",1,12,3,3,96,0,10:00:00
"DeTranquilli, Nikko",1,13,3,4,162,-1,10:15:00
"DeTranquilli, Nikko",1,14,4,5,250,-1,10:30:00
"DeTranquilli, Nikko",1,15,5,4,230,1,10:45:00
"DeTranquilli, Nikko",1,16,3,4,144,-1,11:00:00
"DeTranquilli, Nikko",1,17,4,4,235,0,11:15:00
"DeTranquilli, Nikko",1,18,2,3,95,-1,11:30:00
"Reidt, Chris",1,1,6,4,235,2,10:30:00
"Reidt, Chris",1,2,4,4,215,0,10:45:00
"Reidt, Chris",1,3,3,4,289,-1,11:00:00
"Reidt, Chris",1,4,7,5,301,2,11:15:00
"Reidt, Chris",1,5,3,3,100,0,11:30:00
"Reidt, Chris",1,6,5,5,246,0,11:45:00
"Reidt, Chris",1,7,4,4,200,0,12:00:00
"Reidt, Chris",1,8,4,3,135,1,12:15:00
"Reidt, Chris",1,9,5,4,267,1,12:30:00
"Reidt, Chris",1,10,4,4,225,0,12:45:00
"Reidt, Chris",1,11,5,5,259,0,13:00:00
"Reidt, Chris",1,12,3,3,96,0,13:15:00
"Reidt, Chris",1,13,3,4,162,-1,09:00:00
"Reidt, Chris",1,14,5,5,250,0,09:15:00
"Reidt, Chris",1,15,6,4,230,2,09:30:00
"Reidt, Chris",1,16,5,4,144,1,09:45:00
"Reidt, Chris",1,17,4,4,235,0,10:00:00
"Reidt, Chris",1,18,2,3,95,-1,10:15:00
"Perez, Juan Ramon",1,1,5,4,235,1,12:45:00
"Perez, Juan Ramon",1,2,4,4,215,0,13:00:00
"Perez, Juan Ramon",1,3,6,4,289,2,13:15:00
"Perez, Juan Ramon",1,4,6,5,301,1,09:00:00
"Perez, Juan Ramon",1,5,3,3,100,0,09:15:00
"Perez, Juan Ramon",1,6,5,5,246,0,09:30:00
"Perez, Juan Ramon",1,7,4,4,200,0,09:45:00
"Perez, Juan Ramon",1,8,3,3,135,0,10:00:00
"Perez, Juan Ramon",1,9,7,4,267,3,10:15:00
"Perez, Juan Ramon",1,10,5,4,225,1,10:30:00
"Perez, Juan Ramon",1,11,5,5,259,0,10:45:00
"Perez, Juan Ramon",1,12,4,3,96,1,11:00:00
"Perez, Juan Ramon",1,13,4,4,162,0,11:15:00
"Perez, Juan Ramon",1,14,5,5,250,0,11:30:00
"Perez, Juan Ramon",1,15,4,4,230,0,11:45:00
"Perez, Juan Ramon",1,16,4,4,144,0,12:00:00
"Perez, Juan Ramon",1,17,4,4,235,0,12:15:00
"Perez, Juan Ramon",1,18,3,3,95,0,12:30:00
"Tamayo, Jose",1,1,4,4,235,0,09:00:00
"Tamayo, Jose",1,2,4,4,215,0,09:15:00
"Tamayo, Jose",1,3,2,4,289,-2,09:30:00
"Tamayo, Jose",1,4,7,5,301,2,09:45:00
"Tamayo, Jose",1,5,3,3,100,0,10:00:00
"Tamayo, Jose",1,6,5,5,246,0,10:15:00
"Tamayo, Jose",1,7,5,4,200,1,10:30:00
"Tamayo, Jose",1,8,3,3,135,0,10:45:00
"Tamayo, Jose",1,9,5,4,267,1,11:00:00
"Tamayo, Jose",1,10,4,4,225,0,11:15:00
"Tamayo, Jose",1,11,5,5,259,0,11:30:00
"Tamayo, Jose",1,12,3,3,96,0,11:45:00
"Tamayo, Jose",1,13,4,4,162,0,12:00:00
"Tamayo, Jose",1,14,5,5,250,0,12:15:00
"Tamayo, Jose",1,15,5,4,230,1,12:30:00
"Tamayo, Jose",1,16,3,4,144,-1,12:45:00
"Tamayo, Jose",1,17,4,4,235,0,13:00:00
"Tamayo, Jose",1,18,3,3,95,0,13:15:00
"Madero Chavez, Rene Alonso",1,1,5,4,235,1,12:15:00
"Madero Chavez, Rene Alonso",1,2,4,4,215,0,12:30:00
"Madero Chavez, Rene Alonso",1,3,4,4,289,0,12:45:00
"Madero Chavez, Rene Alonso",1,4,6,5,301,1,13:00:00
"Madero Chavez, Rene Alonso",1,5,2,3,100,-1,13:15:00
"Madero Chavez, Rene Alonso",1,6,5,5,246,0,09:00:00
"Madero Chavez, Rene Alonso",1,7,4,4,200,0,09:15:00
"Madero Chavez, Rene Alonso",1,8,4,3,135,1,09:30:00
"Madero Chavez, Rene Alonso",1,9,4,4,267,0,09:45:00
"Madero Chavez, Rene Alonso",1,10,5,4,225,1,10:00:00
"Madero Chavez, Rene Alonso",1,11,5,5,259,0,10:15:00
"Madero Chavez, Rene Alonso",1,12,3,3,96,0,10:30:00
"Madero Chavez, Rene Alonso",1,13,4,4,162,0,10:45:00
"Madero Chavez, Rene Alonso",1,14,4,5,250,-1,11:00:00
"Madero Chavez, Rene Alonso",1,15,5,4,230,1,11:15:00
"Madero Chavez, Rene Alonso",1,16,3,4,144,-1,11:30:00
"Madero Chavez, Rene Alonso",1,17,3,4,235,-1,11:45:00
"Madero Chavez, Rene Alonso",1,18,3,3,95,0,12:00:00
"Pelliccioni, Sebastian",1,1,5,4,235,1,09:30:00
"Pelliccioni, Sebastian",1,2,4,4,215,0,09:45:00
"Pelliccioni, Sebastian",1,3,3,4,289,-1,10:00:00
"Pelliccioni, Sebastian",1,4,4,5,301,-1,10:15:00
"Pelliccioni, Sebastian",1,5,2,3,100,-1,10:30:00
"Pelliccioni, Sebastian",1,6,5,5,246,0,10:45:00
"Pelliccioni, Sebastian",1,7,5,4,200,1,11:00:00
"Pelliccioni, Sebastian",1,8,4,3,135,1,11:15:00
"Pelliccioni, Sebastian",1,9,6,4,267,2,11:30:00
"Pelliccioni, Sebastian",1,10,5,4,225,1,11:45:00
"Pelliccioni, Sebastian",1,11,5,5,259,0,12:00:00
"Pelliccioni, Sebastian",1,12,3,3,96,0,12:15:00
"Pelliccioni, Sebastian",1,13,4,4,162,0,12:30:00
"Pelliccioni, Sebastian",1,14,4,5,250,-1,12:45:00
"Pelliccioni, Sebastian",1,15,6,4,230,2,13:00:00
"Pelliccioni, Sebastian",1,16,5,4,144,1,13:15:00
"Pelliccioni, Sebastian",1,17,4,4,235,0,09:00:00
"Pelliccioni, Sebastian",1,18,3,3,95,0,09:15:00
"Wojtyla, Bart",1,1,4,4,235,0,10:15:00
"Wojtyla, Bart",1,2,4,4,215,0,10:30:00
"Wojtyla, Bart",1,3,2,4,289,-2,10:45:00
"Wojtyla, Bart",1,4,6,5,301,1,11:00:00
"Wojtyla, Bart",1,5,4,3,100,1,11:15:00
"Wojtyla, Bart",1,6,6,5,246,1,11:30:00
"Wojtyla, Bart",1,7,5,4,200,1,11:45:00
"Wojtyla, Bart",1,8,4,3,135,1,12:00:00
"Wojtyla, Bart",1,9,5,4,267,1,12:15:00
"Wojtyla, Bart",1,10,5,4,225,1,12:30:00
"Wojtyla, Bart",1,11,4,5,259,-1,12:45:00
"Wojtyla, Bart",1,12,3,3,96,0,13:00:00
"Wojtyla, Bart",1,13,4,4,162,0,13:15:00
"Wojtyla, Bart",1,14,5,5,250,0,09:00:00
"Wojtyla, Bart",1,15,5,4,230,1,09:15:00
"Wojtyla, Bart",1,16,3,4,144,-1,09:30:00
"Wojtyla, Bart",1,17,5,4,235,1,09:45:00
"Wojtyla, Bart",1,18,3,3,95,0,10:00:00
"Barragan, Luis",1,1,8,4,235,4,10:45:00
"Barragan, Luis",1,2,4,4,215,0,11:00:00
"Barragan, Luis",1,3,3,4,289,-1,11:15:00
"Barragan, Luis",1,4,8,5,301,3,11:30:00
"Barragan, Luis",1,5,3,3,100,0,11:45:00
"Barragan, Luis",1,6,6,5,246,1,12:00:00
"Barragan, Luis",1,7,4,4,200,0,12:15:00
"Barragan, Luis",1,8,3,3,135,0,12:30:00
"Barragan, Luis",1,9,6,4,267,2,12:45:00
"Barragan, Luis",1,10,6,4,225,2,13:00:00
"Barragan, Luis",1,11,5,5,259,0,13:15:00
"Barragan, Luis",1,12,3,3,96,0,09:00:00
"Barragan, Luis",1,13,3,4,162,-1,09:15:00
"Barragan, Luis",1,14,5,5,250,0,09:30:00
"Barragan, Luis",1,15,4,4,230,0,09:45:00
"Barragan, Luis",1,16,4,4,144,0,10:00:00
"Barragan, Luis",1,17,4,4,235,0,10:15:00
"Barragan, Luis",1,18,4,3,95,1,10:30:00
"Villalobos, Enrique",1,1,6,4,235,2,10:15:00
"Villalobos, Enrique",1,2,4,4,215,0,10:30:00
"Villalobos, Enrique",1,3,2,4,289,-2,10:45:00
"Villalobos, Enrique",1,4,5,5,301,0,11:00:00
"Villalobos, Enrique",1,5,3,3,100,0,11:15:00
"Villalobos, Enrique",1,6,6,5,246,1,11:30:00
"Villalobos, Enrique",1,7,6,4,200,2,11:45:00
"Villalobos, Enrique",1,8,4,3,135,1,12:00:00
"Villalobos, Enrique",1,9,8,4,267,4,12:15:00
"Villalobos, Enrique",1,10,4,4,225,0,12:30:00
"Villalobos, Enrique",1,11,5,5,259,0,12:45:00
"Villalobos, Enrique",1,12,4,3,96,1,13:00:00
"Villalobos, Enrique",1,13,6,4,162,2,13:15:00
"Villalobos, Enrique",1,14,5,5,250,0,09:00:00
"Villalobos, Enrique",1,15,4,4,230,0,09:15:00
"Villalobos, Enrique",1,16,5,4,144,1,09:30:00
"Villalobos, Enrique",1,17,4,4,235,0,09:45:00
"Villalobos, Enrique",1,18,3,3,95,0,10:00:00
"Matteoli, Richard Zak",1,1,5,4,235,1,13:00:00
"Matteoli, Richard Zak",1,2,7,4,215,3,13:15:00
"Matteoli, Richard Zak",1,3,2,4,289,-2,09:00:00
"Matteoli, Richard Zak",1,4,5,5,301,0,09:15:00
"Matteoli, Richard Zak",1,5,2,3,100,-1,09:30:00
"Matteoli, Richard Zak",1,6,6,5,246,1,09:45:00
"Matteoli, Richard Zak",1,7,6,4,200,2,10:00:00
"Matteoli, Richard Zak",1,8,4,3,135,1,10:15:00
"Matteoli, Richard Zak",1,9,5,4,267,1,10:30:00
"Matteoli, Richard Zak",1,10,5,4,225,1,10:45:00
"Matteoli, Richard Zak",1,11,5,5,259,0,11:00:00
"Matteoli, Richard Zak",1,12,5,3,96,2,11:15:00
"Matteoli, Richard Zak",1,13,3,4,162,-1,11:30:00
"Matteoli, Richard Zak",1,14,5,5,250,0,11:45:00
"Matteoli, Richard Zak",1,15,5,4,230,1,12:00:00
"Matteoli, Richard Zak",1,16,4,4,144,0,12:15:00
"Matteoli, Richard Zak",1,17,5,4,235,1,12:30:00
"Matteoli, Richard Zak",1,18,3,3,95,0,12:45:00
"Garcia, Jose",1,1,5,4,235,1,11:00:00
"Garcia, Jose",1,2,4,4,215,0,11:15:00
"Garcia, Jose",1,3,3,4,289,-1,11:30:00
"Garcia, Jose",1,4,6,5,301,1,11:45:00
"Garcia, Jose",1,5,3,3,100,0,12:00:00
"Garcia, Jose",1,6,5,5,246,0,12:15:00
"Garcia, Jose",1,7,5,4,200,1,12:30:00
"Garcia, Jose",1,8,4,3,135,1,12:45:00
"Garcia, Jose",1,9,3,4,267,-1,13:00:00
"Garcia, Jose",1,10,5,4,225,1,13:15:00
"Garcia, Jose",1,11,5,5,259,0,09:00:00
"Garcia, Jose",1,12,5,3,96,2,09:15:00
"Garcia, Jose",1,13,4,4,162,0,09:30:00
"Garcia, Jose",1,14,4,5,250,-1,09:45:00
"Garcia, Jose",1,15,4,4,230,0,10:00:00
"Garcia, Jose",1,16,5,4,144,1,10:15:00
"Garcia, Jose",1,17,5,4,235,1,10:30:00
"Garcia, Jose",1,18,3,3,95,0,10:45:00
