player,round,hole,strokes,par,yds,score,time
"Gyorgy, Podusil",1,11,6,5,259,1,10:45:00
"Gyorgy, Podusil",1,12,3,3,96,0,11:00:00
"Gyorgy, Podusil",1,13,4,4,162,0,11:15:00
"Gyorgy, Podusil",1,14,4,5,250,-1,11:30:00
"Gyorgy, Podusil",1,15,5,4,230,1,11:45:00
"Gyorgy, Podusil",1,16,4,4,144,0,12:00:00
"Gyorgy, Podusil",1,17,4,4,235,0,12:15:00
"Gyorgy, Podusil",1,18,2,3,95,-1,12:30:00
"Brindis, Manuel",1,1,5,4,235,1,11:55:00
"Brindis, Manuel",1,2,5,4,215,1,12:10:00
"Brindis, Manuel",1,3,4,4,289,0,12:25:00
"Brindis, Manuel",1,4,5,5,301,0,12:40:00
"Brindis, Manuel",1,5,3,3,100,0,12:55:00
"Brindis, Manuel",1,6,6,5,246,1,13:10:00
"Brindis, Manuel",1,7,5,4,200,1,13:25:00
"Brindis, Manuel",1,8,4,3,135,1,09:10:00
"Brindis, Manuel",1,9,5,4,267,1,09:25:00
"Brindis, Manuel",1,10,5,4,225,1,09:40:00
"Brindis, Manuel",1,11,4,5,259,-1,09:55:00
"Brindis, Manuel",1,12,3,3,96,0,10:10:00
"Brindis, Manuel",1,13,4,4,162,0,10:25:00
"Brindis, Manuel",1,14,4,5,250,-1,10:40:00
"Brindis, Manuel",1,15,4,4,230,0,10:55:00
"Brindis, Manuel",1,16,4,4,144,0,11:10:00
"Brindis, Manuel",1,17,5,4,235,1,11:25:00
"Brindis, Manuel",1,18,3,3,95,0,11:40:00
"Romuald, Pretot",1,1,6,4,235,2,11:40:00
"Romuald, Pretot",1,2,4,4,215,0,11:55:00
"Romuald, Pretot",1,3,3,4,289,-1,12:10:00
"Romuald, Pretot",1,4,5,5,301,0,12:25:00
"Romuald, Pretot",1,5,3,3,100,0,12:40:00
"Romuald, Pretot",1,6,5,5,246,0,12:55:00
"Romuald, Pretot",1,7,7,4,200,3,13:10:00
"Romuald, Pretot",1,8,3,3,135,0,13:25:00
"Romuald, Pretot",1,9,5,4,267,1,09:10:00
"Romuald, Pretot",1,10,4,4,225,0,09:25:00
"Romuald, Pretot",1,11,5,5,259,0,09:40:00
"Romuald, Pretot",1,12,3,3,96,0,09:55:00
"Romuald, Pretot",1,13,3,4,162,-1,10:10:00
"Romuald, Pretot",1,14,4,5,250,-1,10:25:00
"Romuald, Pretot",1,15,4,4,230,0,10:40:00
"Romuald, Pretot",1,16,5,4,144,1,10:55:00
"Romuald, Pretot",1,17,4,4,235,0,11:10:00
"Romuald, Pretot",1,18,3,3,95,0,11:25:00
"Perdomo, Martin",1,1,5,4,235,1,12:30:00
"Perdomo, Martin",1,2,5,4,215,1,12:45:00
"Perdomo, Martin",1,3,3,4,289,-1,13:00:00
"Perdomo, Martin",1,4,7,5,301,2,13:15:00
"Perdomo, Martin",1,5,4,3,100,1,09:00:00
"Perdomo, Martin",1,6,5,5,246,0,09:15:00
"Perdomo, Martin",1,7,5,4,200,1,09:30:00
"Perdomo, Martin",1,8,5,3,135,2,09:45:00
"Perdomo, Martin",1,9,4,4,267,0,10:00:00
"Perdomo, Martin",1,10,6,4,225,2,10:15:00
"Perdomo, Martin",1,11,4,5,259,-1,10:30:00
"Perdomo, Martin",1,12,3,3,96,0,10:45:00
"Perdomo, Martin",1,13,4,4,162,0,11:00:00
"Perdomo, Martin",1,14,4,5,250,-1,11:15:00
"Perdomo, Martin",1,15,4,4,230,0,11:30:00
"Perdomo, Martin",1,16,5,4,144,1,11:45:00
"Perdomo, Martin",1,17,4,4,235,0,12:00:00
"Perdomo, Martin",1,18,3,3,95,0,12:15:00
"Reyes, Marco",1,1,5,4,235,1,12:40:00
"Reyes, Marco",1,2,4,4,215,0,12:55:00
"Reyes, Marco",1,3,5,4,289,1,13:10:00
"Reyes, Marco",1,4,6,5,301,1,13:25:00
"Reyes, Marco",1,5,3,3,100,0,09:10:00
"Reyes, Marco",1,6,6,5,246,1,09:25:00
"Reyes, Marco",1,7,5,4,200,1,09:40:00
"Reyes, Marco",1,8,4,3,135,1,09:55:00
"Reyes, Marco",1,9,5,4,267,1,10:10:00
"Reyes, Marco",1,10,6,4,225,2,10:25:00
"Reyes, Marco",1,11,5,5,259,0,10:40:00
"Reyes, Marco",1,12,5,3,96,2,10:55:00
"Reyes, Marco",1,13,4,4,162,0,11:10:00
"Reyes, Marco",1,14,4,5,250,-1,11:25:00
"Reyes, Marco",1,15,4,4,230,0,11:40:00
"Reyes, Marco",1,16,4,4,144,0,11:55:00
"Reyes, Marco",1,17,3,4,235,-1,12:10:00
"Reyes, Marco",1,18,3,3,95,0,12:25:00
"Martinez, Hermes",1,1,4,4,235,0,09:45:00
"Martinez, Hermes",1,2,4,4,215,0,10:00:00
"Martinez, Hermes",1,3,3,4,289,-1,10:15:00
"Martinez, Hermes",1,4,5,5,301,0,10:30:00
"Martinez, Hermes",1,5,3,3,100,0,10:45:00
"Martinez, Hermes",1,6,7,5,246,2,11:00:00
"Martinez, Hermes",1,7,4,4,200,0,11:15:00
"Martinez, Hermes",1,8,3,3,135,0,11:30:00
"Martinez, Hermes",1,9,4,4,267,0,11:45:00
"Martinez, Hermes",1,10,4,4,225,0,12:00:00
"Martinez, Hermes",1,11,6,5,259,1,12:15:00
"Martinez, Hermes",1,12,3,3,96,0,12:30:00
"Martinez, Hermes",1,13,4,4,162,0,12:45:00
"Martinez, Hermes",1,14,5,5,250,0,13:00:00
"Martinez, Hermes",1,15,7,4,230,3,13:15:00
"Martinez, Hermes",1,16,5,4,144,1,09:00:00
"Martinez, Hermes",1,17,4,4,235,0,09:15:00
"Martinez, Hermes",1,18,3,3,95,0,09:30:00
"Guzman, Luis",1,1,6,4,235,2,11:15:00
"Guzman, Luis",1,2,6,4,215,2,11:30:00
"Guzman, Luis",1,3,3,4,289,-1,11:45:00
"Guzman, Luis",1,4,6,5,301,1,12:00:00
"Guzman, Luis",1,5,3,3,100,0,12:15:00
"Guzman, Luis",1,6,6,5,246,1,12:30:00
"Guzman, Luis",1,7,5,4,200,1,12:45:00
"Guzman, Luis",1,8,3,3,135,0,13:00:00
"Guzman, Luis",1,9,6,4,267,2,13:15:00
"Guzman, Luis",1,10,4,4,225,0,09:00:00
"Guzman, Luis",1,11,5,5,259,0,09:15:00
"Guzman, Luis",1,12,3,3,96,0,09:30:00
"Guzman, Luis",1,13,4,4,162,0,09:45:00
"Guzman, Luis",1,14,4,5,250,-1,10:00:00
"Guzman, Luis",1,15,4,4,230,0,10:15:00
"Guzman, Luis",1,16,5,4,144,1,10:30:00
"Guzman, Luis",1,17,4,4,235,0,10:45:00
"Guzman, Luis",1,18,3,3,95,0,11:00:00
"Barragan, Osvaldo",1,1,6,4,235,2,12:30:00
"Barragan, Osvaldo",1,2,5,4,215,1,12:45:00
"Barragan, Osvaldo",1,3,4,4,289,0,13:00:00
"Barragan, Osvaldo",1,4,5,5,301,0,13:15:00
"Barragan, Osvaldo",1,5,3,3,100,0,09:00:00
"Barragan, Osvaldo",1,6,6,5,246,1,09:15:00
"Barragan, Osvaldo",1,7,5,4,200,1,09:30:00
"Barragan, Osvaldo",1,8,3,3,135,0,09:45:00
"Barragan, Osvaldo",1,9,4,4,267,0,10:00:00
"Barragan, Osvaldo",1,10,4,4,225,0,10:15:00
"Barragan, Osvaldo",1,11,5,5,259,0,10:30:00
"Barragan, Osvaldo",1,12,4,3,96,1,10:45:00
"Barragan, Osvaldo",1,13,4,4,162,0,11:00:00
"Barragan, Osvaldo",1,14,6,5,250,1,11:15:00
"Barragan, Osvaldo",1,15,4,4,230,0,11:30:00
"Barragan, Osvaldo",1,16,5,4,144,1,11:45:00
"Barragan, Osvaldo",1,17,5,4,235,1,12:00:00
"Barragan, Osvaldo",1,18,3,3,95,0,12:15:00
"Zhang, Kevin",1,1,7,4,235,3,12:15:00
"Zhang, Kevin",1,2,4,4,215,0,12:30:00
"Zhang, Kevin",1,3,3,4,289,-1,12:45:00
"Zhang, Kevin",1,4,6,5,301,1,13:00:00
"Zhang, Kevin",1,5,3,3,100,0,13:15:00
"Zhang, Kevin",1,6,5,5,246,0,09:00:00
"Zhang, Kevin",1,7,4,4,200,0,09:15:00
"Zhang, Kevin",1,8,3,3,135,0,09:30:00
"Zhang, Kevin",1,9,5,4,267,1,09:45:00
"Zhang, Kevin",1,10,5,4,225,1,10:00:00
"Zhang, Kevin",1,11,3,5,259,-2,10:15:00
"Zhang, Kevin",1,12,4,3,96,1,10:30:00
"Zhang, Kevin",1,13,4,4,162,0,10:45:00
"Zhang, Kevin",1,14,5,5,250,0,11:00:00
"Zhang, Kevin",1,15,5,4,230,1,11:15:00
"Zhang, Kevin",1,16,4,4,144,0,11:30:00
"Zhang, Kevin",1,17,6,4,235,2,11:45:00
"Zhang, Kevin",1,18,3,3,95,0,12:00:00
"Rayatkah, Sasha",1,1,5,4,235,1,09:30:00
"Rayatkah, Sasha",1,2,5,4,215,1,09:45:00
"Rayatkah, Sasha",1,3,3,4,289,-1,10:00:00
"Rayatkah, Sasha",1,4,5,5,301,0,10:15:00
"Rayatkah, Sasha",1,5,3,3,100,0,10:30:00
"Rayatkah, Sasha",1,6,5,5,246,0,10:45:00
"Rayatkah, Sasha",1,7,5,4,200,1,11:00:00
"Rayatkah, Sasha",1,8,4,3,135,1,11:15:00
"Rayatkah, Sasha",1,9,7,4,267,3,11:30:00
"Rayatkah, Sasha",1,10,7,4,225,3,11:45:00
"Rayatkah, Sasha",1,11,5,5,259,0,12:00:00
"Rayatkah, Sasha",1,12,3,3,96,0,12:15:00
"Rayatkah, Sasha",1,13,4,4,162,0,12:30:00
"Rayatkah, Sasha",1,14,5,5,250,0,12:45:00
"Rayatkah, Sasha",1,15,4,4,230,0,13:00:00
"Rayatkah, Sasha",1,16,7,4,144,3,13:15:00
"Rayatkah, Sasha",1,17,4,4,235,0,09:00:00
"Rayatkah, Sasha",1,18,3,3,95,0,09:15:00
"Liu, Meng Yang",1,1,4,4,235,0,11:15:00
"Liu, Meng Yang",1,2,4,4,215,0,11:30:00
"Liu, Meng Yang",1,3,3,4,289,-1,11:45:00
"Liu, Meng Yang",1,4,6,5,301,1,12:00:00
"Liu, Meng Yang",1,5,3,3,100,0,12:15:00
"Liu, Meng Yang",1,6,7,5,246,2,12:30:00
"Liu, Meng Yang",1,7,5,4,200,1,12:45:00
"Liu, Meng Yang",1,8,4,3,135,1,13:00:00
"Liu, Meng Yang",1,9,6,4,267,2,13:15:00
"Liu, Meng Yang",1,10,5,4,225,1,09:00:00
"Liu, Meng Yang",1,11,5,5,259,0,09:15:00
"Liu, Meng Yang",1,12,4,3,96,1,09:30:00
"Liu, Meng Yang",1,13,3,4,162,-1,09:45:00
"Liu, Meng Yang",1,14,5,5,250,0,10:00:00
"Liu, Meng Yang",1,15,4,4,230,0,10:15:00
"Liu, Meng Yang",1,16,3,4,144,-1,10:30:00
"Liu, Meng Yang",1,17,5,4,235,1,10:45:00
"Liu, Meng Yang",1,18,4,3,95,1,11:00:00
"Acevedo, Jose",1,1,4,4,235,0,11:45:00
"Acevedo, Jose",1,2,5,4,215,1,12:00:00
"Acevedo, Jose",1,3,3,4,289,-1,12:15:00
"Acevedo, Jose",1,4,5,5,301,0,12:30:00
"Acevedo, Jose",1,5,3,3,100,0,12:45:00
"Acevedo, Jose",1,6,7,5,246,2,13:00:00
"Acevedo, Jose",1,7,6,4,200,2,13:15:00
"Acevedo, Jose",1,8,3,3,135,0,09:00:00
"Acevedo, Jose",1,9,5,4,267,1,09:15:00
"Acevedo, Jose",1,10,5,4,225,1,09:30:00
"Acevedo, Jose",1,11,5,5,259,0,09:45:00
"Acevedo, Jose",1,12,3,3,96,0,10:00:00
"Acevedo, Jose",1,13,4,4,162,0,10:15:00
"Acevedo, Jose",1,14,4,5,250,-1,10:30:00
"Acevedo, Jose",1,15,4,4,230,0,10:45:00
"Acevedo, Jose",1,16,3,4,144,-1,11:00:00
"Acevedo, Jose",1,17,4,4,235,0,11:15:00
"Acevedo, Jose",1,18,3,3,95,0,11:30:00
"Vazquez, Jorge",1,1,7,4,235,3,11:45:00
"Vazquez, Jorge",1,2,5,4,215,1,12:00:00
"Vazquez, Jorge",1,3,3,4,289,-1,12:15:00
"Vazquez, Jorge",1,4,7,5,301,2,12:30:00
"Vazquez, Jorge",1,5,2,3,100,-1,12:45:00
"Vazquez, Jorge",1,6,5,5,246,0,13:00:00
"Vazquez, Jorge",1,7,5,4,200,1,13:15:00
"Vazquez, Jorge",1,8,4,3,135,1,09:00:00
"Vazquez, Jorge",1,9,7,4,267,3,09:15:00
"Vazquez, Jorge",1,10,6,4,225,2,09:30:00
"Vazquez, Jorge",1,11,4,5,259,-1,09:45:00
"Vazquez, Jorge",1,12,3,3,96,0,10:00:00
"Vazquez, Jorge",1,13,3,4,162,-1,10:15:00
"Vazquez, Jorge",1,14,4,5,250,-1,10:30:00
"Vazquez, Jorge",1,15,4,4,230,0,10:45:00
"Vazquez, Jorge",1,16,5,4,144,1,11:00:00
"Vazquez, Jorge",1,17,4,4,235,0,11:15:00
"Vazquez, Jorge",1,18,4,3,95,1,11:30:00
"Valdez, Anier",1,1,5,4,235,1,10:40:00
"Valdez, Anier",1,2,4,4,215,0,10:55:00
"Valdez, Anier",1,3,2,4,289,-2,11:10:00
"Valdez, Anier",1,4,7,5,301,2,11:25:00
"Valdez, Anier",1,5,2,3,100,-1,11:40:00
"Valdez, Anier",1,6,5,5,246,0,11:55:00
"Valdez, Anier",1,7,4,4,200,0,12:10:00
"Valdez, Anier",1,8,3,3,135,0,12:25:00
"Valdez, Anier",1,9,7,4,267,3,12:40:00
"Valdez, Anier",1,10,4,4,225,0,12:55:00
"Valdez, Anier",1,11,6,5,259,1,13:10:00
"Valdez, Anier",1,12,3,3,96,0,13:25:00
"Valdez, Anier",1,13,4,4,162,0,09:10:00
"Valdez, Anier",1,14,5,5,250,0,09:25:00
"Valdez, Anier",1,15,5,4,230,1,09:40:00
"Valdez, Anier",1,16,7,4,144,3,09:55:00
"Valdez, Anier",1,17,4,4,235,0,10:10:00
"Valdez, Anier",1,18,4,3,95,1,10:25:00
"Rabel, Jeremias",1,1,5,4,235,1,11:30:00
"Rabel, Jeremias",1,2,5,4,215,1,11:45:00
"Rabel, Jeremias",1,3,2,4,289,-2,12:00:00
"Rabel, Jeremias",1,4,5,5,301,0,12:15:00
"Rabel, Jeremias",1,5,3,3,100,0,12:30:00
"Rabel, Jeremias",1,6,5,5,246,0,12:45:00
"Rabel, Jeremias",1,7,6,4,200,2,13:00:00
"Rabel, Jeremias",1,8,5,3,135,2,13:15:00
"Rabel, Jeremias",1,9,6,4,267,2,09:00:00
"Rabel, Jeremias",1,10,4,4,225,0,09:15:00
"Rabel, Jeremias",1,11,5,5,259,0,09:30:00
"Rabel, Jeremias",1,12,3,3,96,0,09:45:00
"Rabel, Jeremias",1,13,3,4,162,-1,10:00:00
"Rabel, Jeremias",1,14,5,5,250,0,10:15:00
"Rabel, Jeremias",1,15,5,4,230,1,10:30:00
"Rabel, Jeremias",1,16,4,4,144,0,10:45:00
"Rabel, Jeremias",1,17,3,4,235,-1,11:00:00
"Rabel, Jeremias",1,18,3,3,95,0,11:15:00
"Perez, Gaston",1,1,10,4,235,6,11:45:00
"Perez, Gaston",1,2,5,4,215,1,12:00:00
"Perez, Gaston",1,3,3,4,289,-1,12:15:00
"Perez, Gaston",1,4,6,5,301,1,12:30:00
"Perez, Gaston",1,5,3,3,100,0,12:45:00
"Perez, Gaston",1,6,6,5,246,1,13:00:00
"Perez, Gaston",1,7,5,4,200,1,13:15:00
"Perez, Gaston",1,8,4,3,135,1,09:00:00
"Perez, Gaston",1,9,4,4,267,0,09:15:00
"Perez, Gaston",1,10,4,4,225,0,09:30:00
"Perez, Gaston",1,11,6,5,259,1,09:45:00
"Perez, Gaston",1,12,3,3,96,0,10:00:00
"Perez, Gaston",1,13,4,4,162,0,10:15:00
"Perez, Gaston",1,14,4,5,250,-1,10:30:00
"Perez, Gaston",1,15,2,4,230,-2,10:45:00
"Perez, Gaston",1,16,5,4,144,1,11:00:00
"Perez, Gaston",1,17,4,4,235,0,11:15:00
"Perez, Gaston",1,18,3,3,95,0,11:30:00
"Rayatkah, Parshan",1,1,5,4,235,1,11:30:00
"Rayatkah, Parshan",1,2,4,4,215,0,11:45:00
"Rayatkah, Parshan",1,3,3,4,289,-1,12:00:00
"Rayatkah, Parshan",1,4,3,5,301,-2,12:15:00
"Rayatkah, Parshan",1,5,5,3,100,2,12:30:00
"Rayatkah, Parshan",1,6,6,5,246,1,12:45:00
"Rayatkah, Parshan",1,7,5,4,200,1,13:00:00
"Rayatkah, Parshan",1,8,6,3,135,3,13:15:00
"Rayatkah, Parshan",1,9,5,4,267,1,09:00:00
"Rayatkah, Parshan",1,10,5,4,225,1,09:15:00
"Rayatkah, Parshan",1,11,6,5,259,1,09:30:00
"Rayatkah, Parshan",1,12,4,3,96,1,09:45:00
"Rayatkah, Parshan",1,13,3,4,162,-1,10:00:00
"Rayatkah, Parshan",1,14,4,5,250,-1,10:15:00
"Rayatkah, Parshan",1,15,5,4,230,1,10:30:00
"Rayatkah, Parshan",1,16,7,4,144,3,10:45:00
"Rayatkah, Parshan",1,17,4,4,235,0,11:00:00
"Rayatkah, Parshan",1,18,3,3,95,0,11:15:00
"Facioni, Damian",1,1,6,4,235,2,12:10:00
"Facioni, Damian",1,2,5,4,215,1,12:25:00
"Facioni, Damian",1,3,5,4,289,1,12:40:00
"Facioni, Damian",1,4,6,5,301,1,12:55:00
"Facioni, Damian",1,5,3,3,100,0,13:10:00
"Facioni, Damian",1,6,6,5,246,1,13:25:00
"Facioni, Damian",1,7,5,4,200,1,09:10:00
"Facioni, Damian",1,8,3,3,135,0,09:25:00
"Facioni, Damian",1,9,6,4,267,2,09:40:00
"Facioni, Damian",1,10,5,4,225,1,09:55:00
"Facioni, Damian",1,11,5,5,259,0,10:10:00
"Facioni, Damian",1,12,4,3,96,1,10:25:00
"Facioni, Damian",1,13,6,4,162,2,10:40:00
"Facioni, Damian",1,14,5,5,250,0,10:55:00
"Facioni, Damian",1,15,4,4,230,0,11:10:00
"Facioni, Damian",1,16,4,4,144,0,11:25:00
"Facioni, Damian",1,17,4,4,235,0,11:40:00
"Facioni, Damian",1,18,3,3,95,0,11:55:00
"Hernandez, Frank",1,1,6,4,235,2,09:15:00
"Hernandez, Frank",1,2,4,4,215,0,09:30:00
"Hernandez, Frank",1,3,2,4,289,-2,09:45:00
"Hernandez, Frank",1,4,6,5,301,1,10:00:00
"Hernandez, Frank",1,5,2,3,100,-1,10:15:00
"Hernandez, Frank",1,6,5,5,246,0,10:30:00
"Hernandez, Frank",1,7,5,4,200,1,10:45:00
"Hernandez, Frank",1,8,4,3,135,1,11:00:00
"Hernandez, Frank",1,9,8,4,267,4,11:15:00
"Hernandez, Frank",1,10,5,4,225,1,11:30:00
"Hernandez, Frank",1,11,5,5,259,0,11:45:00
"Hernandez, Frank",1,12,3,3,96,0,12:00:00
"Hernandez, Frank",1,13,4,4,162,0,12:15:00
"Hernandez, Frank",1,14,6,5,250,1,12:30:00
"Hernandez, Frank",1,15,6,4,230,2,12:45:00
"Hernandez, Frank",1,16,4,4,144,0,13:00:00
"Hernandez, Frank",1,17,3,4,235,-1,13:15:00
"Hernandez, Frank",1,18,3,3,95,0,09:00:00
"Salazar, Lizandro",1,1,5,4,235,1,12:40:00
"Salazar, Lizandro",1,2,3,4,215,-1,12:55:00
"Salazar, Lizandro",1,3,3,4,289,-1,13:10:00
"Salazar, Lizandro",1,4,5,5,301,0,13:25:00
"Salazar, Lizandro",1,5,3,3,100,0,09:10:00
"Salazar, Lizandro",1,6,6,5,246,1,09:25:00
"Salazar, Lizandro",1,7,5,4,200,1,09:40:00
"Salazar, Lizandro",1,8,4,3,135,1,09:55:00
"Salazar, Lizandro",1,9,6,4,267,2,10:10:00
"Salazar, Lizandro",1,10,5,4,225,1,10:25:00
"Salazar, Lizandro",1,11,6,5,259,1,10:40:00
"Salazar, Lizandro",1,12,4,3,96,1,10:55:00
"Salazar, Lizandro",1,13,3,4,162,-1,11:10:00
"Salazar, Lizandro",1,14,4,5,250,-1,11:25:00
"Salazar, Lizandro",1,15,5,4,230,1,11:40:00
"Salazar, Lizandro",1,16,4,4,144,0,11:55:00
"Salazar, Lizandro",1,17,4,4,235,0,12:10:00
"Salazar, Lizandro",1,18,3,3,95,0,12:25:00
"Hittle, William",1,1,6,4,235,2,09:30:00
"Hittle, William",1,2,3,4,215,-1,09:45:00
"Hittle, William",1,3,3,4,289,-1,10:00:00
"Hittle, William",1,4,6,5,301,1,10:15:00
"Hittle, William",1,5,3,3,100,0,10:30:00
"Hittle, William",1,6,5,5,246,0,10:45:00
"Hittle, William",1,7,5,4,200,1,11:00:00
"Hittle, William",1,8,4,3,135,1,11:15:00
"Hittle, William",1,9,7,4,267,3,11:30:00
"Hittle, William",1,10,4,4,225,0,11:45:00
"Hittle, William",1,11,7,5,259,2,12:00:00
"Hittle, William",1,12,3,3,96,0,12:15:00
"Hittle, William",1,13,4,4,162,0,12:30:00
"Hittle, William",1,14,4,5,250,-1,12:45:00
"Hittle, William",1,15,7,4,230,3,13:00:00
"Hittle, William",1,16,5,4,144,1,13:15:00
"Hittle, William",1,17,4,4,235,0,09:00:00
"Hittle, William",1,18,2,3,95,-1,09:15:00
"Khatib, Ramzey",1,1,8,4,235,4,11:10:00
"Khatib, Ramzey",1,2,4,4,215,0,11:25:00
"Khatib, Ramzey",1,3,3,4,289,-1,11:40:00
"Khatib, Ramzey",1,4,5,5,301,0,11:55:00
"Khatib, Ramzey",1,5,3,3,100,0,12:10:00
"Khatib, Ramzey",1,6,5,5,246,0,12:25:00
"Khatib, Ramzey",1,7,5,4,200,1,12:40:00
"Khatib, Ramzey",1,8,2,3,135,-1,12:55:00
"Khatib, Ramzey",1,9,5,4,267,1,13:10:00
"Khatib, Ramzey",1,10,4,4,225,0,13:25:00
"Khatib, Ramzey",1,11,6,5,259,1,09:10:00
"Khatib, Ramzey",1,12,5,3,96,2,09:25:00
"Khatib, Ramzey",1,13,4,4,162,0,09:40:00
"Khatib, Ramzey",1,14,5,5,250,0,09:55:00
"Khatib, Ramzey",1,15,4,4,230,0,10:10:00
"Khatib, Ramzey",1,16,5,4,144,1,10:25:00
"Khatib, Ramzey",1,17,6,4,235,2,10:40:00
"Khatib, Ramzey",1,18,3,3,95,0,10:55:00
"Ortiz, Adam",1,1,5,4,235,1,10:45:00
"Ortiz, Adam",1,2,5,4,215,1,11:00:00
"Ortiz, Adam",1,3,3,4,289,-1,11:15:00
"Ortiz, Adam",1,4,5,5,301,0,11:30:00
"Ortiz, Adam",1,5,4,3,100,1,11:45:00
"Ortiz, Adam",1,6,5,5,246,0,12:00:00
"Ortiz, Adam",1,7,5,4,200,1,12:15:00
"Ortiz, Adam",1,8,4,3,135,1,12:30:00
"Ortiz, Adam",1,9,7,4,267,3,12:45:00
"Ortiz, Adam",1,10,4,4,225,0,13:00:00
"Ortiz, Adam",1,11,4,5,259,-1,13:15:00
"Ortiz, Adam",1,12,4,3,96,1,09:00:00
"Ortiz, Adam",1,13,4,4,162,0,09:15:00
"Ortiz, Adam",1,14,4,5,250,-1,09:30:00
"Ortiz, Adam",1,15,5,4,230,1,09:45:00
"Ortiz, Adam",1,16,5,4,144,1,10:00:00
"Ortiz, Adam",1,17,4,4,235,0,10:15:00
"Ortiz, Adam",1,18,3,3,95,0,10:30:00
"Herz, Greg",1,1,6,4,235,2,11:10:00
"Herz, Greg",1,2,4,4,215,0,11:25:00
"Herz, Greg",1,3,3,4,289,-1,11:40:00
"Herz, Greg",1,4,6,5,301,1,11:55:00
"Herz, Greg",1,5,3,3,100,0,12:10:00
"Herz, Greg",1,6,6,5,246,1,12:25:00
"Herz, Greg",1,7,4,4,200,0,12:40:00
"Herz, Greg",1,8,4,3,135,1,12:55:00
"Herz, Greg",1,9,6,4,267,2,13:10:00
"Herz, Greg",1,10,5,4,225,1,13:25:00
"Herz, Greg",1,11,5,5,259,0,09:10:00
"Herz, Greg",1,12,4,3,96,1,09:25:00
"Herz, Greg",1,13,4,4,162,0,09:40:00
"Herz, Greg",1,14,5,5,250,0,09:55:00
"Herz, Greg",1,15,5,4,230,1,10:10:00
"Herz, Greg",1,16,4,4,144,0,10:25:00
"Herz, Greg",1,17,4,4,235,0,10:40:00
"Herz, Greg",1,18,2,3,95,-1,10:55:00
"Aron, Jon",1,1,11,4,235,7,09:30:00
"Aron, Jon",1,2,4,4,215,0,09:45:00
"Aron, Jon",1,3,3,4,289,-1,10:00:00
"Aron, Jon",1,4,6,5,301,1,10:15:00
"Aron, Jon",1,5,3,3,100,0,10:30:00
"Aron, Jon",1,6,5,5,246,0,10:45:00
"Aron, Jon",1,7,5,4,200,1,11:00:00
"Aron, Jon",1,8,3,3,135,0,11:15:00
"Aron, Jon",1,9,9,4,267,5,11:30:00
"Aron, Jon",1,10,4,4,225,0,11:45:00
"Aron, Jon",1,11,4,5,259,-1,12:00:00
"Aron, Jon",1,12,3,3,96,0,12:15:00
"Aron, Jon",1,13,4,4,162,0,12:30:00
"Aron, Jon",1,14,4,5,250,-1,12:45:00
"Aron, Jon",1,15,5,4,230,1,13:00:00
"Aron, Jon",1,16,3,4,144,-1,13:15:00
"Aron, Jon",1,17,5,4,235,1,09:00:00
"Aron, Jon",1,18,3,3,95,0,09:15:00
"Bicerne, Eduardo",1,1,7,4,235,3,13:15:00
"Bicerne, Eduardo",1,2,5,4,215,1,09:00:00
"Bicerne, Eduardo",1,3,2,4,289,-2,09:15:00
"Bicerne, Eduardo",1,4,6,5,301,1,09:30:00
"Bicerne, Eduardo",1,5,4,3,100,1,09:45:00
"Bicerne, Eduardo",1,6,6,5,246,1,10:00:00
"Bicerne, Eduardo",1,7,5,4,200,1,10:15:00
"Bicerne, Eduardo",1,8,4,3,135,1,10:30:00
"Bicerne, Eduardo",1,9,5,4,267,1,10:45:00
"Bicerne, Eduardo",1,10,4,4,225,0,11:00:00
"Bicerne, Eduardo",1,11,6,5,259,1,11:15:00
"Bicerne, Eduardo",1,12,4,3,96,1,11:30:00
"Bicerne, Eduardo",1,13,4,4,162,0,11:45:00
"Bicerne, Eduardo",1,14,5,5,250,0,12:00:00
"Bicerne, Eduardo",1,15,4,4,230,0,12:15:00
"Bicerne, Eduardo",1,16,4,4,144,0,12:30:00
"Bicerne, Eduardo",1,17,4,4,235,0,12:45:00
"Bicerne, Eduardo",1,18,3,3,95,0,13:00:00
"Di Maggio, Antonino",1,1,5,4,235,1,12:00:00
"Di Maggio, Antonino",1,2,4,4,215,0,12:15:00
"Di Maggio, Antonino",1,3,2,4,289,-2,12:30:00
"Di Maggio, Antonino",1,4,7,5,301,2,12:45:00
"Di Maggio, Antonino",1,5,3,3,100,0,13:00:00
"Di Maggio, Antonino",1,6,7,5,246,2,13:15:00
"Di Maggio, Antonino",1,7,5,4,200,1,09:00:00
"Di Maggio, Antonino",1,8,4,3,135,1,09:15:00
"Di Maggio, Antonino",1,9,5,4,267,1,09:30:00
"Di Maggio, Antonino",1,10,5,4,225,1,09:45:00
"Di Maggio, Antonino",1,11,5,5,259,0,10:00:00
"Di Maggio, Antonino",1,12,4,3,96,1,10:15:00
"Di Maggio, Antonino",1,13,3,4,162,-1,10:30:00
"Di Maggio, Antonino",1,14,6,5,250,1,10:45:00
"Di Maggio, Antonino",1,15,5,4,230,1,11:00:00
"Di Maggio, Antonino",1,16,4,4,144,0,11:15:00
"Di Maggio, Antonino",1,17,5,4,235,1,11:30:00
"Di Maggio, Antonino",1,18,3,3,95,0,11:45:00
"Garza Acuna, Julio",1,1,7,4,235,3,11:25:00
