player,round,hole,strokes,par,score,time
"Rayatkah, Sasha",1,4,5,5,0,10:15:00 AM
"Rayatkah, Sasha",1,5,3,3,0,10:30:00 AM
"Rayatkah, Sasha",1,6,5,5,0,10:45:00 AM
"Rayatkah, Sasha",1,7,5,4,1,11:00:00 AM
"Rayatkah, Sasha",1,8,4,3,1,11:15:00 AM
"Rayatkah, Sasha",1,9,7,4,3,11:30:00 AM
"Rayatkah, Sasha",1,10,7,4,3,11:45:00 AM
"Rayatkah, Sasha",1,11,5,5,0,12:00:00 PM
"Rayatkah, Sasha",1,12,3,3,0,12:15:00 PM
"Rayatkah, Sasha",1,13,4,4,0,12:30:00 PM
"Rayatkah, Sasha",1,14,5,5,0,12:45:00 PM
"Rayatkah, Sasha",1,15,4,4,0,1:00:00 PM
"Rayatkah, Sasha",1,16,7,4,3,1:15:00 PM
"Rayatkah, Sasha",1,17,4,4,0,9:00:00 AM
"Rayatkah, Sasha",1,18,3,3,0,9:15:00 AM
"Liu, Meng Yang",1,1,4,4,0,11:15:00 AM
"Liu, Meng Yang",1,2,4,4,0,11:30:00 AM
"Liu, Meng Yang",1,3,3,4,-1,11:45:00 AM
"Liu, Meng Yang",1,4,6,5,1,12:00:00 PM
"Liu, Meng Yang",1,5,3,3,0,12:15:00 PM
"Liu, Meng Yang",1,6,7,5,2,12:30:00 PM
"Liu, Meng Yang",1,7,5,4,1,12:45:00 PM
"Liu, Meng Yang",1,8,4,3,1,1:00:00 PM
"Liu, Meng Yang",1,9,6,4,2,1:15:00 PM
"Liu, Meng Yang",1,10,5,4,1,9:00:00 AM
"Liu, Meng Yang",1,11,5,5,0,9:15:00 AM
"Liu, Meng Yang",1,12,4,3,1,9:30:00 AM
"Liu, Meng Yang",1,13,3,4,-1,9:45:00 AM
"Liu, Meng Yang",1,14,5,5,0,10:00:00 AM
"Liu, Meng Yang",1,15,4,4,0,10:15:00 AM
"Liu, Meng Yang",1,16,3,4,-1,10:30:00 AM
"Liu, Meng Yang",1,17,5,4,1,10:45:00 AM
"Liu, Meng Yang",1,18,4,3,1,11:00:00 AM
"Acevedo, Jose",1,1,4,4,0,11:45:00 AM
"Acevedo, Jose",1,2,5,4,1,12:00:00 PM
"Acevedo, Jose",1,3,3,4,-1,12:15:00 PM
"Acevedo, Jose",1,4,5,5,0,12:30:00 PM
"Acevedo, Jose",1,5,3,3,0,12:45:00 PM
"Acevedo, Jose",1,6,7,5,2,1:00:00 PM
"Acevedo, Jose",1,7,6,4,2,1:15:00 PM
"Acevedo, Jose",1,8,3,3,0,9:00:00 AM
"Acevedo, Jose",1,9,5,4,1,9:15:00 AM
"Acevedo, Jose",1,10,5,4,1,9:30:00 AM
"Acevedo, Jose",1,11,5,5,0,9:45:00 AM
"Acevedo, Jose",1,12,3,3,0,10:00:00 AM
"Acevedo, Jose",1,13,4,4,0,10:15:00 AM
"Acevedo, Jose",1,14,4,5,-1,10:30:00 AM
"Acevedo, Jose",1,15,4,4,0,10:45:00 AM
"Acevedo, Jose",1,16,3,4,-1,11:00:00 AM
"Acevedo, Jose",1,17,4,4,0,11:15:00 AM
"Acevedo, Jose",1,18,3,3,0,11:30:00 AM
"Vazquez, Jorge",1,1,7,4,3,11:45:00 AM
"Vazquez, Jorge",1,2,5,4,1,12:00:00 PM
"Vazquez, Jorge",1,3,3,4,-1,12:15:00 PM
"Vazquez, Jorge",1,4,7,5,2,12:30:00 PM
"Vazquez, Jorge",1,5,2,3,-1,12:45:00 PM
"Vazquez, Jorge",1,6,5,5,0,1:00:00 PM
"Vazquez, Jorge",1,7,5,4,1,1:15:00 PM
"Vazquez, Jorge",1,8,4,3,1,9:00:00 AM
"Vazquez, Jorge",1,9,7,4,3,9:15:00 AM
"Vazquez, Jorge",1,10,6,4,2,9:30:00 AM
"Vazquez, Jorge",1,11,4,5,-1,9:45:00 AM
"Vazquez, Jorge",1,12,3,3,0,10:00:00 AM
"Vazquez, Jorge",1,13,3,4,-1,10:15:00 AM
"Vazquez, Jorge",1,14,4,5,-1,10:30:00 AM
"Vazquez, Jorge",1,15,4,4,0,10:45:00 AM
"Vazquez, Jorge",1,16,5,4,1,11:00:00 AM
"Vazquez, Jorge",1,17,4,4,0,11:15:00 AM
"Vazquez, Jorge",1,18,4,3,1,11:30:00 AM
"Valdez, Anier",1,1,5,4,1,10:40:00 AM
"Valdez, Anier",1,2,4,4,0,10:55:00 AM
"Valdez, Anier",1,3,2,4,-2,11:10:00 AM
"Valdez, Anier",1,4,7,5,2,11:25:00 AM
"Valdez, Anier",1,5,2,3,-1,11:40:00 AM
"Valdez, Anier",1,6,5,5,0,11:55:00 AM
"Valdez, Anier",1,7,4,4,0,12:10:00 PM
"Valdez, Anier",1,8,3,3,0,12:25:00 PM
"Valdez, Anier",1,9,7,4,3,12:40:00 PM
"Valdez, Anier",1,10,4,4,0,12:55:00 PM
"Valdez, Anier",1,11,6,5,1,1:10:00 PM
"Valdez, Anier",1,12,3,3,0,1:25:00 PM
"Valdez, Anier",1,13,4,4,0,9:10:00 AM
"Valdez, Anier",1,14,5,5,0,9:25:00 AM
"Valdez, Anier",1,15,5,4,1,9:40:00 AM
"Valdez, Anier",1,16,7,4,3,9:55:00 AM
"Valdez, Anier",1,17,4,4,0,10:10:00 AM
"Valdez, Anier",1,18,4,3,1,10:25:00 AM
"Rabel, Jeremias",1,1,5,4,1,11:30:00 AM
"Rabel, Jeremias",1,2,5,4,1,11:45:00 AM
"Rabel, Jeremias",1,3,2,4,-2,12:00:00 PM
"Rabel, Jeremias",1,4,5,5,0,12:15:00 PM
"Rabel, Jeremias",1,5,3,3,0,12:30:00 PM
"Rabel, Jeremias",1,6,5,5,0,12:45:00 PM
"Rabel, Jeremias",1,7,6,4,2,1:00:00 PM
"Rabel, Jeremias",1,8,5,3,2,1:15:00 PM
"Rabel, Jeremias",1,9,6,4,2,9:00:00 AM
"Rabel, Jeremias",1,10,4,4,0,9:15:00 AM
"Rabel, Jeremias",1,11,5,5,0,9:30:00 AM
"Rabel, Jeremias",1,12,3,3,0,9:45:00 AM
"Rabel, Jeremias",1,13,3,4,-1,10:00:00 AM
"Rabel, Jeremias",1,14,5,5,0,10:15:00 AM
"Rabel, Jeremias",1,15,5,4,1,10:30:00 AM
"Rabel, Jeremias",1,16,4,4,0,10:45:00 AM
"Rabel, Jeremias",1,17,3,4,-1,11:00:00 AM
"Rabel, Jeremias",1,18,3,3,0,11:15:00 AM
"Perez, Gaston",1,1,10,4,6,11:45:00 AM
"Perez, Gaston",1,2,5,4,1,12:00:00 PM
"Perez, Gaston",1,3,3,4,-1,12:15:00 PM
"Perez, Gaston",1,4,6,5,1,12:30:00 PM
"Perez, Gaston",1,5,3,3,0,12:45:00 PM
"Perez, Gaston",1,6,6,5,1,1:00:00 PM
"Perez, Gaston",1,7,5,4,1,1:15:00 PM
"Perez, Gaston",1,8,4,3,1,9:00:00 AM
"Perez, Gaston",1,9,4,4,0,9:15:00 AM
"Perez, Gaston",1,10,4,4,0,9:30:00 AM
"Perez, Gaston",1,11,6,5,1,9:45:00 AM
"Perez, Gaston",1,12,3,3,0,10:00:00 AM
"Perez, Gaston",1,13,4,4,0,10:15:00 AM
"Perez, Gaston",1,14,4,5,-1,10:30:00 AM
"Perez, Gaston",1,15,2,4,-2,10:45:00 AM
"Perez, Gaston",1,16,5,4,1,11:00:00 AM
"Perez, Gaston",1,17,4,4,0,11:15:00 AM
"Perez, Gaston",1,18,3,3,0,11:30:00 AM
"Rayatkah, Parshan",1,1,5,4,1,11:30:00 AM
"Rayatkah, Parshan",1,2,4,4,0,11:45:00 AM
"Rayatkah, Parshan",1,3,3,4,-1,12:00:00 PM
"Rayatkah, Parshan",1,4,3,5,-2,12:15:00 PM
"Rayatkah, Parshan",1,5,5,3,2,12:30:00 PM
"Rayatkah, Parshan",1,6,6,5,1,12:45:00 PM
"Rayatkah, Parshan",1,7,5,4,1,1:00:00 PM
"Rayatkah, Parshan",1,8,6,3,3,1:15:00 PM
"Rayatkah, Parshan",1,9,5,4,1,9:00:00 AM
"Rayatkah, Parshan",1,10,5,4,1,9:15:00 AM
"Rayatkah, Parshan",1,11,6,5,1,9:30:00 AM
"Rayatkah, Parshan",1,12,4,3,1,9:45:00 AM
"Rayatkah, Parshan",1,13,3,4,-1,10:00:00 AM
"Rayatkah, Parshan",1,14,4,5,-1,10:15:00 AM
"Rayatkah, Parshan",1,15,5,4,1,10:30:00 AM
"Rayatkah, Parshan",1,16,7,4,3,10:45:00 AM
"Rayatkah, Parshan",1,17,4,4,0,11:00:00 AM
"Rayatkah, Parshan",1,18,3,3,0,11:15:00 AM
"Facioni, Damian",1,1,6,4,2,12:10:00 PM
"Facioni, Damian",1,2,5,4,1,12:25:00 PM
"Facioni, Damian",1,3,5,4,1,12:40:00 PM
"Facioni, Damian",1,4,6,5,1,12:55:00 PM
"Facioni, Damian",1,5,3,3,0,1:10:00 PM
"Facioni, Damian",1,6,6,5,1,1:25:00 PM
"Facioni, Damian",1,7,5,4,1,9:10:00 AM
"Facioni, Damian",1,8,3,3,0,9:25:00 AM
"Facioni, Damian",1,9,6,4,2,9:40:00 AM
"Facioni, Damian",1,10,5,4,1,9:55:00 AM
"Facioni, Damian",1,11,5,5,0,10:10:00 AM
"Facioni, Damian",1,12,4,3,1,10:25:00 AM
"Facioni, Damian",1,13,6,4,2,10:40:00 AM
"Facioni, Damian",1,14,5,5,0,10:55:00 AM
"Facioni, Damian",1,15,4,4,0,11:10:00 AM
"Facioni, Damian",1,16,4,4,0,11:25:00 AM
"Facioni, Damian",1,17,4,4,0,11:40:00 AM
"Facioni, Damian",1,18,3,3,0,11:55:00 AM
"Hernandez, Frank",1,1,6,4,2,9:15:00 AM
"Hernandez, Frank",1,2,4,4,0,9:30:00 AM
"Hernandez, Frank",1,3,2,4,-2,9:45:00 AM
"Hernandez, Frank",1,4,6,5,1,10:00:00 AM
"Hernandez, Frank",1,5,2,3,-1,10:15:00 AM
"Hernandez, Frank",1,6,5,5,0,10:30:00 AM
"Hernandez, Frank",1,7,5,4,1,10:45:00 AM
"Hernandez, Frank",1,8,4,3,1,11:00:00 AM
"Hernandez, Frank",1,9,8,4,4,11:15:00 AM
"Hernandez, Frank",1,10,5,4,1,11:30:00 AM
"Hernandez, Frank",1,11,5,5,0,11:45:00 AM
"Hernandez, Frank",1,12,3,3,0,12:00:00 PM
"Hernandez, Frank",1,13,4,4,0,12:15:00 PM
"Hernandez, Frank",1,14,6,5,1,12:30:00 PM
"Hernandez, Frank",1,15,6,4,2,12:45:00 PM
"Hernandez, Frank",1,16,4,4,0,1:00:00 PM
"Hernandez, Frank",1,17,3,4,-1,1:15:00 PM
"Hernandez, Frank",1,18,3,3,0,9:00:00 AM
"Salazar, Lizandro",1,1,5,4,1,12:40:00 PM
"Salazar, Lizandro",1,2,3,4,-1,12:55:00 PM
"Salazar, Lizandro",1,3,3,4,-1,1:10:00 PM
"Salazar, Lizandro",1,4,5,5,0,1:25:00 PM
"Salazar, Lizandro",1,5,3,3,0,9:10:00 AM
"Salazar, Lizandro",1,6,6,5,1,9:25:00 AM
"Salazar, Lizandro",1,7,5,4,1,9:40:00 AM
"Salazar, Lizandro",1,8,4,3,1,9:55:00 AM
"Salazar, Lizandro",1,9,6,4,2,10:10:00 AM
"Salazar, Lizandro",1,10,5,4,1,10:25:00 AM
"Salazar, Lizandro",1,11,6,5,1,10:40:00 AM
"Salazar, Lizandro",1,12,4,3,1,10:55:00 AM
"Salazar, Lizandro",1,13,3,4,-1,11:10:00 AM
"Salazar, Lizandro",1,14,4,5,-1,11:25:00 AM
"Salazar, Lizandro",1,15,5,4,1,11:40:00 AM
"Salazar, Lizandro",1,16,4,4,0,11:55:00 AM
"Salazar, Lizandro",1,17,4,4,0,12:10:00 PM
"Salazar, Lizandro",1,18,3,3,0,12:25:00 PM
"Hittle, William",1,1,6,4,2,9:30:00 AM
"Hittle, William",1,2,3,4,-1,9:45:00 AM
"Hittle, William",1,3,3,4,-1,10:00:00 AM
"Hittle, William",1,4,6,5,1,10:15:00 AM
"Hittle, William",1,5,3,3,0,10:30:00 AM
"Hittle, William",1,6,5,5,0,10:45:00 AM
"Hittle, William",1,7,5,4,1,11:00:00 AM
"Hittle, William",1,8,4,3,1,11:15:00 AM
"Hittle, William",1,9,7,4,3,11:30:00 AM
"Hittle, William",1,10,4,4,0,11:45:00 AM
"Hittle, William",1,11,7,5,2,12:00:00 PM
"Hittle, William",1,12,3,3,0,12:15:00 PM
"Hittle, William",1,13,4,4,0,12:30:00 PM
"Hittle, William",1,14,4,5,-1,12:45:00 PM
"Hittle, William",1,15,7,4,3,1:00:00 PM
"Hittle, William",1,16,5,4,1,1:15:00 PM
"Hittle, William",1,17,4,4,0,9:00:00 AM
"Hittle, William",1,18,2,3,-1,9:15:00 AM
"Khatib, Ramzey",1,1,8,4,4,11:10:00 AM
"Khatib, Ramzey",1,2,4,4,0,11:25:00 AM
"Khatib, Ramzey",1,3,3,4,-1,11:40:00 AM
"Khatib, Ramzey",1,4,5,5,0,11:55:00 AM
"Khatib, Ramzey",1,5,3,3,0,12:10:00 PM
"Khatib, Ramzey",1,6,5,5,0,12:25:00 PM
"Khatib, Ramzey",1,7,5,4,1,12:40:00 PM
"Khatib, Ramzey",1,8,2,3,-1,12:55:00 PM
"Khatib, Ramzey",1,9,5,4,1,1:10:00 PM
"Khatib, Ramzey",1,10,4,4,0,1:25:00 PM
"Khatib, Ramzey",1,11,6,5,1,9:10:00 AM
"Khatib, Ramzey",1,12,5,3,2,9:25:00 AM
"Khatib, Ramzey",1,13,4,4,0,9:40:00 AM
"Khatib, Ramzey",1,14,5,5,0,9:55:00 AM
"Khatib, Ramzey",1,15,4,4,0,10:10:00 AM
"Khatib, Ramzey",1,16,5,4,1,10:25:00 AM
"Khatib, Ramzey",1,17,6,4,2,10:40:00 AM
"Khatib, Ramzey",1,18,3,3,0,10:55:00 AM
"Ortiz, Adam",1,1,5,4,1,10:45:00 AM
"Ortiz, Adam",1,2,5,4,1,11:00:00 AM
"Ortiz, Adam",1,3,3,4,-1,11:15:00 AM
"Ortiz, Adam",1,4,5,5,0,11:30:00 AM
"Ortiz, Adam",1,5,4,3,1,11:45:00 AM
"Ortiz, Adam",1,6,5,5,0,12:00:00 PM
"Ortiz, Adam",1,7,5,4,1,12:15:00 PM
"Ortiz, Adam",1,8,4,3,1,12:30:00 PM
"Ortiz, Adam",1,9,7,4,3,12:45:00 PM
"Ortiz, Adam",1,10,4,4,0,1:00:00 PM
"Ortiz, Adam",1,11,4,5,-1,1:15:00 PM
"Ortiz, Adam",1,12,4,3,1,9:00:00 AM
"Ortiz, Adam",1,13,4,4,0,9:15:00 AM
"Ortiz, Adam",1,14,4,5,-1,9:30:00 AM
"Ortiz, Adam",1,15,5,4,1,9:45:00 AM
"Ortiz, Adam",1,16,5,4,1,10:00:00 AM
"Ortiz, Adam",1,17,4,4,0,10:15:00 AM
"Ortiz, Adam",1,18,3,3,0,10:30:00 AM
"Herz, Greg",1,1,6,4,2,11:10:00 AM
"Herz, Greg",1,2,4,4,0,11:25:00 AM
"Herz, Greg",1,3,3,4,-1,11:40:00 AM
"Herz, Greg",1,4,6,5,1,11:55:00 AM
"Herz, Greg",1,5,3,3,0,12:10:00 PM
"Herz, Greg",1,6,6,5,1,12:25:00 PM
"Herz, Greg",1,7,4,4,0,12:40:00 PM
"Herz, Greg",1,8,4,3,1,12:55:00 PM
"Herz, Greg",1,9,6,4,2,1:10:00 PM
"Herz, Greg",1,10,5,4,1,1:25:00 PM
"Herz, Greg",1,11,5,5,0,9:10:00 AM
"Herz, Greg",1,12,4,3,1,9:25:00 AM
"Herz, Greg",1,13,4,4,0,9:40:00 AM
"Herz, Greg",1,14,5,5,0,9:55:00 AM
"Herz, Greg",1,15,5,4,1,10:10:00 AM
"Herz, Greg",1,16,4,4,0,10:25:00 AM
"Herz, Greg",1,17,4,4,0,10:40:00 AM
"Herz, Greg",1,18,2,3,-1,10:55:00 AM
"Aron, Jon",1,1,11,4,7,9:30:00 AM
"Aron, Jon",1,2,4,4,0,9:45:00 AM
"Aron, Jon",1,3,3,4,-1,10:00:00 AM
"Aron, Jon",1,4,6,5,1,10:15:00 AM
"Aron, Jon",1,5,3,3,0,10:30:00 AM
"Aron, Jon",1,6,5,5,0,10:45:00 AM
"Aron, Jon",1,7,5,4,1,11:00:00 AM
"Aron, Jon",1,8,3,3,0,11:15:00 AM
"Aron, Jon",1,9,9,4,5,11:30:00 AM
"Aron, Jon",1,10,4,4,0,11:45:00 AM
"Aron, Jon",1,11,4,5,-1,12:00:00 PM
"Aron, Jon",1,12,3,3,0,12:15:00 PM
"Aron, Jon",1,13,4,4,0,12:30:00 PM
"Aron, Jon",1,14,4,5,-1,12:45:00 PM
"Aron, Jon",1,15,5,4,1,1:00:00 PM
"Aron, Jon",1,16,3,4,-1,1:15:00 PM
"Aron, Jon",1,17,5,4,1,9:00:00 AM
"Aron, Jon",1,18,3,3,0,9:15:00 AM
"Bicerne, Eduardo",1,1,7,4,3,1:15:00 PM
"Bicerne, Eduardo",1,2,5,4,1,9:00:00 AM
"Bicerne, Eduardo",1,3,2,4,-2,9:15:00 AM
"Bicerne, Eduardo",1,4,6,5,1,9:30:00 AM
"Bicerne, Eduardo",1,5,4,3,1,9:45:00 AM
"Bicerne, Eduardo",1,6,6,5,1,10:00:00 AM
"Bicerne, Eduardo",1,7,5,4,1,10:15:00 AM
"Bicerne, Eduardo",1,8,4,3,1,10:30:00 AM
"Bicerne, Eduardo",1,9,5,4,1,10:45:00 AM
"Bicerne, Eduardo",1,10,4,4,0,11:00:00 AM
"Bicerne, Eduardo",1,11,6,5,1,11:15:00 AM
"Bicerne, Eduardo",1,12,4,3,1,11:30:00 AM
"Bicerne, Eduardo",1,13,4,4,0,11:45:00 AM
"Bicerne, Eduardo",1,14,5,5,0,12:00:00 PM
"Bicerne, Eduardo",1,15,4,4,0,12:15:00 PM
"Bicerne, Eduardo",1,16,4,4,0,12:30:00 PM
"Bicerne, Eduardo",1,17,4,4,0,12:45:00 PM
"Bicerne, Eduardo",1,18,3,3,0,1:00:00 PM
"Di Maggio, Antonino",1,1,5,4,1,12:00:00 PM
"Di Maggio, Antonino",1,2,4,4,0,12:15:00 PM
"Di Maggio, Antonino",1,3,2,4,-2,12:30:00 PM
"Di Maggio, Antonino",1,4,7,5,2,12:45:00 PM
"Di Maggio, Antonino",1,5,3,3,0,1:00:00 PM
"Di Maggio, Antonino",1,6,7,5,2,1:15:00 PM
"Di Maggio, Antonino",1,7,5,4,1,9:00:00 AM
"Di Maggio, Antonino",1,8,4,3,1,9:15:00 AM
"Di Maggio, Antonino",1,9,5,4,1,9:30:00 AM
"Di Maggio, Antonino",1,10,5,4,1,9:45:00 AM
"Di Maggio, Antonino",1,11,5,5,0,10:00:00 AM
"Di Maggio, Antonino",1,12,4,3,1,10:15:00 AM
"Di Maggio, Antonino",1,13,3,4,-1,10:30:00 AM
"Di Maggio, Antonino",1,14,6,5,1,10:45:00 AM
"Di Maggio, Antonino",1,15,5,4,1,11:00:00 AM
"Di Maggio, Antonino",1,16,4,4,0,11:15:00 AM
"Di Maggio, Antonino",1,17,5,4,1,11:30:00 AM
"Di Maggio, Antonino",1,18,3,3,0,11:45:00 AM
"Garza Acuna, Julio",1,1,7,4,3,11:25:00 AM
"Garza Acuna, Julio",1,2,5,4,1,11:40:00 AM
"Garza Acuna, Julio",1,3,2,4,-2,11:55:00 AM
"Garza Acuna, Julio",1,4,5,5,0,12:10:00 PM
"Garza Acuna, Julio",1,5,3,3,0,12:25:00 PM
"Garza Acuna, Julio",1,6,7,5,2,12:40:00 PM
"Garza Acuna, Julio",1,7,5,4,1,12:55:00 PM
"Garza Acuna, Julio",1,8,4,3,1,1:10:00 PM
"Garza Acuna, Julio",1,9,5,4,1,1:25:00 PM
"Garza Acuna, Julio",1,10,5,4,1,9:10:00 AM
"Garza Acuna, Julio",1,11,6,5,1,9:25:00 AM
"Garza Acuna, Julio",1,12,3,3,0,9:40:00 AM
"Garza Acuna, Julio",1,13,4,4,0,9:55:00 AM
"Garza Acuna, Julio",1,14,4,5,-1,10:10:00 AM
"Garza Acuna, Julio",1,15,5,4,1,10:25:00 AM
"Garza Acuna, Julio",1,16,4,4,0,10:40:00 AM
"Garza Acuna, Julio",1,17,5,4,1,10:55:00 AM
"Garza Acuna, Julio",1,18,3,3,0,11:10:00 AM
"David, Aerts",1,1,5,4,1,9:45:00 AM
"David, Aerts",1,2,6,4,2,10:00:00 AM
"David, Aerts",1,3,3,4,-1,10:15:00 AM
"David, Aerts",1,4,7,5,2,10:30:00 AM
"David, Aerts",1,5,4,3,1,10:45:00 AM
"David, Aerts",1,6,6,5,1,11:00:00 AM
"David, Aerts",1,7,4,4,0,11:15:00 AM
"David, Aerts",1,8,4,3,1,11:30:00 AM
"David, Aerts",1,9,4,4,0,11:45:00 AM
"David, Aerts",1,10,5,4,1,12:00:00 PM
"David, Aerts",1,11,5,5,0,12:15:00 PM
"David, Aerts",1,12,3,3,0,12:30:00 PM
"David, Aerts",1,13,4,4,0,12:45:00 PM
"David, Aerts",1,14,5,5,0,1:00:00 PM
"David, Aerts",1,15,4,4,0,1:15:00 PM
"David, Aerts",1,16,4,4,0,9:00:00 AM
"David, Aerts",1,17,5,4,1,9:15:00 AM
"David, Aerts",1,18,3,3,0,9:30:00 AM
"Peters, Lloyd",1,1,7,4,3,12:10:00 PM
"Peters, Lloyd",1,2,5,4,1,12:25:00 PM
"Peters, Lloyd",1,3,3,4,-1,12:40:00 PM
"Peters, Lloyd",1,4,7,5,2,12:55:00 PM
"Peters, Lloyd",1,5,2,3,-1,1:10:00 PM
"Peters, Lloyd",1,6,5,5,0,1:25:00 PM
"Peters, Lloyd",1,7,5,4,1,9:10:00 AM
"Peters, Lloyd",1,8,4,3,1,9:25:00 AM
"Peters, Lloyd",1,9,7,4,3,9:40:00 AM
"Peters, Lloyd",1,10,5,4,1,9:55:00 AM
"Peters, Lloyd",1,11,4,5,-1,10:10:00 AM
"Peters, Lloyd",1,12,4,3,1,10:25:00 AM
"Peters, Lloyd",1,13,4,4,0,10:40:00 AM
"Peters, Lloyd",1,14,5,5,0,10:55:00 AM
"Peters, Lloyd",1,15,3,4,-1,11:10:00 AM
"Peters, Lloyd",1,16,4,4,0,11:25:00 AM
"Peters, Lloyd",1,17,5,4,1,11:40:00 AM
"Peters, Lloyd",1,18,3,3,0,11:55:00 AM
"Budny, Mike",1,1,6,4,2,10:45:00 AM
"Budny, Mike",1,2,5,4,1,11:00:00 AM
"Budny, Mike",1,3,3,4,-1,11:15:00 AM
"Budny, Mike",1,4,6,5,1,11:30:00 AM
"Budny, Mike",1,5,4,3,1,11:45:00 AM
"Budny, Mike",1,6,6,5,1,12:00:00 PM
"Budny, Mike",1,7,5,4,1,12:15:00 PM
"Budny, Mike",1,8,4,3,1,12:30:00 PM
"Budny, Mike",1,9,6,4,2,12:45:00 PM
"Budny, Mike",1,10,5,4,1,1:00:00 PM
"Budny, Mike",1,11,4,5,-1,1:15:00 PM
"Budny, Mike",1,12,3,3,0,9:00:00 AM
"Budny, Mike",1,13,4,4,0,9:15:00 AM
"Budny, Mike",1,14,6,5,1,9:30:00 AM
"Budny, Mike",1,15,5,4,1,9:45:00 AM
"Budny, Mike",1,16,5,4,1,10:00:00 AM
"Budny, Mike",1,17,3,4,-1,10:15:00 AM
"Budny, Mike",1,18,3,3,0,10:30:00 AM
"Yasutake, Justin",1,1,7,4,3,1:00:00 PM
"Yasutake, Justin",1,2,5,4,1,1:15:00 PM
"Yasutake, Justin",1,3,3,4,-1,9:00:00 AM
"Yasutake, Justin",1,4,6,5,1,9:15:00 AM
"Yasutake, Justin",1,5,4,3,1,9:30:00 AM
"Yasutake, Justin",1,6,4,5,-1,9:45:00 AM
"Yasutake, Justin",1,7,5,4,1,10:00:00 AM
"Yasutake, Justin",1,8,4,3,1,10:15:00 AM
"Yasutake, Justin",1,9,7,4,3,10:30:00 AM
"Yasutake, Justin",1,10,4,4,0,10:45:00 AM
"Yasutake, Justin",1,11,6,5,1,11:00:00 AM
"Yasutake, Justin",1,12,3,3,0,11:15:00 AM
"Yasutake, Justin",1,13,4,4,0,11:30:00 AM
"Yasutake, Justin",1,14,5,5,0,11:45:00 AM
"Yasutake, Justin",1,15,5,4,1,12:00:00 PM
"Yasutake, Justin",1,16,4,4,0,12:15:00 PM
"Yasutake, Justin",1,17,5,4,1,12:30:00 PM
"Yasutake, Justin",1,18,3,3,0,12:45:00 PM
"Dadsetan, Sep",1,1,6,4,2,11:55:00 AM
"Dadsetan, Sep",1,2,4,4,0,12:10:00 PM
"Dadsetan, Sep",1,3,3,4,-1,12:25:00 PM
"Dadsetan, Sep",1,4,9,5,4,12:40:00 PM
"Dadsetan, Sep",1,5,3,3,0,12:55:00 PM
"Dadsetan, Sep",1,6,7,5,2,1:10:00 PM
"Dadsetan, Sep",1,7,6,4,2,1:25:00 PM
"Dadsetan, Sep",1,8,4,3,1,9:10:00 AM
"Dadsetan, Sep",1,9,4,4,0,9:25:00 AM
"Dadsetan, Sep",1,10,5,4,1,9:40:00 AM
"Dadsetan, Sep",1,11,4,5,-1,9:55:00 AM
"Dadsetan, Sep",1,12,3,3,0,10:10:00 AM
"Dadsetan, Sep",1,13,4,4,0,10:25:00 AM
"Dadsetan, Sep",1,14,4,5,-1,10:40:00 AM
"Dadsetan, Sep",1,15,6,4,2,10:55:00 AM
"Dadsetan, Sep",1,16,5,4,1,11:10:00 AM
"Dadsetan, Sep",1,17,4,4,0,11:25:00 AM
"Dadsetan, Sep",1,18,4,3,1,11:40:00 AM
"Moorefield, Sebastian",1,1,4,4,0,10:30:00 AM
"Moorefield, Sebastian",1,2,6,4,2,10:45:00 AM
"Moorefield, Sebastian",1,3,3,4,-1,11:00:00 AM
"Moorefield, Sebastian",1,4,5,5,0,11:15:00 AM
"Moorefield, Sebastian",1,5,3,3,0,11:30:00 AM
"Moorefield, Sebastian",1,6,6,5,1,11:45:00 AM
"Moorefield, Sebastian",1,7,5,4,1,12:00:00 PM
"Moorefield, Sebastian",1,8,5,3,2,12:15:00 PM
"Moorefield, Sebastian",1,9,5,4,1,12:30:00 PM
"Moorefield, Sebastian",1,10,4,4,0,12:45:00 PM
"Moorefield, Sebastian",1,11,5,5,0,1:00:00 PM
"Moorefield, Sebastian",1,12,5,3,2,1:15:00 PM
"Moorefield, Sebastian",1,13,4,4,0,9:00:00 AM
"Moorefield, Sebastian",1,14,6,5,1,9:15:00 AM
"Moorefield, Sebastian",1,15,5,4,1,9:30:00 AM
"Moorefield, Sebastian",1,16,4,4,0,9:45:00 AM
"Moorefield, Sebastian",1,17,6,4,2,10:00:00 AM
"Moorefield, Sebastian",1,18,3,3,0,10:15:00 AM
"Aron, Kyle",1,1,9,4,5,9:00:00 AM
"Aron, Kyle",1,2,5,4,1,9:15:00 AM
"Aron, Kyle",1,3,3,4,-1,9:30:00 AM
"Aron, Kyle",1,4,6,5,1,9:45:00 AM
"Aron, Kyle",1,5,3,3,0,10:00:00 AM
"Aron, Kyle",1,6,6,5,1,10:15:00 AM
"Aron, Kyle",1,7,6,4,2,10:30:00 AM
"Aron, Kyle",1,8,4,3,1,10:45:00 AM
"Aron, Kyle",1,9,6,4,2,11:00:00 AM
"Aron, Kyle",1,10,6,4,2,11:15:00 AM
"Aron, Kyle",1,11,5,5,0,11:30:00 AM
"Aron, Kyle",1,12,3,3,0,11:45:00 AM
"Aron, Kyle",1,13,5,4,1,12:00:00 PM
"Aron, Kyle",1,14,4,5,-1,12:15:00 PM
"Aron, Kyle",1,15,7,4,3,12:30:00 PM
