player,round,hole,strokes,par,score,time
"Bilancieri, Andres",3,8,4,3,1,8:40:00 AM
"Bilancieri, Andres",3,9,5,4,1,8:55:00 AM
"Bilancieri, Andres",3,10,4,4,0,9:10:00 AM
"Bilancieri, Andres",3,11,4,5,-1,9:25:00 AM
"Bilancieri, Andres",3,12,5,3,2,9:40:00 AM
"Bilancieri, Andres",3,13,3,4,-1,9:55:00 AM
"Bilancieri, Andres",3,14,4,5,-1,10:10:00 AM
"Bilancieri, Andres",3,15,5,4,1,10:25:00 AM
"Bilancieri, Andres",3,16,4,4,0,10:40:00 AM
"Bilancieri, Andres",3,17,5,4,1,10:55:00 AM
"Bilancieri, Andres",3,18,2,3,-1,11:10:00 AM
"Bhasin, Gurmukh",3,1,9,4,5,12:00:00 PM
"Bhasin, Gurmukh",3,2,4,4,0,12:15:00 PM
"Bhasin, Gurmukh",3,3,3,4,-1,8:00:00 AM
"Bhasin, Gurmukh",3,4,5,5,0,8:15:00 AM
"Bhasin, Gurmukh",3,5,3,3,0,8:30:00 AM
"Bhasin, Gurmukh",3,6,4,5,-1,8:45:00 AM
"Bhasin, Gurmukh",3,7,5,4,1,9:00:00 AM
"Bhasin, Gurmukh",3,8,3,3,0,9:15:00 AM
"Bhasin, Gurmukh",3,9,5,4,1,9:30:00 AM
"Bhasin, Gurmukh",3,10,5,4,1,9:45:00 AM
"Bhasin, Gurmukh",3,11,6,5,1,10:00:00 AM
"Bhasin, Gurmukh",3,12,3,3,0,10:15:00 AM
"Bhasin, Gurmukh",3,13,4,4,0,10:30:00 AM
"Bhasin, Gurmukh",3,14,4,5,-1,10:45:00 AM
"Bhasin, Gurmukh",3,15,8,4,4,11:00:00 AM
"Bhasin, Gurmukh",3,16,3,4,-1,11:15:00 AM
"Bhasin, Gurmukh",3,17,5,4,1,11:30:00 AM
"Bhasin, Gurmukh",3,18,2,3,-1,11:45:00 AM
"Jimmy, Hue",3,1,4,4,0,11:10:00 AM
"Jimmy, Hue",3,2,5,4,1,11:25:00 AM
"Jimmy, Hue",3,3,4,4,0,11:40:00 AM
"Jimmy, Hue",3,4,5,5,0,11:55:00 AM
"Jimmy, Hue",3,5,3,3,0,12:10:00 PM
"Jimmy, Hue",3,6,6,5,1,12:25:00 PM
"Jimmy, Hue",3,7,4,4,0,8:10:00 AM
"Jimmy, Hue",3,8,4,3,1,8:25:00 AM
"Jimmy, Hue",3,9,6,4,2,8:40:00 AM
"Jimmy, Hue",3,10,4,4,0,8:55:00 AM
"Jimmy, Hue",3,11,5,5,0,9:10:00 AM
"Jimmy, Hue",3,12,3,3,0,9:25:00 AM
"Jimmy, Hue",3,13,3,4,-1,9:40:00 AM
"Jimmy, Hue",3,14,5,5,0,9:55:00 AM
"Jimmy, Hue",3,15,4,4,0,10:10:00 AM
"Jimmy, Hue",3,16,3,4,-1,10:25:00 AM
"Jimmy, Hue",3,17,4,4,0,10:40:00 AM
"Jimmy, Hue",3,18,4,3,1,10:55:00 AM
"Gaytan, Pablo",3,1,5,4,1,11:45:00 AM
"Gaytan, Pablo",3,2,4,4,0,12:00:00 PM
"Gaytan, Pablo",3,3,3,4,-1,12:15:00 PM
"Gaytan, Pablo",3,4,7,5,2,8:00:00 AM
"Gaytan, Pablo",3,5,4,3,1,8:15:00 AM
"Gaytan, Pablo",3,6,5,5,0,8:30:00 AM
"Gaytan, Pablo",3,7,5,4,1,8:45:00 AM
"Gaytan, Pablo",3,8,4,3,1,9:00:00 AM
"Gaytan, Pablo",3,9,6,4,2,9:15:00 AM
"Gaytan, Pablo",3,10,5,4,1,9:30:00 AM
"Gaytan, Pablo",3,11,4,5,-1,9:45:00 AM
"Gaytan, Pablo",3,12,3,3,0,10:00:00 AM
"Gaytan, Pablo",3,13,3,4,-1,10:15:00 AM
"Gaytan, Pablo",3,14,4,5,-1,10:30:00 AM
"Gaytan, Pablo",3,15,7,4,3,10:45:00 AM
"Gaytan, Pablo",3,16,4,4,0,11:00:00 AM
"Gaytan, Pablo",3,17,3,4,-1,11:15:00 AM
"Gaytan, Pablo",3,18,3,3,0,11:30:00 AM
"DeTranquilli, Nikko",3,1,8,4,4,12:10:00 PM
"DeTranquilli, Nikko",3,2,5,4,1,12:25:00 PM
"DeTranquilli, Nikko",3,3,4,4,0,8:10:00 AM
"DeTranquilli, Nikko",3,4,6,5,1,8:25:00 AM
"DeTranquilli, Nikko",3,5,4,3,1,8:40:00 AM
"DeTranquilli, Nikko",3,6,5,5,0,8:55:00 AM
"DeTranquilli, Nikko",3,7,4,4,0,9:10:00 AM
"DeTranquilli, Nikko",3,8,3,3,0,9:25:00 AM
"DeTranquilli, Nikko",3,9,7,4,3,9:40:00 AM
"DeTranquilli, Nikko",3,10,4,4,0,9:55:00 AM
"DeTranquilli, Nikko",3,11,6,5,1,10:10:00 AM
"DeTranquilli, Nikko",3,12,3,3,0,10:25:00 AM
"DeTranquilli, Nikko",3,13,5,4,1,10:40:00 AM
"DeTranquilli, Nikko",3,14,3,5,-2,10:55:00 AM
"DeTranquilli, Nikko",3,15,6,4,2,11:10:00 AM
"DeTranquilli, Nikko",3,16,4,4,0,11:25:00 AM
"DeTranquilli, Nikko",3,17,3,4,-1,11:40:00 AM
"DeTranquilli, Nikko",3,18,3,3,0,11:55:00 AM
"Reidt, Chris",3,1,5,4,1,11:40:00 AM
"Reidt, Chris",3,2,5,4,1,11:55:00 AM
"Reidt, Chris",3,3,4,4,0,12:10:00 PM
"Reidt, Chris",3,4,5,5,0,12:25:00 PM
"Reidt, Chris",3,5,3,3,0,8:10:00 AM
"Reidt, Chris",3,6,6,5,1,8:25:00 AM
"Reidt, Chris",3,7,4,4,0,8:40:00 AM
"Reidt, Chris",3,8,4,3,1,8:55:00 AM
"Reidt, Chris",3,9,5,4,1,9:10:00 AM
"Reidt, Chris",3,10,5,4,1,9:25:00 AM
"Reidt, Chris",3,11,5,5,0,9:40:00 AM
"Reidt, Chris",3,12,4,3,1,9:55:00 AM
"Reidt, Chris",3,13,4,4,0,10:10:00 AM
"Reidt, Chris",3,14,4,5,-1,10:25:00 AM
"Reidt, Chris",3,15,5,4,1,10:40:00 AM
"Reidt, Chris",3,16,4,4,0,10:55:00 AM
"Reidt, Chris",3,17,5,4,1,11:10:00 AM
"Reidt, Chris",3,18,2,3,-1,11:25:00 AM
"Perez, Juan Ramon",3,1,6,4,2,10:45:00 AM
"Perez, Juan Ramon",3,2,5,4,1,11:00:00 AM
"Perez, Juan Ramon",3,3,5,4,1,11:15:00 AM
"Perez, Juan Ramon",3,4,5,5,0,11:30:00 AM
"Perez, Juan Ramon",3,5,3,3,0,11:45:00 AM
"Perez, Juan Ramon",3,6,6,5,1,12:00:00 PM
"Perez, Juan Ramon",3,7,5,4,1,12:15:00 PM
"Perez, Juan Ramon",3,8,4,3,1,8:00:00 AM
"Perez, Juan Ramon",3,9,6,4,2,8:15:00 AM
"Perez, Juan Ramon",3,10,4,4,0,8:30:00 AM
"Perez, Juan Ramon",3,11,5,5,0,8:45:00 AM
"Perez, Juan Ramon",3,12,2,3,-1,9:00:00 AM
"Perez, Juan Ramon",3,13,3,4,-1,9:15:00 AM
"Perez, Juan Ramon",3,14,4,5,-1,9:30:00 AM
"Perez, Juan Ramon",3,15,2,4,-2,9:45:00 AM
"Perez, Juan Ramon",3,16,3,4,-1,10:00:00 AM
"Perez, Juan Ramon",3,17,4,4,0,10:15:00 AM
"Perez, Juan Ramon",3,18,3,3,0,10:30:00 AM
"Tamayo, Jose",3,1,5,4,1,10:55:00 AM
"Tamayo, Jose",3,2,4,4,0,11:10:00 AM
"Tamayo, Jose",3,3,4,4,0,11:25:00 AM
"Tamayo, Jose",3,4,5,5,0,11:40:00 AM
"Tamayo, Jose",3,5,3,3,0,11:55:00 AM
"Tamayo, Jose",3,6,5,5,0,12:10:00 PM
"Tamayo, Jose",3,7,5,4,1,12:25:00 PM
"Tamayo, Jose",3,8,4,3,1,8:10:00 AM
"Tamayo, Jose",3,9,4,4,0,8:25:00 AM
"Tamayo, Jose",3,10,4,4,0,8:40:00 AM
"Tamayo, Jose",3,11,5,5,0,8:55:00 AM
"Tamayo, Jose",3,12,3,3,0,9:10:00 AM
"Tamayo, Jose",3,13,4,4,0,9:25:00 AM
"Tamayo, Jose",3,14,5,5,0,9:40:00 AM
"Tamayo, Jose",3,15,4,4,0,9:55:00 AM
"Tamayo, Jose",3,16,4,4,0,10:10:00 AM
"Tamayo, Jose",3,17,4,4,0,10:25:00 AM
"Tamayo, Jose",3,18,3,3,0,10:40:00 AM
"Madero Chavez, Rene Alonso",3,1,10,4,6,12:15:00 PM
"Madero Chavez, Rene Alonso",3,2,4,4,0,8:00:00 AM
"Madero Chavez, Rene Alonso",3,3,3,4,-1,8:15:00 AM
"Madero Chavez, Rene Alonso",3,4,6,5,1,8:30:00 AM
"Madero Chavez, Rene Alonso",3,5,3,3,0,8:45:00 AM
"Madero Chavez, Rene Alonso",3,6,5,5,0,9:00:00 AM
"Madero Chavez, Rene Alonso",3,7,4,4,0,9:15:00 AM
"Madero Chavez, Rene Alonso",3,8,4,3,1,9:30:00 AM
"Madero Chavez, Rene Alonso",3,9,5,4,1,9:45:00 AM
"Madero Chavez, Rene Alonso",3,10,6,4,2,10:00:00 AM
"Madero Chavez, Rene Alonso",3,11,5,5,0,10:15:00 AM
"Madero Chavez, Rene Alonso",3,12,3,3,0,10:30:00 AM
"Madero Chavez, Rene Alonso",3,13,4,4,0,10:45:00 AM
"Madero Chavez, Rene Alonso",3,14,4,5,-1,11:00:00 AM
"Madero Chavez, Rene Alonso",3,15,7,4,3,11:15:00 AM
"Madero Chavez, Rene Alonso",3,16,5,4,1,11:30:00 AM
"Madero Chavez, Rene Alonso",3,17,4,4,0,11:45:00 AM
"Madero Chavez, Rene Alonso",3,18,3,3,0,12:00:00 PM
"Pelliccioni, Sebastian",3,1,5,4,1,11:30:00 AM
"Pelliccioni, Sebastian",3,2,3,4,-1,11:45:00 AM
"Pelliccioni, Sebastian",3,3,7,4,3,12:00:00 PM
"Pelliccioni, Sebastian",3,4,5,5,0,12:15:00 PM
"Pelliccioni, Sebastian",3,5,3,3,0,8:00:00 AM
"Pelliccioni, Sebastian",3,6,6,5,1,8:15:00 AM
"Pelliccioni, Sebastian",3,7,4,4,0,8:30:00 AM
"Pelliccioni, Sebastian",3,8,4,3,1,8:45:00 AM
"Pelliccioni, Sebastian",3,9,5,4,1,9:00:00 AM
"Pelliccioni, Sebastian",3,10,5,4,1,9:15:00 AM
"Pelliccioni, Sebastian",3,11,4,5,-1,9:30:00 AM
"Pelliccioni, Sebastian",3,12,4,3,1,9:45:00 AM
"Pelliccioni, Sebastian",3,13,4,4,0,10:00:00 AM
"Pelliccioni, Sebastian",3,14,5,5,0,10:15:00 AM
"Pelliccioni, Sebastian",3,15,4,4,0,10:30:00 AM
"Pelliccioni, Sebastian",3,16,4,4,0,10:45:00 AM
"Pelliccioni, Sebastian",3,17,4,4,0,11:00:00 AM
"Pelliccioni, Sebastian",3,18,4,3,1,11:15:00 AM
"Wojtyla, Bart",3,1,10,4,6,11:55:00 AM
"Wojtyla, Bart",3,2,5,4,1,12:10:00 PM
"Wojtyla, Bart",3,3,3,4,-1,12:25:00 PM
"Wojtyla, Bart",3,4,5,5,0,8:10:00 AM
"Wojtyla, Bart",3,5,3,3,0,8:25:00 AM
"Wojtyla, Bart",3,6,5,5,0,8:40:00 AM
"Wojtyla, Bart",3,7,4,4,0,8:55:00 AM
"Wojtyla, Bart",3,8,4,3,1,9:10:00 AM
"Wojtyla, Bart",3,9,6,4,2,9:25:00 AM
"Wojtyla, Bart",3,10,4,4,0,9:40:00 AM
"Wojtyla, Bart",3,11,5,5,0,9:55:00 AM
"Wojtyla, Bart",3,12,3,3,0,10:10:00 AM
"Wojtyla, Bart",3,13,5,4,1,10:25:00 AM
"Wojtyla, Bart",3,14,5,5,0,10:40:00 AM
"Wojtyla, Bart",3,15,6,4,2,10:55:00 AM
"Wojtyla, Bart",3,16,4,4,0,11:10:00 AM
"Wojtyla, Bart",3,17,5,4,1,11:25:00 AM
"Wojtyla, Bart",3,18,2,3,-1,11:40:00 AM
"Barragan, Luis",3,1,5,4,1,10:15:00 AM
"Barragan, Luis",3,2,4,4,0,10:30:00 AM
"Barragan, Luis",3,3,4,4,0,10:45:00 AM
"Barragan, Luis",3,4,4,5,-1,11:00:00 AM
"Barragan, Luis",3,5,4,3,1,11:15:00 AM
"Barragan, Luis",3,6,5,5,0,11:30:00 AM
"Barragan, Luis",3,7,4,4,0,11:45:00 AM
"Barragan, Luis",3,8,4,3,1,12:00:00 PM
"Barragan, Luis",3,9,5,4,1,12:15:00 PM
"Barragan, Luis",3,10,4,4,0,8:00:00 AM
"Barragan, Luis",3,11,6,5,1,8:15:00 AM
"Barragan, Luis",3,12,2,3,-1,8:30:00 AM
"Barragan, Luis",3,13,4,4,0,8:45:00 AM
"Barragan, Luis",3,14,4,5,-1,9:00:00 AM
"Barragan, Luis",3,15,3,4,-1,9:15:00 AM
"Barragan, Luis",3,16,3,4,-1,9:30:00 AM
"Barragan, Luis",3,17,4,4,0,9:45:00 AM
"Barragan, Luis",3,18,3,3,0,10:00:00 AM
"Villalobos, Enrique",3,1,4,4,0,10:40:00 AM
"Villalobos, Enrique",3,2,4,4,0,10:55:00 AM
"Villalobos, Enrique",3,3,3,4,-1,11:10:00 AM
"Villalobos, Enrique",3,4,7,5,2,11:25:00 AM
"Villalobos, Enrique",3,5,3,3,0,11:40:00 AM
"Villalobos, Enrique",3,6,6,5,1,11:55:00 AM
"Villalobos, Enrique",3,7,5,4,1,12:10:00 PM
"Villalobos, Enrique",3,8,4,3,1,12:25:00 PM
"Villalobos, Enrique",3,9,5,4,1,8:10:00 AM
"Villalobos, Enrique",3,10,4,4,0,8:25:00 AM
"Villalobos, Enrique",3,11,4,5,-1,8:40:00 AM
"Villalobos, Enrique",3,12,3,3,0,8:55:00 AM
"Villalobos, Enrique",3,13,4,4,0,9:10:00 AM
"Villalobos, Enrique",3,14,4,5,-1,9:25:00 AM
"Villalobos, Enrique",3,15,3,4,-1,9:40:00 AM
"Villalobos, Enrique",3,16,4,4,0,9:55:00 AM
"Villalobos, Enrique",3,17,4,4,0,10:10:00 AM
"Villalobos, Enrique",3,18,3,3,0,10:25:00 AM
"Matteoli, Richard Zak",3,1,4,4,0,10:30:00 AM
"Matteoli, Richard Zak",3,2,4,4,0,10:45:00 AM
"Matteoli, Richard Zak",3,3,2,4,-2,11:00:00 AM
"Matteoli, Richard Zak",3,4,6,5,1,11:15:00 AM
"Matteoli, Richard Zak",3,5,3,3,0,11:30:00 AM
"Matteoli, Richard Zak",3,6,6,5,1,11:45:00 AM
"Matteoli, Richard Zak",3,7,4,4,0,12:00:00 PM
"Matteoli, Richard Zak",3,8,4,3,1,12:15:00 PM
"Matteoli, Richard Zak",3,9,5,4,1,8:00:00 AM
"Matteoli, Richard Zak",3,10,7,4,3,8:15:00 AM
"Matteoli, Richard Zak",3,11,4,5,-1,8:30:00 AM
"Matteoli, Richard Zak",3,12,3,3,0,8:45:00 AM
"Matteoli, Richard Zak",3,13,2,4,-2,9:00:00 AM
"Matteoli, Richard Zak",3,14,3,5,-2,9:15:00 AM
"Matteoli, Richard Zak",3,15,4,4,0,9:30:00 AM
"Matteoli, Richard Zak",3,16,4,4,0,9:45:00 AM
"Matteoli, Richard Zak",3,17,5,4,1,10:00:00 AM
"Matteoli, Richard Zak",3,18,3,3,0,10:15:00 AM
"Garcia, Jose",3,1,5,4,1,11:00:00 AM
"Garcia, Jose",3,2,4,4,0,11:15:00 AM
"Garcia, Jose",3,3,3,4,-1,11:30:00 AM
"Garcia, Jose",3,4,6,5,1,11:45:00 AM
"Garcia, Jose",3,5,4,3,1,12:00:00 PM
"Garcia, Jose",3,6,7,5,2,12:15:00 PM
"Garcia, Jose",3,7,4,4,0,8:00:00 AM
"Garcia, Jose",3,8,5,3,2,8:15:00 AM
"Garcia, Jose",3,9,5,4,1,8:30:00 AM
"Garcia, Jose",3,10,4,4,0,8:45:00 AM
"Garcia, Jose",3,11,6,5,1,9:00:00 AM
"Garcia, Jose",3,12,3,3,0,9:15:00 AM
"Garcia, Jose",3,13,3,4,-1,9:30:00 AM
"Garcia, Jose",3,14,4,5,-1,9:45:00 AM
"Garcia, Jose",3,15,6,4,2,10:00:00 AM
"Garcia, Jose",3,16,3,4,-1,10:15:00 AM
"Garcia, Jose",3,17,3,4,-1,10:30:00 AM
"Garcia, Jose",3,18,3,3,0,10:45:00 AM
"Arciniega, Bogar",3,1,6,4,2,11:15:00 AM
"Arciniega, Bogar",3,2,6,4,2,11:30:00 AM
"Arciniega, Bogar",3,3,4,4,0,11:45:00 AM
"Arciniega, Bogar",3,4,6,5,1,12:00:00 PM
"Arciniega, Bogar",3,5,3,3,0,12:15:00 PM
"Arciniega, Bogar",3,6,6,5,1,8:00:00 AM
"Arciniega, Bogar",3,7,4,4,0,8:15:00 AM
"Arciniega, Bogar",3,8,4,3,1,8:30:00 AM
"Arciniega, Bogar",3,9,5,4,1,8:45:00 AM
"Arciniega, Bogar",3,10,5,4,1,9:00:00 AM
"Arciniega, Bogar",3,11,3,5,-2,9:15:00 AM
"Arciniega, Bogar",3,12,4,3,1,9:30:00 AM
"Arciniega, Bogar",3,13,4,4,0,9:45:00 AM
"Arciniega, Bogar",3,14,5,5,0,10:00:00 AM
"Arciniega, Bogar",3,15,5,4,1,10:15:00 AM
"Arciniega, Bogar",3,16,3,4,-1,10:30:00 AM
"Arciniega, Bogar",3,17,4,4,0,10:45:00 AM
"Arciniega, Bogar",3,18,3,3,0,11:00:00 AM
"Johnson, Jeremy",3,1,7,4,3,11:45:00 AM
"Johnson, Jeremy",3,2,5,4,1,12:00:00 PM
"Johnson, Jeremy",3,3,4,4,0,12:15:00 PM
"Johnson, Jeremy",3,4,7,5,2,8:00:00 AM
"Johnson, Jeremy",3,5,4,3,1,8:15:00 AM
"Johnson, Jeremy",3,6,6,5,1,8:30:00 AM
"Johnson, Jeremy",3,7,5,4,1,8:45:00 AM
"Johnson, Jeremy",3,8,3,3,0,9:00:00 AM
"Johnson, Jeremy",3,9,5,4,1,9:15:00 AM
"Johnson, Jeremy",3,10,4,4,0,9:30:00 AM
"Johnson, Jeremy",3,11,5,5,0,9:45:00 AM
"Johnson, Jeremy",3,12,4,3,1,10:00:00 AM
"Johnson, Jeremy",3,13,4,4,0,10:15:00 AM
"Johnson, Jeremy",3,14,5,5,0,10:30:00 AM
"Johnson, Jeremy",3,15,4,4,0,10:45:00 AM
"Johnson, Jeremy",3,16,4,4,0,11:00:00 AM
"Johnson, Jeremy",3,17,4,4,0,11:15:00 AM
"Johnson, Jeremy",3,18,3,3,0,11:30:00 AM
"Guzman, Victor",3,1,5,4,1,11:10:00 AM
"Guzman, Victor",3,2,5,4,1,11:25:00 AM
"Guzman, Victor",3,3,4,4,0,11:40:00 AM
"Guzman, Victor",3,4,5,5,0,11:55:00 AM
"Guzman, Victor",3,5,3,3,0,12:10:00 PM
"Guzman, Victor",3,6,7,5,2,12:25:00 PM
"Guzman, Victor",3,7,4,4,0,8:10:00 AM
"Guzman, Victor",3,8,4,3,1,8:25:00 AM
"Guzman, Victor",3,9,5,4,1,8:40:00 AM
"Guzman, Victor",3,10,5,4,1,8:55:00 AM
"Guzman, Victor",3,11,5,5,0,9:10:00 AM
"Guzman, Victor",3,12,4,3,1,9:25:00 AM
"Guzman, Victor",3,13,4,4,0,9:40:00 AM
"Guzman, Victor",3,14,5,5,0,9:55:00 AM
"Guzman, Victor",3,15,4,4,0,10:10:00 AM
"Guzman, Victor",3,16,3,4,-1,10:25:00 AM
"Guzman, Victor",3,17,4,4,0,10:40:00 AM
"Guzman, Victor",3,18,3,3,0,10:55:00 AM
"Reyes Retana, Enrique",3,1,6,4,2,10:25:00 AM
"Reyes Retana, Enrique",3,2,4,4,0,10:40:00 AM
"Reyes Retana, Enrique",3,3,3,4,-1,10:55:00 AM
"Reyes Retana, Enrique",3,4,5,5,0,11:10:00 AM
"Reyes Retana, Enrique",3,5,3,3,0,11:25:00 AM
"Reyes Retana, Enrique",3,6,4,5,-1,11:40:00 AM
"Reyes Retana, Enrique",3,7,5,4,1,11:55:00 AM
"Reyes Retana, Enrique",3,8,4,3,1,12:10:00 PM
"Reyes Retana, Enrique",3,9,5,4,1,12:25:00 PM
"Reyes Retana, Enrique",3,10,5,4,1,8:10:00 AM
"Reyes Retana, Enrique",3,11,5,5,0,8:25:00 AM
"Reyes Retana, Enrique",3,12,3,3,0,8:40:00 AM
"Reyes Retana, Enrique",3,13,3,4,-1,8:55:00 AM
"Reyes Retana, Enrique",3,14,4,5,-1,9:10:00 AM
"Reyes Retana, Enrique",3,15,3,4,-1,9:25:00 AM
"Reyes Retana, Enrique",3,16,4,4,0,9:40:00 AM
"Reyes Retana, Enrique",3,17,4,4,0,9:55:00 AM
"Reyes Retana, Enrique",3,18,3,3,0,10:10:00 AM
"Ruiz, Raul",3,1,5,4,1,11:10:00 AM
"Ruiz, Raul",3,2,5,4,1,11:25:00 AM
"Ruiz, Raul",3,3,4,4,0,11:40:00 AM
"Ruiz, Raul",3,4,5,5,0,11:55:00 AM
"Ruiz, Raul",3,5,4,3,1,12:10:00 PM
"Ruiz, Raul",3,6,7,5,2,12:25:00 PM
"Ruiz, Raul",3,7,4,4,0,8:10:00 AM
"Ruiz, Raul",3,8,3,3,0,8:25:00 AM
"Ruiz, Raul",3,9,6,4,2,8:40:00 AM
"Ruiz, Raul",3,10,5,4,1,8:55:00 AM
"Ruiz, Raul",3,11,6,5,1,9:10:00 AM
"Ruiz, Raul",3,12,4,3,1,9:25:00 AM
"Ruiz, Raul",3,13,3,4,-1,9:40:00 AM
"Ruiz, Raul",3,14,5,5,0,9:55:00 AM
"Ruiz, Raul",3,15,4,4,0,10:10:00 AM
"Ruiz, Raul",3,16,3,4,-1,10:25:00 AM
"Ruiz, Raul",3,17,4,4,0,10:40:00 AM
"Ruiz, Raul",3,18,3,3,0,10:55:00 AM
"Fulling, Bryan",3,1,6,4,2,11:15:00 AM
"Fulling, Bryan",3,2,5,4,1,11:30:00 AM
"Fulling, Bryan",3,3,3,4,-1,11:45:00 AM
"Fulling, Bryan",3,4,6,5,1,12:00:00 PM
"Fulling, Bryan",3,5,3,3,0,12:15:00 PM
"Fulling, Bryan",3,6,6,5,1,8:00:00 AM
"Fulling, Bryan",3,7,4,4,0,8:15:00 AM
"Fulling, Bryan",3,8,5,3,2,8:30:00 AM
"Fulling, Bryan",3,9,5,4,1,8:45:00 AM
"Fulling, Bryan",3,10,5,4,1,9:00:00 AM
"Fulling, Bryan",3,11,4,5,-1,9:15:00 AM
"Fulling, Bryan",3,12,4,3,1,9:30:00 AM
"Fulling, Bryan",3,13,4,4,0,9:45:00 AM
"Fulling, Bryan",3,14,5,5,0,10:00:00 AM
"Fulling, Bryan",3,15,5,4,1,10:15:00 AM
"Fulling, Bryan",3,16,4,4,0,10:30:00 AM
"Fulling, Bryan",3,17,4,4,0,10:45:00 AM
"Fulling, Bryan",3,18,3,3,0,11:00:00 AM
"Mendive, Lucas",3,1,6,4,2,11:25:00 AM
"Mendive, Lucas",3,2,5,4,1,11:40:00 AM
"Mendive, Lucas",3,3,2,4,-2,11:55:00 AM
"Mendive, Lucas",3,4,6,5,1,12:10:00 PM
"Mendive, Lucas",3,5,4,3,1,12:25:00 PM
"Mendive, Lucas",3,6,5,5,0,8:10:00 AM
"Mendive, Lucas",3,7,5,4,1,8:25:00 AM
"Mendive, Lucas",3,8,4,3,1,8:40:00 AM
"Mendive, Lucas",3,9,5,4,1,8:55:00 AM
"Mendive, Lucas",3,10,4,4,0,9:10:00 AM
"Mendive, Lucas",3,11,5,5,0,9:25:00 AM
"Mendive, Lucas",3,12,3,3,0,9:40:00 AM
"Mendive, Lucas",3,13,7,4,3,9:55:00 AM
"Mendive, Lucas",3,14,4,5,-1,10:10:00 AM
"Mendive, Lucas",3,15,4,4,0,10:25:00 AM
"Mendive, Lucas",3,16,4,4,0,10:40:00 AM
"Mendive, Lucas",3,17,5,4,1,10:55:00 AM
"Mendive, Lucas",3,18,3,3,0,11:10:00 AM
"O Donnell, Ian",3,1,7,4,3,11:10:00 AM
"O Donnell, Ian",3,2,6,4,2,11:25:00 AM
"O Donnell, Ian",3,3,4,4,0,11:40:00 AM
"O Donnell, Ian",3,4,6,5,1,11:55:00 AM
"O Donnell, Ian",3,5,4,3,1,12:10:00 PM
"O Donnell, Ian",3,6,5,5,0,12:25:00 PM
"O Donnell, Ian",3,7,4,4,0,8:10:00 AM
"O Donnell, Ian",3,8,4,3,1,8:25:00 AM
"O Donnell, Ian",3,9,5,4,1,8:40:00 AM
"O Donnell, Ian",3,10,4,4,0,8:55:00 AM
"O Donnell, Ian",3,11,5,5,0,9:10:00 AM
"O Donnell, Ian",3,12,4,3,1,9:25:00 AM
"O Donnell, Ian",3,13,4,4,0,9:40:00 AM
"O Donnell, Ian",3,14,5,5,0,9:55:00 AM
"O Donnell, Ian",3,15,4,4,0,10:10:00 AM
"O Donnell, Ian",3,16,4,4,0,10:25:00 AM
"O Donnell, Ian",3,17,3,4,-1,10:40:00 AM
"O Donnell, Ian",3,18,2,3,-1,10:55:00 AM
"Martinez Santos, Tomas Alejandro",3,1,5,4,1,10:55:00 AM
"Martinez Santos, Tomas Alejandro",3,2,5,4,1,11:10:00 AM
"Martinez Santos, Tomas Alejandro",3,3,3,4,-1,11:25:00 AM
"Martinez Santos, Tomas Alejandro",3,4,6,5,1,11:40:00 AM
"Martinez Santos, Tomas Alejandro",3,5,3,3,0,11:55:00 AM
"Martinez Santos, Tomas Alejandro",3,6,5,5,0,12:10:00 PM
"Martinez Santos, Tomas Alejandro",3,7,6,4,2,12:25:00 PM
"Martinez Santos, Tomas Alejandro",3,8,5,3,2,8:10:00 AM
"Martinez Santos, Tomas Alejandro",3,9,5,4,1,8:25:00 AM
"Martinez Santos, Tomas Alejandro",3,10,5,4,1,8:40:00 AM
"Martinez Santos, Tomas Alejandro",3,11,5,5,0,8:55:00 AM
"Martinez Santos, Tomas Alejandro",3,12,3,3,0,9:10:00 AM
"Martinez Santos, Tomas Alejandro",3,13,3,4,-1,9:25:00 AM
"Martinez Santos, Tomas Alejandro",3,14,5,5,0,9:40:00 AM
"Martinez Santos, Tomas Alejandro",3,15,5,4,1,9:55:00 AM
"Martinez Santos, Tomas Alejandro",3,16,4,4,0,10:10:00 AM
"Martinez Santos, Tomas Alejandro",3,17,4,4,0,10:25:00 AM
"Martinez Santos, Tomas Alejandro",3,18,2,3,-1,10:40:00 AM
"Herz, Mark",3,1,5,4,1,10:40:00 AM
"Herz, Mark",3,2,4,4,0,10:55:00 AM
"Herz, Mark",3,3,5,4,1,11:10:00 AM
"Herz, Mark",3,4,6,5,1,11:25:00 AM
"Herz, Mark",3,5,3,3,0,11:40:00 AM
"Herz, Mark",3,6,5,5,0,11:55:00 AM
"Herz, Mark",3,7,4,4,0,12:10:00 PM
"Herz, Mark",3,8,3,3,0,12:25:00 PM
"Herz, Mark",3,9,5,4,1,8:10:00 AM
"Herz, Mark",3,10,4,4,0,8:25:00 AM
"Herz, Mark",3,11,5,5,0,8:40:00 AM
"Herz, Mark",3,12,5,3,2,8:55:00 AM
"Herz, Mark",3,13,3,4,-1,9:10:00 AM
"Herz, Mark",3,14,5,5,0,9:25:00 AM
"Herz, Mark",3,15,3,4,-1,9:40:00 AM
"Herz, Mark",3,16,4,4,0,9:55:00 AM
"Herz, Mark",3,17,4,4,0,10:10:00 AM
"Herz, Mark",3,18,3,3,0,10:25:00 AM
"Gyorgy, Podusil",3,1,7,4,3,11:30:00 AM
