player,round,hole,strokes,par,score
"Bhasin, Gurmukh",1,10,4,4,0
"Bhasin, Gurmukh",1,11,4,4,0
"Bhasin, Gurmukh",1,12,2,3,-1
"Bhasin, Gurmukh",1,13,4,4,0
"Bhasin, Gurmukh",1,14,5,5,0
"Bhasin, Gurmukh",1,15,4,4,0
"Bhasin, Gurmukh",1,16,4,4,0
"Bhasin, Gurmukh",1,17,5,5,0
"Bhasin, Gurmukh",1,18,2,3,-1
"Reidt, Chris",1,1,6,5,1
"Reidt, Chris",1,2,4,4,0
"Reidt, Chris",1,3,4,3,1
"Reidt, Chris",1,4,4,4,0
"Reidt, Chris",1,5,4,4,0
"Reidt, Chris",1,6,3,4,-1
"Reidt, Chris",1,7,4,3,1
"Reidt, Chris",1,8,4,4,0
"Reidt, Chris",1,9,4,5,-1
"Reidt, Chris",1,10,4,4,0
"Reidt, Chris",1,11,5,4,1
"Reidt, Chris",1,12,2,3,-1
"Reidt, Chris",1,13,4,4,0
"Reidt, Chris",1,14,6,5,1
"Reidt, Chris",1,15,4,4,0
"Reidt, Chris",1,16,4,4,0
"Reidt, Chris",1,17,6,5,1
"Reidt, Chris",1,18,4,3,1
"Fulling, Bryan",1,1,4,5,-1
"Fulling, Bryan",1,2,4,4,0
"Fulling, Bryan",1,3,3,3,0
"Fulling, Bryan",1,4,4,4,0
"Fulling, Bryan",1,5,4,4,0
"Fulling, Bryan",1,6,3,4,-1
"Fulling, Bryan",1,7,3,3,0
"Fulling, Bryan",1,8,5,4,1
"Fulling, Bryan",1,9,4,5,-1
"Fulling, Bryan",1,10,4,4,0
"Fulling, Bryan",1,11,4,4,0
"Fulling, Bryan",1,12,3,3,0
"Fulling, Bryan",1,13,4,4,0
"Fulling, Bryan",1,14,5,5,0
"Fulling, Bryan",1,15,5,4,1
"Fulling, Bryan",1,16,5,4,1
"Fulling, Bryan",1,17,5,5,0
"Fulling, Bryan",1,18,2,3,-1
"Barragan, Luis",1,1,4,5,-1
"Barragan, Luis",1,2,5,4,1
"Barragan, Luis",1,3,4,3,1
"Barragan, Luis",1,4,5,4,1
"Barragan, Luis",1,5,4,4,0
"Barragan, Luis",1,6,6,4,2
"Barragan, Luis",1,7,4,3,1
"Barragan, Luis",1,8,3,4,-1
"Barragan, Luis",1,9,4,5,-1
"Barragan, Luis",1,10,5,4,1
"Barragan, Luis",1,11,4,4,0
"Barragan, Luis",1,12,2,3,-1
"Barragan, Luis",1,13,3,4,-1
"Barragan, Luis",1,14,5,5,0
"Barragan, Luis",1,15,4,4,0
"Barragan, Luis",1,16,5,4,1
"Barragan, Luis",1,17,5,5,0
"Barragan, Luis",1,18,5,3,2
"Gallegos, Oswaldo",1,1,4,5,-1
"Gallegos, Oswaldo",1,2,4,4,0
"Gallegos, Oswaldo",1,3,4,3,1
"Gallegos, Oswaldo",1,4,5,4,1
"Gallegos, Oswaldo",1,5,4,4,0
"Gallegos, Oswaldo",1,6,4,4,0
"Gallegos, Oswaldo",1,7,4,3,1
"Gallegos, Oswaldo",1,8,4,4,0
"Gallegos, Oswaldo",1,9,5,5,0
"Gallegos, Oswaldo",1,10,5,4,1
"Gallegos, Oswaldo",1,11,5,4,1
"Gallegos, Oswaldo",1,12,2,3,-1
"Gallegos, Oswaldo",1,13,3,4,-1
"Gallegos, Oswaldo",1,14,5,5,0
"Gallegos, Oswaldo",1,15,6,4,2
"Gallegos, Oswaldo",1,16,4,4,0
"Gallegos, Oswaldo",1,17,5,5,0
"Gallegos, Oswaldo",1,18,3,3,0
"Hittle, William",1,1,5,5,0
"Hittle, William",1,2,5,4,1
"Hittle, William",1,3,4,3,1
"Hittle, William",1,4,4,4,0
"Hittle, William",1,5,4,4,0
"Hittle, William",1,6,3,4,-1
"Hittle, William",1,7,5,3,2
"Hittle, William",1,8,5,4,1
"Hittle, William",1,9,5,5,0
"Hittle, William",1,10,4,4,0
"Hittle, William",1,11,3,4,-1
"Hittle, William",1,12,4,3,1
"Hittle, William",1,13,5,4,1
"Hittle, William",1,14,5,5,0
"Hittle, William",1,15,5,4,1
"Hittle, William",1,16,5,4,1
"Hittle, William",1,17,4,5,-1
"Hittle, William",1,18,4,3,1
"Guzman, Luis",1,1,5,5,0
"Guzman, Luis",1,2,4,4,0
"Guzman, Luis",1,3,3,3,0
"Guzman, Luis",1,4,5,4,1
"Guzman, Luis",1,5,4,4,0
"Guzman, Luis",1,6,3,4,-1
"Guzman, Luis",1,7,4,3,1
"Guzman, Luis",1,8,4,4,0
"Guzman, Luis",1,9,4,5,-1
"Guzman, Luis",1,10,4,4,0
"Guzman, Luis",1,11,4,4,0
"Guzman, Luis",1,12,3,3,0
"Guzman, Luis",1,13,3,4,-1
"Guzman, Luis",1,14,6,5,1
"Guzman, Luis",1,15,5,4,1
"Guzman, Luis",1,16,4,4,0
"Guzman, Luis",1,17,5,5,0
"Guzman, Luis",1,18,3,3,0
"Herz, Mark",1,1,4,5,-1
"Herz, Mark",1,2,5,4,1
"Herz, Mark",1,3,3,3,0
"Herz, Mark",1,4,4,4,0
"Herz, Mark",1,5,4,4,0
"Herz, Mark",1,6,3,4,-1
"Herz, Mark",1,7,3,3,0
"Herz, Mark",1,8,4,4,0
"Herz, Mark",1,9,5,5,0
"Herz, Mark",1,10,4,4,0
"Herz, Mark",1,11,5,4,1
"Herz, Mark",1,12,3,3,0
"Herz, Mark",1,13,4,4,0
"Herz, Mark",1,14,5,5,0
"Herz, Mark",1,15,5,4,1
"Herz, Mark",1,16,5,4,1
"Herz, Mark",1,17,4,5,-1
"Herz, Mark",1,18,3,3,0
"Reyes, Marco",1,1,5,5,0
"Reyes, Marco",1,2,4,4,0
"Reyes, Marco",1,3,3,3,0
"Reyes, Marco",1,4,5,4,1
"Reyes, Marco",1,5,5,4,1
"Reyes, Marco",1,6,4,4,0
"Reyes, Marco",1,7,3,3,0
"Reyes, Marco",1,8,4,4,0
"Reyes, Marco",1,9,5,5,0
"Reyes, Marco",1,10,4,4,0
"Reyes, Marco",1,11,4,4,0
"Reyes, Marco",1,12,4,3,1
"Reyes, Marco",1,13,4,4,0
"Reyes, Marco",1,14,5,5,0
"Reyes, Marco",1,15,4,4,0
"Reyes, Marco",1,16,4,4,0
"Reyes, Marco",1,17,5,5,0
"Reyes, Marco",1,18,3,3,0
"Perez, Gaston",1,1,5,5,0
"Perez, Gaston",1,2,6,4,2
"Perez, Gaston",1,3,4,3,1
"Perez, Gaston",1,4,4,4,0
"Perez, Gaston",1,5,5,4,1
"Perez, Gaston",1,6,3,4,-1
"Perez, Gaston",1,7,3,3,0
"Perez, Gaston",1,8,4,4,0
"Perez, Gaston",1,9,4,5,-1
"Perez, Gaston",1,10,5,4,1
"Perez, Gaston",1,11,4,4,0
"Perez, Gaston",1,12,4,3,1
"Perez, Gaston",1,13,5,4,1
"Perez, Gaston",1,14,6,5,1
"Perez, Gaston",1,15,5,4,1
"Perez, Gaston",1,16,4,4,0
"Perez, Gaston",1,17,6,5,1
"Perez, Gaston",1,18,4,3,1
"Barragan Jr, Jorge",1,1,5,5,0
"Barragan Jr, Jorge",1,2,4,4,0
"Barragan Jr, Jorge",1,3,4,3,1
"Barragan Jr, Jorge",1,4,5,4,1
"Barragan Jr, Jorge",1,5,5,4,1
"Barragan Jr, Jorge",1,6,4,4,0
"Barragan Jr, Jorge",1,7,4,3,1
"Barragan Jr, Jorge",1,8,4,4,0
"Barragan Jr, Jorge",1,9,6,5,1
"Barragan Jr, Jorge",1,10,5,4,1
"Barragan Jr, Jorge",1,11,5,4,1
"Barragan Jr, Jorge",1,12,4,3,1
"Barragan Jr, Jorge",1,13,5,4,1
"Barragan Jr, Jorge",1,14,6,5,1
"Barragan Jr, Jorge",1,15,5,4,1
"Barragan Jr, Jorge",1,16,4,4,0
"Barragan Jr, Jorge",1,17,5,5,0
"Barragan Jr, Jorge",1,18,3,3,0
"Godoy Marquez, Ivan",1,1,5,5,0
"Godoy Marquez, Ivan",1,2,4,4,0
"Godoy Marquez, Ivan",1,3,5,3,2
"Godoy Marquez, Ivan",1,4,4,4,0
"Godoy Marquez, Ivan",1,5,5,4,1
"Godoy Marquez, Ivan",1,6,4,4,0
"Godoy Marquez, Ivan",1,7,4,3,1
"Godoy Marquez, Ivan",1,8,4,4,0
"Godoy Marquez, Ivan",1,9,5,5,0
"Godoy Marquez, Ivan",1,10,5,4,1
"Godoy Marquez, Ivan",1,11,4,4,0
"Godoy Marquez, Ivan",1,12,3,3,0
"Godoy Marquez, Ivan",1,13,5,4,1
"Godoy Marquez, Ivan",1,14,5,5,0
"Godoy Marquez, Ivan",1,15,5,4,1
"Godoy Marquez, Ivan",1,16,4,4,0
"Godoy Marquez, Ivan",1,17,5,5,0
"Godoy Marquez, Ivan",1,18,2,3,-1
"Calderon, Mario",1,1,4,5,-1
"Calderon, Mario",1,2,4,4,0
"Calderon, Mario",1,3,4,3,1
"Calderon, Mario",1,4,4,4,0
"Calderon, Mario",1,5,4,4,0
"Calderon, Mario",1,6,6,4,2
"Calderon, Mario",1,7,3,3,0
"Calderon, Mario",1,8,4,4,0
"Calderon, Mario",1,9,4,5,-1
"Calderon, Mario",1,10,4,4,0
"Calderon, Mario",1,11,6,4,2
"Calderon, Mario",1,12,3,3,0
"Calderon, Mario",1,13,4,4,0
"Calderon, Mario",1,14,7,5,2
"Calderon, Mario",1,15,3,4,-1
"Calderon, Mario",1,16,4,4,0
"Calderon, Mario",1,17,5,5,0
"Calderon, Mario",1,18,2,3,-1
"Zhang, Kevin",1,1,5,5,0
"Zhang, Kevin",1,2,5,4,1
"Zhang, Kevin",1,3,4,3,1
"Zhang, Kevin",1,4,5,4,1
"Zhang, Kevin",1,5,3,4,-1
"Zhang, Kevin",1,6,4,4,0
"Zhang, Kevin",1,7,4,3,1
"Zhang, Kevin",1,8,5,4,1
"Zhang, Kevin",1,9,5,5,0
"Zhang, Kevin",1,10,4,4,0
"Zhang, Kevin",1,11,3,4,-1
"Zhang, Kevin",1,12,3,3,0
"Zhang, Kevin",1,13,6,4,2
"Zhang, Kevin",1,14,6,5,1
"Zhang, Kevin",1,15,4,4,0
"Zhang, Kevin",1,16,4,4,0
"Zhang, Kevin",1,17,5,5,0
"Zhang, Kevin",1,18,4,3,1
"Hartman, Ryan",1,1,5,5,0
"Hartman, Ryan",1,2,5,4,1
"Hartman, Ryan",1,3,5,3,2
"Hartman, Ryan",1,4,4,4,0
"Hartman, Ryan",1,5,4,4,0
"Hartman, Ryan",1,6,3,4,-1
"Hartman, Ryan",1,7,4,3,1
"Hartman, Ryan",1,8,4,4,0
"Hartman, Ryan",1,9,6,5,1
"Hartman, Ryan",1,10,6,4,2
"Hartman, Ryan",1,11,3,4,-1
"Hartman, Ryan",1,12,3,3,0
"Hartman, Ryan",1,13,5,4,1
"Hartman, Ryan",1,14,6,5,1
"Hartman, Ryan",1,15,5,4,1
"Hartman, Ryan",1,16,5,4,1
"Hartman, Ryan",1,17,4,5,-1
"Hartman, Ryan",1,18,3,3,0
"Aron, Jon",1,1,3,5,-2
"Aron, Jon",1,2,5,4,1
"Aron, Jon",1,3,3,3,0
"Aron, Jon",1,4,5,4,1
"Aron, Jon",1,5,3,4,-1
"Aron, Jon",1,6,6,4,2
"Aron, Jon",1,7,4,3,1
"Aron, Jon",1,8,5,4,1
"Aron, Jon",1,9,4,5,-1
"Aron, Jon",1,10,4,4,0
"Aron, Jon",1,11,3,4,-1
"Aron, Jon",1,12,3,3,0
"Aron, Jon",1,13,4,4,0
"Aron, Jon",1,14,7,5,2
"Aron, Jon",1,15,5,4,1
"Aron, Jon",1,16,4,4,0
"Aron, Jon",1,17,6,5,1
"Aron, Jon",1,18,4,3,1
"Dadsetan, Sep",1,1,4,5,-1
"Dadsetan, Sep",1,2,4,4,0
"Dadsetan, Sep",1,3,3,3,0
"Dadsetan, Sep",1,4,4,4,0
"Dadsetan, Sep",1,5,4,4,0
"Dadsetan, Sep",1,6,3,4,-1
"Dadsetan, Sep",1,7,4,3,1
"Dadsetan, Sep",1,8,4,4,0
"Dadsetan, Sep",1,9,4,5,-1
"Dadsetan, Sep",1,10,4,4,0
"Dadsetan, Sep",1,11,4,4,0
"Dadsetan, Sep",1,12,4,3,1
"Dadsetan, Sep",1,13,4,4,0
"Dadsetan, Sep",1,14,6,5,1
"Dadsetan, Sep",1,15,4,4,0
"Dadsetan, Sep",1,16,4,4,0
"Dadsetan, Sep",1,17,6,5,1
"Dadsetan, Sep",1,18,4,3,1
"Perri, James",1,1,5,5,0
"Perri, James",1,2,5,4,1
"Perri, James",1,3,4,3,1
"Perri, James",1,4,4,4,0
"Perri, James",1,5,4,4,0
"Perri, James",1,6,4,4,0
"Perri, James",1,7,3,3,0
"Perri, James",1,8,5,4,1
"Perri, James",1,9,4,5,-1
"Perri, James",1,10,4,4,0
"Perri, James",1,11,6,4,2
"Perri, James",1,12,3,3,0
"Perri, James",1,13,6,4,2
"Perri, James",1,14,5,5,0
"Perri, James",1,15,4,4,0
"Perri, James",1,16,3,4,-1
"Perri, James",1,17,5,5,0
"Perri, James",1,18,2,3,-1
"Perdomo, Martin",1,1,5,5,0
"Perdomo, Martin",1,2,4,4,0
"Perdomo, Martin",1,3,4,3,1
"Perdomo, Martin",1,4,4,4,0
"Perdomo, Martin",1,5,4,4,0
"Perdomo, Martin",1,6,4,4,0
"Perdomo, Martin",1,7,4,3,1
"Perdomo, Martin",1,8,4,4,0
"Perdomo, Martin",1,9,6,5,1
"Perdomo, Martin",1,10,4,4,0
"Perdomo, Martin",1,11,4,4,0
"Perdomo, Martin",1,12,3,3,0
"Perdomo, Martin",1,13,6,4,2
"Perdomo, Martin",1,14,5,5,0
"Perdomo, Martin",1,15,5,4,1
"Perdomo, Martin",1,16,3,4,-1
"Perdomo, Martin",1,17,5,5,0
"Perdomo, Martin",1,18,3,3,0
"Bicerne, Eduardo",1,1,5,5,0
"Bicerne, Eduardo",1,2,4,4,0
"Bicerne, Eduardo",1,3,4,3,1
"Bicerne, Eduardo",1,4,5,4,1
"Bicerne, Eduardo",1,5,5,4,1
"Bicerne, Eduardo",1,6,4,4,0
"Bicerne, Eduardo",1,7,4,3,1
"Bicerne, Eduardo",1,8,4,4,0
"Bicerne, Eduardo",1,9,4,5,-1
"Bicerne, Eduardo",1,10,4,4,0
"Bicerne, Eduardo",1,11,4,4,0
"Bicerne, Eduardo",1,12,3,3,0
"Bicerne, Eduardo",1,13,4,4,0
"Bicerne, Eduardo",1,14,6,5,1
"Bicerne, Eduardo",1,15,4,4,0
"Bicerne, Eduardo",1,16,5,4,1
"Bicerne, Eduardo",1,17,5,5,0
"Bicerne, Eduardo",1,18,4,3,1
"Moorefield, Sebastian",1,1,5,5,0
"Moorefield, Sebastian",1,2,6,4,2
"Moorefield, Sebastian",1,3,4,3,1
"Moorefield, Sebastian",1,4,5,4,1
"Moorefield, Sebastian",1,5,4,4,0
"Moorefield, Sebastian",1,6,4,4,0
"Moorefield, Sebastian",1,7,3,3,0
"Moorefield, Sebastian",1,8,4,4,0
"Moorefield, Sebastian",1,9,4,5,-1
"Moorefield, Sebastian",1,10,4,4,0
"Moorefield, Sebastian",1,11,6,4,2
"Moorefield, Sebastian",1,12,3,3,0
"Moorefield, Sebastian",1,13,4,4,0
"Moorefield, Sebastian",1,14,5,5,0
"Moorefield, Sebastian",1,15,4,4,0
"Moorefield, Sebastian",1,16,6,4,2
"Moorefield, Sebastian",1,17,5,5,0
"Moorefield, Sebastian",1,18,3,3,0
"Budny, Mike",1,1,6,5,1
"Budny, Mike",1,2,4,4,0
"Budny, Mike",1,3,5,3,2
"Budny, Mike",1,4,5,4,1
"Budny, Mike",1,5,4,4,0
"Budny, Mike",1,6,4,4,0
"Budny, Mike",1,7,4,3,1
"Budny, Mike",1,8,6,4,2
"Budny, Mike",1,9,4,5,-1
"Budny, Mike",1,10,4,4,0
"Budny, Mike",1,11,4,4,0
"Budny, Mike",1,12,4,3,1
"Budny, Mike",1,13,4,4,0
"Budny, Mike",1,14,5,5,0
"Budny, Mike",1,15,4,4,0
"Budny, Mike",1,16,5,4,1
"Budny, Mike",1,17,5,5,0
"Budny, Mike",1,18,4,3,1
"Orellana, Osman Rene",1,1,5,5,0
"Orellana, Osman Rene",1,2,5,4,1
"Orellana, Osman Rene",1,3,5,3,2
"Orellana, Osman Rene",1,4,5,4,1
"Orellana, Osman Rene",1,5,4,4,0
"Orellana, Osman Rene",1,6,5,4,1
"Orellana, Osman Rene",1,7,5,3,2
"Orellana, Osman Rene",1,8,4,4,0
"Orellana, Osman Rene",1,9,4,5,-1
"Orellana, Osman Rene",1,10,5,4,1
"Orellana, Osman Rene",1,11,4,4,0
"Orellana, Osman Rene",1,12,4,3,1
"Orellana, Osman Rene",1,13,4,4,0
"Orellana, Osman Rene",1,14,5,5,0
"Orellana, Osman Rene",1,15,4,4,0
"Orellana, Osman Rene",1,16,4,4,0
"Orellana, Osman Rene",1,17,4,5,-1
"Orellana, Osman Rene",1,18,3,3,0
"Aron, Kyle",1,1,4,5,-1
"Aron, Kyle",1,2,3,4,-1
"Aron, Kyle",1,3,3,3,0
"Aron, Kyle",1,4,4,4,0
"Aron, Kyle",1,5,4,4,0
"Aron, Kyle",1,6,4,4,0
"Aron, Kyle",1,7,4,3,1
"Aron, Kyle",1,8,5,4,1
"Aron, Kyle",1,9,5,5,0
"Aron, Kyle",1,10,4,4,0
"Aron, Kyle",1,11,4,4,0
"Aron, Kyle",1,12,3,3,0
"Aron, Kyle",1,13,5,4,1
"Aron, Kyle",1,14,6,5,1
"Aron, Kyle",1,15,4,4,0
"Aron, Kyle",1,16,4,4,0
"Aron, Kyle",1,17,5,5,0
"Aron, Kyle",1,18,4,3,1
"OTSUKA, Aroma",1,1,5,5,0
"OTSUKA, Aroma",1,2,6,4,2
"OTSUKA, Aroma",1,3,4,3,1
"OTSUKA, Aroma",1,4,5,4,1
"OTSUKA, Aroma",1,5,5,4,1
"OTSUKA, Aroma",1,6,4,4,0
"OTSUKA, Aroma",1,7,4,3,1
"OTSUKA, Aroma",1,8,4,4,0
"OTSUKA, Aroma",1,9,5,5,0
"OTSUKA, Aroma",1,10,4,4,0
"OTSUKA, Aroma",1,11,3,4,-1
"OTSUKA, Aroma",1,12,3,3,0
"OTSUKA, Aroma",1,13,4,4,0
"OTSUKA, Aroma",1,14,6,5,1
"OTSUKA, Aroma",1,15,5,4,1
"OTSUKA, Aroma",1,16,5,4,1
"OTSUKA, Aroma",1,17,5,5,0
"OTSUKA, Aroma",1,18,4,3,1
"Bichara, Rodrigo",1,1,5,5,0
"Bichara, Rodrigo",1,2,4,4,0
"Bichara, Rodrigo",1,3,6,3,3
"Bichara, Rodrigo",1,4,7,4,3
"Bichara, Rodrigo",1,5,3,4,-1
"Bichara, Rodrigo",1,6,4,4,0
"Bichara, Rodrigo",1,7,4,3,1
"Bichara, Rodrigo",1,8,6,4,2
"Bichara, Rodrigo",1,9,4,5,-1
"Bichara, Rodrigo",1,10,4,4,0
"Bichara, Rodrigo",1,11,6,4,2
"Bichara, Rodrigo",1,12,3,3,0
"Bichara, Rodrigo",1,13,3,4,-1
"Bichara, Rodrigo",1,14,6,5,1
"Bichara, Rodrigo",1,15,5,4,1
"Bichara, Rodrigo",1,16,4,4,0
"Bichara, Rodrigo",1,17,6,5,1
"Bichara, Rodrigo",1,18,3,3,0
"Peters, Lloyd",1,1,7,5,2
"Peters, Lloyd",1,2,7,4,3
"Peters, Lloyd",1,3,4,3,1
"Peters, Lloyd",1,4,4,4,0
"Peters, Lloyd",1,5,4,4,0
"Peters, Lloyd",1,6,3,4,-1
"Peters, Lloyd",1,7,4,3,1
"Peters, Lloyd",1,8,4,4,0
"Peters, Lloyd",1,9,5,5,0
"Peters, Lloyd",1,10,5,4,1
"Peters, Lloyd",1,11,5,4,1
"Peters, Lloyd",1,12,2,3,-1
"Peters, Lloyd",1,13,4,4,0
"Peters, Lloyd",1,14,6,5,1
"Peters, Lloyd",1,15,6,4,2
"Peters, Lloyd",1,16,5,4,1
"Peters, Lloyd",1,17,5,5,0
"Peters, Lloyd",1,18,2,3,-1
"Sutherland, Shaun",1,1,6,5,1
"Sutherland, Shaun",1,2,6,4,2
"Sutherland, Shaun",1,3,5,3,2
"Sutherland, Shaun",1,4,5,4,1
"Sutherland, Shaun",1,5,3,4,-1
"Sutherland, Shaun",1,6,5,4,1
"Sutherland, Shaun",1,7,2,3,-1
"Sutherland, Shaun",1,8,6,4,2
"Sutherland, Shaun",1,9,6,5,1
"Sutherland, Shaun",1,10,4,4,0
"Sutherland, Shaun",1,11,4,4,0
"Sutherland, Shaun",1,12,3,3,0
"Sutherland, Shaun",1,13,4,4,0
"Sutherland, Shaun",1,14,5,5,0
"Sutherland, Shaun",1,15,4,4,0
"Sutherland, Shaun",1,16,4,4,0
"Sutherland, Shaun",1,17,5,5,0
"Sutherland, Shaun",1,18,3,3,0
"Yasutake, Justin",1,1,6,5,1
"Yasutake, Justin",1,2,5,4,1
"Yasutake, Justin",1,3,4,3,1
"Yasutake, Justin",1,4,5,4,1
"Yasutake, Justin",1,5,4,4,0
"Yasutake, Justin",1,6,4,4,0
"Yasutake, Justin",1,7,4,3,1
"Yasutake, Justin",1,8,5,4,1
"Yasutake, Justin",1,9,6,5,1
"Yasutake, Justin",1,10,4,4,0
"Yasutake, Justin",1,11,4,4,0
"Yasutake, Justin",1,12,3,3,0
"Yasutake, Justin",1,13,4,4,0
"Yasutake, Justin",1,14,8,5,3
"Yasutake, Justin",1,15,5,4,1
"Yasutake, Justin",1,16,4,4,0
"Yasutake, Justin",1,17,6,5,1
"Yasutake, Justin",1,18,5,3,2
"Pugh, Chandler",1,1,7,5,2
"Pugh, Chandler",1,2,6,4,2
"Pugh, Chandler",1,3,3,3,0
"Pugh, Chandler",1,4,5,4,1
"Pugh, Chandler",1,5,4,4,0
"Pugh, Chandler",1,6,3,4,-1
"Pugh, Chandler",1,7,3,3,0
"Pugh, Chandler",1,8,4,4,0
"Pugh, Chandler",1,9,5,5,0
"Pugh, Chandler",1,10,5,4,1
"Pugh, Chandler",1,11,5,4,1
"Pugh, Chandler",1,12,3,3,0
"Pugh, Chandler",1,13,3,4,-1
"Pugh, Chandler",1,14,6,5,1
"Pugh, Chandler",1,15,5,4,1
"Pugh, Chandler",1,16,4,4,0
"Pugh, Chandler",1,17,6,5,1
"Pugh, Chandler",1,18,4,3,1
"Gaytan, Pablo",1,1,6,5,1
"Gaytan, Pablo",1,2,5,4,1
"Gaytan, Pablo",1,3,5,3,2
"Gaytan, Pablo",1,4,4,4,0
"Gaytan, Pablo",1,5,4,4,0
"Gaytan, Pablo",1,6,3,4,-1
"Gaytan, Pablo",1,7,4,3,1
"Gaytan, Pablo",1,8,5,4,1
"Gaytan, Pablo",1,9,4,5,-1
"Gaytan, Pablo",1,10,4,4,0
"Gaytan, Pablo",1,11,4,4,0
"Gaytan, Pablo",1,12,3,3,0
"Gaytan, Pablo",1,13,4,4,0
"Gaytan, Pablo",1,14,6,5,1
"Gaytan, Pablo",1,15,4,4,0
"Gaytan, Pablo",1,16,6,4,2
"Gaytan, Pablo",1,17,6,5,1
"Gaytan, Pablo",1,18,3,3,0
"Woodward, Mark",1,1,5,5,0
"Woodward, Mark",1,2,5,4,1
"Woodward, Mark",1,3,6,3,3
"Woodward, Mark",1,4,4,4,0
"Woodward, Mark",1,5,3,4,-1
"Woodward, Mark",1,6,3,4,-1
"Woodward, Mark",1,7,4,3,1
"Woodward, Mark",1,8,5,4,1
"Woodward, Mark",1,9,4,5,-1
"Woodward, Mark",1,10,4,4,0
"Woodward, Mark",1,11,5,4,1
"Woodward, Mark",1,12,5,3,2
"Woodward, Mark",1,13,5,4,1
"Woodward, Mark",1,14,6,5,1
"Woodward, Mark",1,15,4,4,0
"Woodward, Mark",1,16,4,4,0
"Woodward, Mark",1,17,5,5,0
"Woodward, Mark",1,18,3,3,0
"McNeil, Jay",1,1,6,5,1
"McNeil, Jay",1,2,5,4,1
"McNeil, Jay",1,3,3,3,0
"McNeil, Jay",1,4,5,4,1
"McNeil, Jay",1,5,4,4,0
"McNeil, Jay",1,6,3,4,-1
"McNeil, Jay",1,7,3,3,0
"McNeil, Jay",1,8,4,4,0
"McNeil, Jay",1,9,5,5,0
"McNeil, Jay",1,10,5,4,1
"McNeil, Jay",1,11,5,4,1
"McNeil, Jay",1,12,4,3,1
"McNeil, Jay",1,13,5,4,1
"McNeil, Jay",1,14,7,5,2
"McNeil, Jay",1,15,7,4,3
"McNeil, Jay",1,16,5,4,1
"McNeil, Jay",1,17,6,5,1
"McNeil, Jay",1,18,4,3,1
"Garcia, Jeffrey",1,1,6,5,1
"Garcia, Jeffrey",1,2,5,4,1
"Garcia, Jeffrey",1,3,5,3,2
"Garcia, Jeffrey",1,4,5,4,1
"Garcia, Jeffrey",1,5,4,4,0
"Garcia, Jeffrey",1,6,3,4,-1
"Garcia, Jeffrey",1,7,4,3,1
"Garcia, Jeffrey",1,8,5,4,1
"Garcia, Jeffrey",1,9,5,5,0
"Garcia, Jeffrey",1,10,4,4,0
"Garcia, Jeffrey",1,11,5,4,1
"Garcia, Jeffrey",1,12,3,3,0
"Garcia, Jeffrey",1,13,6,4,2
"Garcia, Jeffrey",1,14,7,5,2
"Garcia, Jeffrey",1,15,7,4,3
"Garcia, Jeffrey",1,16,5,4,1
"Garcia, Jeffrey",1,17,6,5,1
"Garcia, Jeffrey",1,18,3,3,0
"Morales, Cristian",1,1,6,5,1
"Morales, Cristian",1,2,5,4,1
"Morales, Cristian",1,3,6,3,3
"Morales, Cristian",1,4,5,4,1
"Morales, Cristian",1,5,4,4,0
"Morales, Cristian",1,6,8,4,4
"Morales, Cristian",1,7,4,3,1
"Morales, Cristian",1,8,4,4,0
"Morales, Cristian",1,9,6,5,1
"Morales, Cristian",1,10,5,4,1
"Morales, Cristian",1,11,6,4,2
"Morales, Cristian",1,12,5,3,2
"Morales, Cristian",1,13,5,4,1
"Morales, Cristian",1,14,6,5,1
"Morales, Cristian",1,15,5,4,1
"Morales, Cristian",1,16,5,4,1
"Morales, Cristian",1,17,6,5,1
"Morales, Cristian",1,18,4,3,1
"Chavez, Cesar",2,1,5,5,0
"Chavez, Cesar",2,2,4,4,0
"Chavez, Cesar",2,3,3,3,0
"Chavez, Cesar",2,4,4,4,0
"Chavez, Cesar",2,5,4,4,0
"Chavez, Cesar",2,6,3,4,-1
"Chavez, Cesar",2,7,3,3,0
"Chavez, Cesar",2,8,4,4,0
"Chavez, Cesar",2,9,4,5,-1
"Chavez, Cesar",2,10,4,4,0
"Chavez, Cesar",2,11,4,4,0
"Chavez, Cesar",2,12,2,3,-1
"Chavez, Cesar",2,13,4,4,0
"Chavez, Cesar",2,14,5,5,0
"Chavez, Cesar",2,15,4,4,0
"Chavez, Cesar",2,16,4,4,0
"Chavez, Cesar",2,17,5,5,0
"Chavez, Cesar",2,18,3,3,0
"Wallace, Nick",2,1,6,5,1
"Wallace, Nick",2,2,3,4,-1
"Wallace, Nick",2,3,3,3,0
"Wallace, Nick",2,4,4,4,0
"Wallace, Nick",2,5,4,4,0
"Wallace, Nick",2,6,3,4,-1
"Wallace, Nick",2,7,2,3,-1
"Wallace, Nick",2,8,4,4,0
"Wallace, Nick",2,9,5,5,0
"Wallace, Nick",2,10,3,4,-1
"Wallace, Nick",2,11,3,4,-1
"Wallace, Nick",2,12,4,3,1
"Wallace, Nick",2,13,3,4,-1
"Wallace, Nick",2,14,4,5,-1
"Wallace, Nick",2,15,4,4,0
"Wallace, Nick",2,16,5,4,1
"Wallace, Nick",2,17,4,5,-1
"Wallace, Nick",2,18,3,3,0
"Nash, Julian",2,1,4,5,-1
"Nash, Julian",2,2,5,4,1
"Nash, Julian",2,3,3,3,0
